design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,d_shaft_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,I_min_r,P_cr,N_max_comp,n_buck,buckling_passed
2774,0.116,0.178,0.047,0.2497837496759469,1.5731721989469476,3.1415926535897927,0.016,0.002,0.013,0.011,0.007,0.0019,0.0017,0.010485493926587552,0.07132157840706148,0.022113799081512644,1.4419166666666664e-09,32833.507495883285,3.675211263460463,8933.774181179531,True
2775,0.116,0.178,0.047,0.2497837496759469,1.5731721989469476,3.1415926535897927,0.016,0.011,0.017,0.012,0.0074,0.0031,0.0018,0.057779195080392004,0.10200012265690744,0.02209851523325293,2.4480000000000002e-09,55742.768086405114,3.829125028024182,14557.573251967755,True
2776,0.116,0.178,0.047,0.2497837496759469,1.5731721989469476,3.1415926535897927,0.015,0.014,0.007,0.013,0.0048,0.0023,0.0014,0.06892730715760459,0.04529266690021741,0.0221544104497456,3.7158333333333337e-10,8461.226950479317,3.544798726644322,2386.941432494003,True
2777,0.116,0.178,0.047,0.2497837496759469,1.5731721989469476,3.1415926535897927,0.014,0.013,0.012,0.013,0.004,0.0016,0.0036,0.05958123558455659,0.07788208382501713,0.021674060933011722,1.8719999999999997e-09,42626.822654309784,3.70535243148349,11504.120982425291,True
2778,0.116,0.178,0.047,0.2497837496759469,1.5731721989469476,3.1415926535897927,0.019,0.007,0.016,0.002,0.005,0.0037,0.0011,0.04390687691083166,0.015983318474551502,0.022187161553159272,1.0666666666666669e-11,242.88787837213562,3.39786471323861,71.48250412260577,True
2779,0.116,0.178,0.047,0.2497837496759469,1.5731721989469476,3.1415926535897927,0.019,0.001,0.007,0.004,0.005,0.0039,0.0024,0.006274374208782412,0.013917571829710738,0.02198847152578299,3.733333333333334e-11,850.1075743024746,3.3862326262248414,251.04819075889105,True
2780,0.116,0.178,0.047,0.2497837496759469,1.5731721989469476,3.1415926535897927,0.013,0.017,0.011,0.002,0.0057,0.0027,0.0036,0.07237192525369796,0.01099070602078308,0.021674060933011722,7.333333333333334e-12,166.9854163808432,3.36954086957356,49.55732037224894,True
2781,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.008,0.002,0.018,0.017,0.0045,0.0021,0.0028,0.005109818371975841,0.1573039115142735,0.0218976417989824,7.369500000000001e-09,158764.34137277404,4.063910638778853,39066.887902948685,True
2782,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.015,0.002,0.016,0.017,0.0056,0.0018,0.0029,0.009665088242918252,0.1397218322645948,0.02187275096038801,5.802666666666667e-09,125009.36990828191,3.973594454368525,31460.022240278704,True
2783,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.006,0.005,0.013,0.016,0.004,0.0017,0.0018,0.009539067218838569,0.10661569145181246,0.02209851523325293,2.929333333333333e-09,63107.90112327557,3.8052344210903475,16584.497599806928,True
2784,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.018,0.019,0.013,0.019,0.0053,0.0017,0.001,0.11042910303390958,0.12642439539644634,0.022196331862115105,3.478583333333333e-09,74940.63258388975,3.9074274478988764,19179.020873231373,True
2785,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.006,0.013,0.007,0.008,0.0047,0.0018,0.0016,0.024705515943794092,0.028652785920107036,0.02212820956701466,2.286666666666667e-10,4926.265381266165,3.405617435636322,1446.5116750101784,True
2786,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.014,0.018,0.003,0.004,0.0053,0.0018,0.0013,0.08111951751605953,0.0061135312160454916,0.022166200846974522,9e-12,193.89091150756036,3.2902702755615234,58.92856673437582,True
2787,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.012,0.008,0.01,0.01,0.0045,0.0036,0.0028,0.030925096456337012,0.051309451365997065,0.0218976417989824,8.333333333333335e-10,17952.86217662596,3.5203637293317054,5099.717971481906,True
2788,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.011,0.009,0.009,0.011,0.0045,0.0037,0.0014,0.031836538530083947,0.05069119750315573,0.0221544104497456,6.682499999999997e-10,14396.400179436352,3.518796553616261,4091.2851766440426,True
2789,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.019,0.011,0.011,0.002,0.0068,0.0016,0.0037,0.06750451117916932,0.011283393275937038,0.021642183192355745,7.333333333333334e-12,157.98518715430845,3.3135111282204504,47.67908754214921,True
2790,0.114,0.183,0.055,0.2501976482392758,1.6121457012028273,3.1415926535897927,0.007,0.007,0.012,0.002,0.0058,0.003,0.0021,0.015476744710205784,0.012321337027096351,0.0220474235119276,8e-12,172.34747689560922,3.321362896212894,51.890588978435446,True
2791,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.014,0.01,0.015,0.001,0.0071,0.0032,0.0013,0.04037854371864046,0.009783876955751659,0.022166200846974522,1.25e-12,16.61174643389158,3.078945903229932,5.395270640015215,True
2792,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.017,0.02,0.013,0.004,0.0034,0.0028,0.0032,0.09849335812503297,0.03395825601340821,0.021792838268058643,6.933333333333334e-11,921.3982021998531,3.203525135435552,287.62009450398136,True
2793,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.008,0.011,0.014,0.005,0.0054,0.001,0.0033,0.025011760928765305,0.045630386460137146,0.021764453978433462,1.4583333333333337e-10,1938.0370839540183,3.264556902950735,593.660071356785,True
2794,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.015,0.001,0.007,0.006,0.0079,0.0018,0.0015,0.0043123043373928215,0.02732581257690358,0.02214174668975898,1.26e-10,1674.4640405362713,3.170775617987137,528.0928839736853,True
2795,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.009,0.011,0.02,0.013,0.0047,0.0019,0.0026,0.028363416870996964,0.16974435491658685,0.02194480338789809,3.661666666666667e-09,48661.342553679744,3.916319121468143,12425.275122992954,True
2796,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.015,0.009,0.013,0.004,0.0063,0.0031,0.0036,0.039075732361023525,0.03396963802558757,0.021674060933011722,6.933333333333334e-11,921.3982021998531,3.2028960369802637,287.676587551234,True
2797,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.017,0.009,0.008,0.016,0.0038,0.0026,0.0033,0.04432917396457806,0.08334385389306524,0.021764453978433462,6.826666666666668e-10,9072.228452429325,3.4622866134586388,2620.299664725519,True
2798,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.014,0.01,0.01,0.018,0.0043,0.0016,0.003,0.04038693284876144,0.11728979669344551,0.02184698675903592,1.5000000000000002e-09,19934.095720669902,3.640740808592467,5475.285599464728,True
2799,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.016,0.004,0.01,0.018,0.0055,0.0039,0.0014,0.018587033290350507,0.11724445626526468,0.0221544104497456,1.5000000000000002e-09,19934.095720669902,3.642285790949127,5472.963096472275,True
2800,0.102,0.233,0.114,0.2504695379413123,1.5823148875535828,3.1415926535897927,0.009,0.015,0.016,0.012,0.0064,0.0035,0.0033,0.03839564878735842,0.1255745755736061,0.021764453978433462,2.304e-09,30618.771026948958,3.683695168929817,8311.971979984513,True
2801,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.013,0.015,0.016,0.013,0.0071,0.003,0.0015,0.06747016194619365,0.08309179674171667,0.02214174668975898,2.929333333333333e-09,104811.57016055226,3.9529911098005845,26514.49680741621,True
2802,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.019,0.015,0.012,0.008,0.006,0.0035,0.0019,0.09963608426029025,0.0383405053332582,0.02208235802223552,5.12e-10,18319.36410635051,3.7535400053335857,4880.556509407024,True
2803,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.015,0.015,0.012,0.008,0.0056,0.0019,0.0021,0.07813681891362384,0.03829063261366525,0.0220474235119276,5.12e-10,18319.36410635051,3.753078783436503,4881.156288857971,True
2804,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.018,0.018,0.011,0.014,0.0071,0.0015,0.0013,0.11259204827308314,0.06127197127571344,0.022166200846974522,1.552833333333333e-09,55560.38912072515,3.856111726064303,14408.397128428702,True
2805,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.011,0.008,0.006,0.004,0.0075,0.0036,0.0016,0.030239563270794478,0.009512166100005274,0.02212820956701466,3.2e-11,1144.9602566469068,3.6256324961965802,315.7960046551909,True
2806,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.013,0.015,0.008,0.008,0.004,0.0013,0.0035,0.06753549798061212,0.02544815446315381,0.02170506531091,3.413333333333334e-10,12212.909404233675,3.6936089866407347,3306.4976418473243,True
2807,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.014,0.004,0.008,0.019,0.0072,0.0025,0.002,0.019396351574053252,0.0605290615073458,0.02206532744846041,8.106666666666668e-10,29005.659835054976,3.8521152107388135,7529.8007064258745,True
2808,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.01,0.003,0.015,0.019,0.0034,0.0022,0.0021,0.01038429638080315,0.11382631123833645,0.0220474235119276,5.343749999999999e-09,191199.41785802832,4.089045006839257,46758.94188942208,True
2809,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.014,0.011,0.008,0.008,0.0051,0.0016,0.0011,0.05340678271534565,0.02543898044806957,0.022187161553159272,3.413333333333334e-10,12212.909404233675,3.696876890061235,3303.574819347414,True
2810,0.123,0.142,0.012,0.24999724259838607,1.5099578626862002,3.1415926535897927,0.014,0.007,0.01,0.002,0.0059,0.003,0.001,0.03405289260774192,0.0079627318621151,0.022196331862115105,6.666666666666667e-12,238.53338680143892,3.619208081543035,65.90761885670337,True
2811,0.122,0.135,0.011,0.2498362802949971,1.887916925427687,3.1415926535897927,0.011,0.003,0.018,0.001,0.0072,0.0016,0.0015,0.011239603994859229,0.006822459812838681,0.02214174668975898,1.4999999999999999e-12,59.38008903042238,3.628318046116347,16.365734281199856,True
2812,0.122,0.135,0.011,0.2498362802949971,1.887916925427687,3.1415926535897927,0.006,0.019,0.015,0.019,0.0043,0.0013,0.0033,0.03871445412860862,0.1082609120841376,0.021764453978433462,5.343749999999999e-09,211541.5671708797,4.0763220388044825,51895.20483345357,True
2813,0.122,0.135,0.011,0.2498362802949971,1.887916925427687,3.1415926535897927,0.018,0.012,0.018,0.001,0.0065,0.0012,0.002,0.07442569143348528,0.006823586266495307,0.02206532744846041,1.4999999999999999e-12,59.38008903042238,3.6277964474789073,16.368087319697292,True
2814,0.122,0.135,0.011,0.2498362802949971,1.887916925427687,3.1415926535897927,0.007,0.005,0.013,0.015,0.0055,0.0022,0.0028,0.01186212626040473,0.07412346600871463,0.0218976417989824,2.74625e-09,108715.04633319832,3.92559685608311,27693.88969851383,True
