design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,d_shaft_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,I_min_r,P_cr,N_max_comp,n_buck,buckling_passed
18,0.097,0.217,0.112,0.25026489338142716,1.72858747131389,3.1415926535897927,0.015,0.012,0.017,0.002,0.0047,0.004,0.0012,0.04971754837677854,0.020680434767528736,0.02217711788144575,1.1333333333333335e-11,173.64221494381204,3.0708478561458428,56.5453656703614,True
19,0.097,0.217,0.112,0.25026489338142716,1.72858747131389,3.1415926535897927,0.007,0.009,0.013,0.015,0.0035,0.003,0.0036,0.01714020843147566,0.11870541576903573,0.021674060933011722,2.74625e-09,42076.31759906856,3.5849149310153363,11737.047714867675,True
20,0.097,0.217,0.112,0.25026489338142716,1.72858747131389,3.1415926535897927,0.009,0.019,0.015,0.004,0.0047,0.003,0.0029,0.046652312713500586,0.03653560754388478,0.02187275096038801,8e-11,1225.7097525445552,3.1527313576848566,388.7770994369244,True
21,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.013,0.006,0.015,0.014,0.0039,0.002,0.0038,0.026625658521369333,0.07994235167618174,0.021609432088942074,3.4300000000000004e-09,135782.47024956587,3.936512130006047,34493.090778144586,True
22,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.02,0.012,0.01,0.015,0.0045,0.002,0.0013,0.08226422859377473,0.056796696221576216,0.022166200846974522,1.2500000000000002e-09,49483.407525352,3.836353341633356,12898.553162020282,True
23,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.012,0.004,0.012,0.009,0.0072,0.0033,0.0023,0.016298939542096068,0.04105512428806007,0.02200899555058889,7.289999999999999e-10,28858.723268785274,3.7645544943302567,7665.906633108644,True
24,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.013,0.001,0.012,0.01,0.0079,0.0014,0.0018,0.004400445098217454,0.04545622284149927,0.02209851523325293,1e-09,39586.726020281596,3.784941449780453,10459.006181608922,True
25,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.009,0.012,0.005,0.016,0.0065,0.0032,0.0036,0.03640991966545301,0.029969679360856295,0.021674060933011722,1.666666666666667e-10,6597.787670046933,3.712459725268274,1777.2011437969625,True
26,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.015,0.011,0.007,0.012,0.004,0.0029,0.0016,0.0564989484148263,0.0317631963164416,0.02212820956701466,3.43e-10,13578.247024956587,3.7236300089388137,3646.508109656741,True
27,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.015,0.018,0.01,0.01,0.0057,0.0033,0.0013,0.09249540856069778,0.037894727412704,0.022166200846974522,8.333333333333335e-10,32988.93835023466,3.751435751805408,8793.683414239062,True
28,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.013,0.02,0.014,0.007,0.0033,0.0021,0.0012,0.08874223749036106,0.03713951548768067,0.02217711788144575,4.0016666666666673e-10,15841.288195782688,3.748117255724706,4226.465479858565,True
29,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.019,0.007,0.012,0.002,0.0054,0.0032,0.0033,0.04572623837856725,0.00913176922464921,0.021764453978433462,8e-12,316.6938081622527,3.619462390341655,87.4974717260037,True
30,0.121,0.135,0.013,0.2504735563814456,2.138688371744316,3.1415926535897927,0.019,0.011,0.009,0.017,0.0033,0.0014,0.0024,0.07136019243549847,0.057942495679199305,0.02198847152578299,1.0327499999999998e-09,40883.1912974458,3.8402820293926103,10645.882511892492,True
31,0.109,0.171,0.057,0.24974420531493807,1.8819842036238517,3.1415926535897927,0.009,0.011,0.01,0.014,0.0047,0.001,0.0027,0.030228793482930737,0.06701981379585394,0.021921659274819098,1.166666666666667e-09,28785.36171834881,3.5496929856063844,8109.253908738106,True
32,0.109,0.171,0.057,0.24974420531493807,1.8819842036238517,3.1415926535897927,0.018,0.019,0.009,0.019,0.0044,0.0033,0.0017,0.10603835288753274,0.0819067704069488,0.022113799081512644,1.1542499999999996e-09,28479.003225774937,3.6283696518537543,7848.9806602877015,True
33,0.109,0.171,0.057,0.24974420531493807,1.8819842036238517,3.1415926535897927,0.019,0.009,0.006,0.004,0.0042,0.0036,0.0032,0.053069091741324945,0.011433347840214072,0.021792838268058643,3.2e-11,789.5413499889958,3.2595313392541234,242.22542071636164,True
34,0.109,0.171,0.057,0.24974420531493807,1.8819842036238517,3.1415926535897927,0.01,0.01,0.004,0.01,0.0075,0.0012,0.0027,0.030251692562710118,0.01904142857813242,0.021921659274819098,5.3333333333333337e-11,1315.9022499816597,3.2999278660894187,398.76697412209506,True
35,0.109,0.171,0.057,0.24974420531493807,1.8819842036238517,3.1415926535897927,0.017,0.014,0.011,0.011,0.0047,0.0032,0.0038,0.07374398437152688,0.05810555869635039,0.021609432088942074,1.220083333333333e-09,30103.320065596054,3.5013711682855346,8597.58038172694,True
