design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,d_shaft_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,utilization,utilization_max,check_static_passed,n_static_rod,n_static_rod_min,check_static_sf_rod_passed,n_static_crank,n_static_crank_min,check_static_sf_crank_passed,n_static_pin,n_static_pin_min,check_static_sf_pin_passed,n_shaft,n_shaft_min,check_shaft_passed,n_buck,n_buck_min,P_cr,N_max_comp,check_buckling_passed,n_rod,S_n_prime_rod,sigma_a_eq_rod,sigma_m_eq_rod,n_f_rod,n_y_rod,N_f_rod,t_f_rod,n_fatigue_rod_min,check_fatigue_rod_passed,n_crank,S_n_prime_crank,sigma_a_eq_crank,sigma_m_eq_crank,n_f_crank,n_y_crank,N_f_crank,t_f_crank,n_fatigue_crank_min,check_fatigue_crank_passed,n_pin,S_n_prime_pin,sigma_a_eq_pin,sigma_m_eq_pin,n_f_pin,n_y_pin,N_f_pin,t_f_pin,n_fatigue_pin_min,check_fatigue_pin_passed,D_rod,D_miner_rod_max,check_miner_rod_passed,D_crank,D_miner_crank_max,check_miner_crank_passed,D_pin,D_miner_pin_max,check_miner_pin_passed,sigma_max,tau_max,theta_sigma_max,theta_tau_max,pass_fail,total_mass,volume_envelope,tau_A_max,E_rev,F_A_max,F_B_max,F_C_max
7079,0.115,0.158,0.038,0.2502177637191789,1.8592602973084327,3.1415926535897927,0.01,0.017,0.015,0.018,0.0059,0.0021,0.0011,0.054783635287331156,0.11957488655857818,0.022187161553159272,1.2711641380671093,1.0,False,820.9301550551809,1.0,True,176.77517215175087,1.0,True,0.7866804687556458,1.0,False,14.793284952248394,2.0,True,36923.793128388155,3.0,146307.97002506157,3.962430661344364,True,286.97700714096726,89185473.44505492,251390.57336389733,321610.7237733783,286.97700714096726,602.0928778409857,2.865787507588698e+41,5.731575015177396e+41,1.0,True,61.242979386660224,91483851.12572825,1250345.407563363,1285269.2381106492,61.242979386660224,136.06168452631442,2.2714435723093205e+33,4.542887144618641e+33,1.0,True,0.3695126238128605,94802400.0,212015447.18398768,226949257.97663778,0.3695126238128605,0.785940181395126,27150189.91652848,54300379.83305696,1.0,False,6.532235886446164e-35,1.0,True,8.24145500606376e-27,1.0,True,0.6894979393349896,1.0,True,438551627.6331527,10991182.745881157,2.0943951023931953,0.7853981633974483,0,0.1965456833990686,0.003273434869278086,0.43732313551965113,0.7276435148921874,11.519890633842648,11.897791681790613,7.531619934621078
7084,0.115,0.193,0.058,0.25033605000346226,1.5207231193177384,3.1415926535897927,0.016,0.013,0.011,0.012,0.0061,0.0011,0.0013,0.06748873959260043,0.07118764944008027,0.022166200846974522,0.6690563862131124,1.0,True,644.0149186839709,1.0,True,398.4721324254302,1.0,True,1.4946423359921017,1.0,True,22.153134415950486,2.0,True,7132.3507434116555,3.0,25779.860312191737,3.614496992594663,True,248.5165888640715,92765729.23712881,273451.9797187593,519759.6003318993,248.5165888640715,434.9407001571592,1.0775869361975397e+41,2.1551738723950795e+41,1.0,True,138.4655527756554,90474386.26314524,536306.6309746082,625144.4984107974,138.4655527756554,297.04220114931604,4.274805228374882e+37,8.549610456749764e+37,1.0,True,0.8819290513450754,94802400.0,77259788.09394813,154039336.67591795,0.8819290513450754,1.4915750344635417,3401026246514.4976,6802052493028.995,1.0,False,1.7372148242680913e-34,1.0,True,4.379146885042206e-31,1.0,True,5.504220974238284e-06,1.0,True,230824453.24352375,8490783.43136353,2.356194490192345,0.7853981633974483,0,0.16084258987965522,0.0028513560938647066,0.3731090809360647,0.7657783165048505,4.407019800667237,4.640303736328348,4.058792483030856
7089,0.115,0.193,0.058,0.25033605000346226,1.5207231193177384,3.1415926535897927,0.013,0.003,0.004,0.017,0.0071,0.0025,0.0021,0.012617580496116252,0.03652383500262494,0.0220474235119276,1.7422791456715918,1.0,False,203.943521298218,1.0,True,64.69610675084365,1.0,True,13.658672975563622,1.0,True,40.03274628488417,2.0,True,511.06861279836255,3.0,1756.1036826737177,3.4361407425475616,True,90.61370080627856,94802400.0,783547.7092738077,1338294.8375227968,90.61370080627856,162.59453394449773,5.204211677219531e+35,1.0408423354439062e+36,1.0,True,0.2650072802628162,94802400.0,298388718.31704855,302358290.39630735,0.2650072802628162,0.5742850068265848,510526.4899909996,1021052.9799819991,1.0,False,7.410862296302475,94802400.0,9419189.992241915,17185639.965088844,7.410862296302475,12.967570195085493,1.4415136845398542e+23,2.8830273690797084e+23,1.0,True,3.5970865831502046e-29,1.0,True,36.668028725267575,1.0,False,1.2986349141718772e-16,1.0,True,25258676.345588665,346826798.1331154,2.356194490192345,0.7853981633974483,0,0.0711888390106688,0.002113936414416938,0.32732314171928945,0.7419606776430252,4.505724504839462,4.5583910872417075,3.9444249961374958
7094,0.116,0.15,0.031,0.2502231934196719,1.976629377837959,3.1415926535897927,0.015,0.019,0.006,0.003,0.0056,0.0012,0.0034,0.09323992082350657,0.007535939131124447,0.02173519632605058,2.106650257351539,1.0,False,17.45357759461981,1.0,True,499.2067056509255,1.0,True,0.4746872417527866,1.0,False,12.554911992368092,2.0,True,125.21404524871097,3.0,432.8808490317793,3.4571269394895268,True,5.650520699865357,94802400.0,13826465.788437102,15035663.26808819,5.650520699865357,11.953380130908975,1.6614002718088118e+21,3.3228005436176235e+21,1.0,True,193.81797692744877,88920656.79248843,380743.71185291535,423901.8822029097,193.81797692744877,428.76019274650304,2.2957325875146513e+39,4.5914651750293027e+39,1.0,True,0.22652431622986172,94802400.0,343155389.77952087,383910692.2603362,0.22652431622986172,0.4745098258910218,100486.18462911499,200972.36925822997,1.0,False,1.1267603790397257e-14,1.0,True,8.154259821814081e-33,1.0,True,186.29426591420255,1.0,False,726794338.7862809,12141092.788904797,2.0943951023931953,2.0943951023931953,0,0.1225110562806816,0.0027609662791873075,0.38399979829918834,0.6714757650683209,12.301505200845831,12.978711030704005,7.59121778600378
7096,0.116,0.15,0.031,0.2502231934196719,1.976629377837959,3.1415926535897927,0.018,0.006,0.016,0.008,0.0068,0.0014,0.002,0.035427382726184384,0.053876823159282404,0.02206532744846041,0.5760463883935212,1.0,True,409.6677283158536,1.0,True,203.48896911752928,1.0,True,1.7359713039583518,1.0,True,21.163619133292165,2.0,True,5941.990682436641,3.0,21889.876020174917,3.683929711447899,True,175.32848092972765,92922862.71379176,436516.4109497809,485878.04712669353,175.32848092972765,374.0265316852072,4.683792227569248e+38,9.367584455138496e+38,1.0,True,71.26594144828744,93795245.09927712,1082282.6051439361,1204200.7279863555,71.26594144828744,150.88673291472477,1.2168795463584912e+34,2.4337590927169824e+34,1.0,True,0.8170670125900515,94802400.0,95690193.22107825,103615647.90859571,0.8170670125900515,1.731007972694254,282628255476.52527,565256510953.0505,1.0,False,3.9967614041059064e-32,1.0,True,1.5383609705676745e-27,1.0,True,6.623541573519303e-05,1.0,True,198736003.9957648,8694700.174814709,2.0943951023931953,2.0943951023931953,0,0.11136953333392718,0.0018104696912703657,0.39483556484079596,0.7009371611794533,13.126397898811009,13.384451035238252,7.913581687511548
7097,0.116,0.15,0.031,0.2502231934196719,1.976629377837959,3.1415926535897927,0.012,0.01,0.014,0.006,0.0075,0.001,0.0015,0.03886539955304479,0.03527732356556222,0.02214174668975898,1.9525343464768772,1.0,False,199.41525175096197,1.0,True,171.04747598050113,1.0,True,0.5121548831160817,1.0,False,28.868197933713272,2.0,True,2248.145590770767,3.0,8080.44251525988,3.5942701168608635,True,86.31051772546456,94802400.0,902683.3163988142,997075.5533739774,86.31051772546456,181.60199459485165,1.0036628601618891e+35,2.0073257203237782e+35,1.0,True,63.77924758359527,93253289.53913026,1204174.8368512322,1336042.5389199697,63.77924758359527,135.81514845565493,3.518092470032238e+33,7.036184940064476e+33,1.0,True,0.2425585258657553,94802400.0,321630832.9000422,352624743.71304345,0.2425585258657553,0.5116754120640734,213420.43366086105,426840.8673217221,1.0,False,1.8651681498885488e-28,1.0,True,5.321065366945417e-27,1.0,True,87.71418780709301,1.0,False,673624349.5345227,16840608.73836307,2.0943951023931953,2.0943951023931953,0,0.09628446980836598,0.0020820401449609207,0.38267072054873247,0.6893772564997954,12.942790701552587,13.226583173605372,7.787200985270672
7098,0.116,0.15,0.031,0.2502231934196719,1.976629377837959,3.1415926535897927,0.012,0.011,0.008,0.008,0.0037,0.0016,0.002,0.043149520017653716,0.02689367080619003,0.02206532744846041,0.5214354865961076,1.0,True,144.49859903694738,1.0,True,190.0215542892042,1.0,True,1.9177827856096377,1.0,True,3.496407869945691,2.0,True,3080.365801947711,3.0,10944.938010087459,3.553129307943553,True,56.99190117426074,94802400.0,1367006.195182349,1510254.6369420446,56.99190117426074,119.9057089812998,8.050655837057049e+32,1.6101311674114097e+33,1.0,True,76.10249940746489,92765729.23712881,1002449.5092782344,1127285.5514914417,76.10249940746489,161.99198029604614,2.966217996838001e+34,5.932435993676002e+34,1.0,True,0.853419271678262,94802400.0,91382069.39256638,100384554.67924781,0.853419271678262,1.79906175889503,482890470040.4103,965780940080.8206,1.0,False,2.3252763972137672e-26,1.0,True,6.311066826496092e-28,1.0,True,3.876655507082886e-05,1.0,True,179895242.8756571,38345272.03415619,2.0943951023931953,0.7853981633974483,0,0.09210851827230415,0.0022630871140879574,0.3782151449682674,0.6840256252391318,12.837483215172677,13.152758072643865,7.728637583509497
7100,0.116,0.15,0.031,0.2502231934196719,1.976629377837959,3.1415926535897927,0.009,0.003,0.02,0.002,0.0072,0.0016,0.0033,0.008680891994859231,0.016893706354544815,0.021764453978433462,0.7313758853350325,1.0,True,107.46323150428401,1.0,True,31.12872639516125,1.0,True,7.08199115784386,1.0,True,25.6644263476606,2.0,True,122.05988902419554,3.0,427.53664101904127,3.502679253905368,True,46.50486269133407,94802400.0,1675466.5312080001,1849830.8389385983,46.50486269133407,97.86408457952393,7.556628532499567e+31,1.5113257064999133e+32,1.0,True,0.6289350845613879,94802400.0,125902947.24014014,126513481.40536036,0.6289350845613879,1.3667890075591158,11628822778.043139,23257645556.086277,1.0,False,3.286177224556503,94802400.0,23684135.873621926,26313172.994755175,3.286177224556503,6.900371396153478,3.180484919392343e+18,6.360969838784686e+18,1.0,True,2.4772952540261806e-25,1.0,True,0.001609793214438353,1.0,True,5.885894910508365e-12,1.0,True,48715113.06786729,145591340.61421824,2.0943951023931953,0.7853981633974483,0,0.04733905232783751,0.0018104696912703657,0.3568396791161467,0.677381056423957,12.995755853749268,13.059672860399617,7.6557996040136285
7117,0.119,0.137,0.017,0.24951884343610306,2.1859609210626734,3.1415926535897927,0.018,0.005,0.012,0.006,0.0058,0.0012,0.0033,0.030266530430749446,0.027710751557963768,0.021764453978433462,0.9067121425870871,1.0,True,182.35557374818964,1.0,True,170.22850650084305,1.0,True,1.10288585873212,1.0,True,10.277507835059506,2.0,True,2266.949675697078,3.0,8302.898697396799,3.662586243712574,True,86.0101997363222,94802400.0,889945.0356888671,1081514.205271164,86.0101997363222,174.99727756582843,1.1840171186970329e+35,2.3680342373940657e+35,1.0,True,65.70145420134318,94740525.89846277,1174255.1056140545,1364924.2927257214,65.70145420134318,135.87066759661636,4.7137488843506056e+33,9.427497768701211e+33,1.0,True,0.5308437976948062,94802400.0,145521035.9940082,168470474.97051576,0.5308437976948062,1.0987558196723972,2159026942.299396,4318053884.598792,1.0,False,1.5810582215737446e-28,1.0,True,3.971361321802568e-27,1.0,True,0.008670572670141355,1.0,True,312815689.19254506,15640784.45962725,2.0943951023931953,2.0943951023931953,0,0.07974173596714668,0.001829910234523405,0.3975067102409445,0.7106118383013598,17.45842478693184,17.68931047970869,9.590961683504496
7118,0.119,0.137,0.017,0.24951884343610306,2.1859609210626734,3.1415926535897927,0.017,0.004,0.004,0.014,0.0077,0.0018,0.0025,0.022847586267611464,0.02137278456003063,0.02196707413821939,0.6242236938987508,1.0,True,129.8280860171561,1.0,True,77.18765695559567,1.0,True,1.601989815148222,1.0,True,24.067615688915925,2.0,True,789.592718797293,3.0,2870.13782132235,3.6349598381481303,True,57.61175331913458,94802400.0,1314984.739869667,1684111.5529997472,57.61175331913458,115.03465254525653,1.2640341783124578e+33,2.5280683566249156e+33,1.0,True,15.875497728321307,94802400.0,4949032.4043414015,5209874.428388725,15.875497728321307,33.960346883827455,2.562951530834681e+26,5.125903061669362e+26,1.0,True,0.7723616428268725,94802400.0,100044417.71440224,115647649.08559106,0.7723616428268725,1.5995024996441394,168461740477.6624,336923480955.3248,1.0,False,1.4809726130184264e-26,1.0,True,7.30407882270931e-20,1.0,True,0.00011112315441429399,1.0,True,215357174.395069,6922194.891270075,2.0943951023931953,2.0943951023931953,0,0.06618744496586149,0.0019214057462495753,0.38975294212774825,0.7068239302044387,17.440299460638748,17.614840459876,9.539030691066982
7119,0.119,0.137,0.017,0.24951884343610306,2.1859609210626734,3.1415926535897927,0.017,0.011,0.013,0.02,0.0041,0.0019,0.0031,0.0629324831434147,0.10025330721716165,0.021820349194926134,0.8015449081878864,1.0,True,696.6753510190423,1.0,True,264.5773614010937,1.0,True,1.2475907335757095,1.0,True,3.466918184373616,2.0,True,35232.90015546313,3.0,140752.07128225898,3.994904497251109,True,302.6215548355051,89370789.60661852,236499.38380896556,317903.675917497,302.6215548355051,622.2909378786976,5.829135612428096e+41,1.1658271224856193e+42,1.0,True,92.48756268239516,91005542.05691625,804635.433319244,951826.582878884,92.48756268239516,196.4175694198924,3.821572182033857e+35,7.643144364067714e+35,1.0,True,0.5909348445963422,94802400.0,130486630.97103278,152544697.06881973,0.5909348445963422,1.218946334984592,7672783456.805772,15345566913.611544,1.0,False,3.2114538491929647e-35,1.0,True,4.8985075011816563e-29,1.0,True,0.0024397925609897578,1.0,True,276532993.3248208,34776840.83184461,2.0943951023931953,0.7853981633974483,0,0.1850061395555025,0.002836360863511278,0.46634552921927686,0.7570300251245295,18.14614515317923,18.621199453963243,10.22771949059892
7120,0.119,0.137,0.017,0.24951884343610306,2.1859609210626734,3.1415926535897927,0.011,0.011,0.019,0.016,0.0073,0.0018,0.0019,0.040202041090951685,0.11710561060439079,0.02208235802223552,0.7632718291526003,1.0,True,801.5294813449049,1.0,True,128.64938253668032,1.0,True,1.3101492309892009,1.0,True,19.166189026006506,2.0,True,61194.12408866679,3.0,249291.97076628412,4.07378934626263,True,351.6981351630384,88605581.89833546,203152.2094897573,265928.971479766,351.6981351630384,735.480368849875,3.4130639979928785e+42,6.826127995985757e+42,1.0,True,38.877532441805485,93210735.26508723,1977571.2762798488,2176236.1604117663,38.877532441805485,83.05632970669973,1.0994127391086293e+31,2.1988254782172585e+31,1.0,True,0.6364182709560713,94802400.0,120956187.97519965,142686321.0848693,0.6364182709560713,1.3085901861197746,18533271699.835793,37066543399.671585,1.0,False,5.484807788839786e-36,1.0,True,1.7027272228242155e-24,1.0,True,0.0010100753015003746,1.0,True,263328781.0576471,7406121.967246325,2.0943951023931953,2.0943951023931953,0,0.179390009717578,0.0026533698400589374,0.4699973576231021,0.768159245424615,18.54254419781807,18.846284874751742,10.38013588330102
7124,0.12,0.141,0.018,0.2495619167204178,1.8809843457839481,3.1415926535897927,0.007,0.001,0.018,0.016,0.0051,0.0012,0.0033,0.002336564480752977,0.11426093748790335,0.021764453978433462,30.171565703222623,1.0,False,2739.1561254280978,1.0,True,4.63894764542566,1.0,True,1.2257378355155681,1.0,True,10.898657409367246,2.0,True,54934.82117598554,3.0,222961.61632138322,4.058657360640498,True,1132.200620997518,88869460.2191151,61468.11778217245,92527.43496863073,1132.200620997518,2240.324436889952,3.715556863048911e+48,7.431113726097822e+48,1.0,True,0.015370639196944045,94802400.0,5133428916.88518,5269713481.567119,0.015370639196944045,0.03316305658291542,2.1891924238956133e-09,4.3783848477912266e-09,1.0,False,0.5824268728683746,94802400.0,133391163.38327986,149686328.5337613,0.5824268728683746,1.2187475509395351,5939884959.287931,11879769918.575863,1.0,False,5.038275739006924e-42,1.0,True,8551098476162377.0,1.0,False,0.003151576188479606,1.0,True,281463123.68246883,6006102726.712011,2.356194490192345,0.7853981633974483,0,0.13836195594708978,0.0018738171386246873,0.4491334641207421,0.8102292320315805,5.956145558392341,5.968636750916635,4.691254604689886
7129,0.12,0.141,0.018,0.2495619167204178,1.8809843457839481,3.1415926535897927,0.015,0.011,0.004,0.018,0.0044,0.001,0.0019,0.0557934941919649,0.028331612895915553,0.02208235802223552,1.5220721592897717,1.0,False,366.8474216746166,1.0,True,275.7146008494947,1.0,True,0.6569990745160331,1.0,False,7.693627035740915,2.0,True,950.318039674738,3.0,3483.775255021613,3.6659045809695376,True,136.71247898881367,94802400.0,556386.050151019,698282.1026254243,136.71247898881367,274.97310682235195,2.788041827181038e+37,5.576083654362076e+37,1.0,True,91.81590765817735,91634183.0299117,825958.0504083534,906935.5093539591,91.81590765817735,199.08897350124664,2.8194381154148707e+35,5.6388762308297414e+35,1.0,True,0.32591189559701883,94802400.0,233261913.06067502,293571017.6030537,0.32591189559701883,0.6548565587298291,8943138.942972101,17886277.885944203,1.0,False,6.714389941175169e-31,1.0,True,6.639620815811173e-29,1.0,True,2.0932247748102997,1.0,False,525114894.9549712,24508576.754047822,2.356194490192345,0.7853981633974483,0,0.10620746511011597,0.0028107257079370306,0.40598337794553574,0.7515406556710492,5.422939207064334,5.728114917642755,4.354784889960566
7132,0.075,0.265,0.187,0.2503256390627307,1.6953736941481878,3.1415926535897927,0.009,0.012,0.017,0.019,0.0042,0.002,0.0039,0.022881756897702485,0.23980610131766958,0.021575807622770702,0.6412345353454301,1.0,True,383.74381059078945,1.0,True,61.141894128453536,1.0,True,1.559491800392979,1.0,True,3.0742345033681375,2.0,True,21638.382077051054,3.0,79917.97914356533,3.6933435623324016,True,112.16591536001874,88310631.51199701,647704.596920964,763610.6838181951,112.16591536001874,244.45281979750865,4.762650828105626e+36,9.525301656211252e+36,1.0,True,20.595213726765596,93795245.09927712,3797455.166515829,3896999.401457725,20.595213726765596,44.83748613397307,5.575336912102983e+27,1.1150673824205966e+28,1.0,True,0.7057383063793049,94802400.0,110584284.24682204,120983994.83727697,0.7057383063793049,1.489841360675768,52563094965.05151,105126189930.10303,1.0,False,3.930584180038661e-30,1.0,True,3.3576446222222885e-21,1.0,True,0.0003561434122638074,1.0,True,221225914.69417337,39485044.89504406,1.8325957145940461,1.8325957145940461,0,0.2842636658381428,0.00316121485809711,0.555365715451788,0.20253431483845497,18.122808931294067,18.289518641760456,11.197278359946992
7133,0.075,0.265,0.187,0.2503256390627307,1.6953736941481878,3.1415926535897927,0.018,0.004,0.009,0.004,0.0034,0.0018,0.0017,0.015403158311860699,0.02664280286295312,0.022113799081512644,0.29942376697604406,1.0,True,31.122567664539172,1.0,True,85.91882978860207,1.0,True,6.222514815900392,1.0,True,1.924683128888423,2.0,False,194.23687040809077,3.0,493.13589067344014,2.538837706957304,True,12.707223136152976,94802400.0,6218492.880617477,6327852.336899706,12.707223136152976,27.498047759622594,1.8016101140013068e+25,3.6032202280026136e+25,1.0,True,34.48009326543365,94802400.0,2290923.122078457,2336269.9360700347,34.48009326543365,74.55924048650934,1.987874759756766e+30,3.975749519513532e+30,1.0,True,1.3634022300987743,94802400.0,57896801.77248398,59287752.84608696,1.3634022300987743,2.944073996124791,97403460697999.27,194806921395998.53,1.0,True,1.039070543316589e-18,1.0,True,9.41709225298004e-24,1.0,True,1.9219029658547358e-07,1.0,True,55443821.38205947,59604792.17308621,1.8325957145940461,1.8325957145940461,0,0.06415976025632646,0.002007120544823562,0.44659584449769185,0.16842498853755308,15.757118256436042,15.872325814357469,9.514118350049129
7135,0.075,0.265,0.187,0.2503256390627307,1.6953736941481878,3.1415926535897927,0.014,0.008,0.005,0.015,0.0065,0.0021,0.0013,0.023875825874516265,0.05540716826917659,0.022166200846974522,0.835776203392152,1.0,True,40.68255941398353,1.0,True,98.59865790474456,1.0,True,1.1964925490117035,1.0,True,13.15310153356706,2.0,True,595.6009144956158,3.0,1605.2600607859383,2.695194083349169,True,15.501676009336123,94802400.0,5083103.305007112,5260487.235571854,15.501676009336123,33.35398850588001,1.8782622192485477e+26,3.7565244384970954e+26,1.0,True,31.200987640637155,93607821.44065294,2503973.8459944115,2560211.742170046,31.200987640637155,68.1254653870312,7.068507248972049e+29,1.4137014497944097e+30,1.0,True,0.558606071065191,94802400.0,140637493.9129476,148131266.1770838,0.558606071065191,1.1947275733442808,3210981605.866368,6421963211.732736,1.0,False,9.9666595048105e-20,1.0,True,2.6483668107891366e-23,1.0,True,0.005829992911139422,1.0,True,288342790.17029244,9052003.03288792,1.8325957145940461,1.8325957145940461,0,0.10144919499066737,0.0025590786946500417,0.4620704416072275,0.17306483016050947,16.022231048340252,16.19992762005987,9.742932205182637
7136,0.075,0.265,0.187,0.2503256390627307,1.6953736941481878,3.1415926535897927,0.015,0.015,0.006,0.003,0.0033,0.0034,0.0017,0.04827266272836302,0.013293551311134483,0.022113799081512644,0.3243564464741234,1.0,True,8.723223046801307,1.0,True,268.95329785862265,1.0,True,10.565411037470186,1.0,True,1.7953910383092404,2.0,False,56.233936388473886,3.0,138.69446925190505,2.466383791697941,True,1.9368451376929972,94802400.0,40796024.437568806,41526709.05458403,1.9368451376929972,4.190822939970598,5707466201230809.0,1.1414932402461618e+16,1.0,True,101.22452296253186,90084296.36006153,747262.4298356802,765015.2889277873,101.22452296253186,228.13270057439814,9.032339911139492e+35,1.8064679822278983e+36,1.0,True,1.3731323730880927,94802400.0,57449626.63468369,59055699.21755414,1.3731323730880927,2.9612380161706855,106593267493420.77,213186534986841.53,1.0,True,3.2799142982157394e-09,1.0,True,2.07255264794816e-29,1.0,True,1.7562084773464187e-07,1.0,True,39549602.039180584,64568016.01737138,1.8325957145940461,1.8325957145940461,0,0.08368001312101014,0.002659434721891219,0.44293306306034835,0.1662786451690586,15.360775720226117,15.720756395293632,9.408192226498457
7137,0.075,0.265,0.187,0.2503256390627307,1.6953736941481878,3.1415926535897927,0.007,0.018,0.01,0.018,0.0052,0.0012,0.0037,0.026272594289734292,0.13323735096642134,0.021642183192355745,2.624986860365873,1.0,False,152.70925181672294,1.0,True,67.12182268069364,1.0,True,0.3809542878476043,1.0,False,6.331283494567423,2.0,True,4946.841513346434,3.0,15410.496583545008,3.1152193863433744,True,46.43734020552269,91196703.76639783,1626306.0638174606,1787798.6876458628,46.43734020552269,101.0513809958904,1.068359274683126e+32,2.136718549366252e+32,1.0,True,22.968565082619048,93003383.61342259,3381205.983481375,3468922.723131403,22.968565082619048,50.36401719969932,2.1506122767770064e+28,4.301224553554013e+28,1.0,True,0.17793280568083172,94802400.0,441606147.1600121,464609451.8320788,0.17793280568083172,0.38070410659860093,5349.775948298911,10699.551896597823,1.0,False,1.7522195429578059e-25,1.0,True,8.70449787818311e-22,1.0,True,3499.211963437921,1.0,False,905620466.8262262,18958314.405075222,1.8325957145940461,1.8325957145940461,0,0.1811521284485114,0.003713173007923589,0.5014671210145745,0.18541391560693815,16.87693727176556,17.070543633130985,10.351175213542337
7141,0.112,0.173,0.053,0.24982923222991124,1.7609090996985741,3.1415926535897927,0.015,0.011,0.016,0.006,0.0074,0.0014,0.0031,0.05203040877054272,0.04661914789340152,0.021820349194926134,0.5451346810327551,1.0,True,280.2113331703323,1.0,True,310.42617146530574,1.0,True,1.8344090640234167,1.0,True,35.794657395160236,2.0,True,1988.6152517803441,3.0,6942.524225174715,3.4911349588409792,True,111.86497658509863,94404829.30954626,680347.9873305949,836865.5779951977,111.86497658509863,227.39053214694783,2.6887161979191484e+36,5.377432395838297e+36,1.0,True,117.62433895533287,91634183.0299117,637592.7727695265,745567.7900709538,117.62433895533287,249.42874259767973,5.71885565508009e+36,1.143771131016018e+37,1.0,True,0.9018703552469516,94802400.0,84789534.47612195,103567318.34426384,0.9018703552469516,1.8316296690781233,1153382858694.5847,2306765717389.1694,1.0,False,6.962430625622661e-30,1.0,True,3.273382146543762e-30,1.0,True,1.623051691715582e-05,1.0,True,188071464.9563005,5984092.06679138,2.0943951023931953,2.0943951023931953,0,0.12046990585887037,0.002161305592164065,0.3594618263982035,0.652802457751969,8.870484028895515,9.211794040964012,6.2015587744407465
7165,0.12,0.136,0.015,0.2499924046776525,2.1655800612565095,3.1415926535897927,0.017,0.003,0.011,0.001,0.0064,0.0037,0.0018,0.017371619439688544,0.004206009921280434,0.02209851523325293,1.2446809700216934,1.0,False,15.033908816013696,1.0,True,104.45075723956374,1.0,True,44.00701225858994,1.0,True,13.601470651908274,2.0,True,9.991873741044342,3.0,35.75614952294168,3.5785229527134197,True,0.38701457236098774,94802400.0,199825618.34965867,229941917.60031086,0.38701457236098774,0.8027595645106206,54050543.58370334,108101087.16740668,1.0,False,37.729938663021805,94802400.0,2065202.3785487926,2279696.006448211,37.729938663021805,79.40346802845607,6.640515554732304e+30,1.3281031109464607e+31,1.0,True,10.93977554029845,94802400.0,7087990.940642279,8038863.440657933,10.93977554029845,22.807121117427318,3.933269378081922e+24,7.866538756163844e+24,1.0,True,0.34634249276346274,1.0,True,2.8190582260829675e-24,1.0,True,4.759399420827083e-18,1.0,True,22948123.75292018,247772417.2973684,2.0943951023931953,2.0943951023931953,0,0.04367614459422191,0.001850688811394316,0.3792914025327889,0.7009358987029831,17.78907876849946,17.92238087494009,9.614000110099884
7166,0.12,0.136,0.015,0.2499924046776525,2.1655800612565095,3.1415926535897927,0.009,0.018,0.015,0.011,0.005,0.0018,0.0011,0.05446455460751741,0.06294143723252671,0.022187161553159272,1.1705077709815992,1.0,False,310.0993937383774,1.0,True,150.61052796385815,1.0,True,0.8543300820304595,1.0,False,6.270298563464575,2.0,True,16876.298871436153,3.0,64897.411384139145,3.845476539526137,True,140.3453183073992,91634183.0299117,529626.4860580827,649871.9405235078,140.3453183073992,292.4972108694331,4.945526205268461e+37,9.891052410536923e+37,1.0,True,60.051756380215004,91726707.16807437,1264661.055769178,1383809.6573477022,60.051756380215004,130.26385313280778,1.9898114823357688e+33,3.9796229646715377e+33,1.0,True,0.4102590161530967,94802400.0,188595233.8029302,216448567.56894484,0.4102590161530967,0.8517597327288853,105900583.08082083,211801166.16164166,1.0,False,3.7852392693941473e-31,1.0,True,9.407926412217332e-27,1.0,True,0.17676956495804502,1.0,True,403825180.98865175,18126418.08051031,2.0943951023931953,0.7853981633974483,0,0.13959315339320338,0.0030999037590854796,0.44004465469113163,0.7388366842823247,18.292931322537225,18.70694923466729,10.14305713208606
7167,0.12,0.136,0.015,0.2499924046776525,2.1655800612565095,3.1415926535897927,0.013,0.006,0.02,0.018,0.0033,0.0032,0.002,0.026448717673947627,0.13815122914486713,0.02206532744846041,0.3486143886580372,1.0,True,1091.184955777449,1.0,True,78.34791199700702,1.0,True,2.900181661137754,1.0,True,1.6864342448350942,2.0,False,90581.26608962838,3.0,379145.2073050834,4.185691188395697,True,482.9131982764115,87785440.27473111,146222.43265105545,195656.4133379435,482.9131982764115,1009.1294154277725,1.5620584609687392e+44,3.1241169219374784e+44,1.0,True,30.003342559900183,94802400.0,2551334.2852819404,3099648.730115627,30.003342559900183,61.05132488629998,5.684662963640865e+29,1.136932592728173e+30,1.0,True,0.9698089610990703,94802400.0,80317099.42236543,88836052.53313868,0.9698089610990703,2.0395718082200003,2165845070353.9995,4331690140707.999,1.0,False,1.1984186551116947e-37,1.0,True,3.2930712198301326e-23,1.0,True,8.643277516124588e-06,1.0,True,118958065.49740577,69396923.27821217,2.0943951023931953,0.7853981633974483,0,0.18666527426727517,0.002313361014242895,0.486243257744403,0.7871048387687297,19.50518532214689,19.705468661961373,10.816297629880266
