design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,d_shaft_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,utilization,utilization_max,check_static_passed,n_static_rod,n_static_rod_min,check_static_sf_rod_passed,n_static_crank,n_static_crank_min,check_static_sf_crank_passed,n_static_pin,n_static_pin_min,check_static_sf_pin_passed,n_shaft,n_shaft_min,check_shaft_passed,n_buck,n_buck_min,P_cr,N_max_comp,check_buckling_passed,n_rod,S_n_prime_rod,sigma_a_eq_rod,sigma_m_eq_rod,n_f_rod,n_y_rod,N_f_rod,t_f_rod,n_fatigue_rod_min,check_fatigue_rod_passed,n_crank,S_n_prime_crank,sigma_a_eq_crank,sigma_m_eq_crank,n_f_crank,n_y_crank,N_f_crank,t_f_crank,n_fatigue_crank_min,check_fatigue_crank_passed,n_pin,S_n_prime_pin,sigma_a_eq_pin,sigma_m_eq_pin,n_f_pin,n_y_pin,N_f_pin,t_f_pin,n_fatigue_pin_min,check_fatigue_pin_passed,D_rod,D_miner_rod_max,check_miner_rod_passed,D_crank,D_miner_crank_max,check_miner_crank_passed,D_pin,D_miner_pin_max,check_miner_pin_passed,sigma_max,tau_max,theta_sigma_max,theta_tau_max,pass_fail,total_mass,volume_envelope,tau_A_max,E_rev,F_A_max,F_B_max,F_C_max
1794,0.068,0.266,0.197,0.2498419109335545,1.729234256067289,3.1415926535897927,0.015,0.013,0.019,0.013,0.0074,0.0024,0.0013,0.037801272791883875,0.18371041804229238,0.022166200846974522,1.153210385374131,1.0,False,225.93621274965744,1.0,True,153.46774814738973,1.0,True,0.8671444626953949,1.0,False,13.515380531930981,2.0,True,10957.218999789246,3.0,35469.59755500428,3.2370985334587647,True,72.64577029192239,89623272.30472314,1019950.7766011552,1151956.467905325,72.64577029192239,158.84656256505738,2.425490145751461e+34,4.850980291502922e+34,1.0,True,48.80078629960778,90796106.48736455,1548497.8198253633,1659974.9085307848,48.80078629960778,107.52779568637935,1.889274377539423e+32,3.778548755078846e+32,1.0,True,0.416937615464164,94802400.0,185653634.42156902,212577117.54782513,0.416937615464164,0.8663318899754754,127140836.93391608,254281673.86783215,1.0,False,7.718027645995734e-28,1.0,True,9.908566073065994e-26,1.0,True,0.14723829456722928,1.0,True,397857582.95407516,9946439.57385188,1.8325957145940461,1.8325957145940461,0,0.24367789168115078,0.0028208502510411407,0.5449379589930538,0.1595538642122726,24.708921838979723,25.00503723621993,13.694100882665824
1797,0.068,0.266,0.197,0.2498419109335545,1.729234256067289,3.1415926535897927,0.007,0.004,0.01,0.003,0.0045,0.0014,0.0039,0.005328774131515284,0.022292942710877447,0.021575807622770702,0.47741288798493503,1.0,True,20.014967287737033,1.0,True,15.502182770521415,1.0,True,2.0946229671779526,1.0,True,3.436092950505512,2.0,True,97.59112141556517,3.0,229.4226897887348,2.3508561686856826,True,7.204655266313524,94802400.0,10753833.019474136,12251276.08353925,7.204655266313524,14.996668716290037,3.0877053024743845e+22,6.175410604948769e+22,1.0,True,5.820629032911319,94802400.0,13465737.32525202,14375379.494777992,5.820629032911319,12.391744276285397,2.2593046665007805e+21,4.518609333001561e+21,1.0,True,0.9788828364546883,94802400.0,78684256.25586703,92538466.15528779,0.9788828364546883,2.0149194869799825,2750111582908.046,5500223165816.092,1.0,False,6.06275475350527e-16,1.0,True,8.285735110260098e-15,1.0,True,6.806996529284438e-06,1.0,True,164707446.35480258,27002995.86367259,1.8325957145940461,1.8325957145940461,0,0.04919752446516343,0.0019124408481634855,0.45823610335628545,0.137481590901768,22.143112229393555,22.18539878583818,11.957513130659649
1798,0.068,0.266,0.197,0.2498419109335545,1.729234256067289,3.1415926535897927,0.014,0.01,0.014,0.013,0.0042,0.0016,0.001,0.02715323180736253,0.13514205992893435,0.022196331862115105,2.417251684930127,1.0,False,148.8032913952858,1.0,True,105.18145193193327,1.0,True,0.4136929580954686,1.0,False,2.5590448593297728,2.0,True,8795.93157433313,3.0,26135.49293526631,2.9713160811221737,True,49.52817858714679,91141296.62964165,1516536.1855178003,1715195.6970852069,49.52817858714679,106.7539055010092,2.4077895974404856e+32,4.815579194880971e+32,1.0,True,38.35198965881732,92466003.48494788,1992702.9364395193,2184904.3852996835,38.35198965881732,82.58315668031028,1.0061611940174233e+31,2.0123223880348465e+31,1.0,True,0.19920312397622492,94802400.0,387855717.0533461,448610466.20104206,0.19920312397622492,0.4124494294051787,24195.887474165876,48391.77494833175,1.0,False,7.774765710384174e-26,1.0,True,1.8605368713589875e-24,1.0,True,773.6851983622208,1.0,False,833951831.3008939,37400844.684484206,1.8325957145940461,1.8325957145940461,0,0.184491623598412,0.0025339841238166184,0.5189287755208457,0.15295453587313992,23.949263895408837,24.1627579407016,13.175411466949102
1799,0.068,0.266,0.197,0.2498419109335545,1.729234256067289,3.1415926535897927,0.01,0.003,0.008,0.017,0.0065,0.0025,0.0021,0.005728814296887367,0.10104318700262492,0.0220474235119276,6.057762117578387,1.0,False,81.31666791834698,1.0,True,12.25094236424247,1.0,True,2.6419631526413743,1.0,True,9.699242534888066,2.0,True,2656.576311366059,3.0,7395.907747856103,2.7839997353785764,True,32.19729993136719,92613540.95696884,2364222.5852602106,2671316.7623514505,32.19729993136719,68.51301840459897,1.3783017118560623e+30,2.7566034237121245e+30,1.0,True,0.0761316728481088,94802400.0,1039223589.0383925,1049627098.9448724,0.0761316728481088,0.1651625949067184,0.2550035475583669,0.5100070951167338,1.0,False,1.2793016717354257,94802400.0,60033855.589341655,71688778.11061746,1.2793016717354257,2.619139857056374,63904553173258.52,127809106346517.05,1.0,True,1.358193190864654e-23,1.0,True,73410743.41609009,1.0,False,2.9293687335933934e-07,1.0,True,130584712.98325145,1205888415.9357417,1.8325957145940461,1.8325957145940461,0,0.12881942481143988,0.002055873911775747,0.4993405152467145,0.14828816491330066,23.521191272815326,23.5664048126904,12.808204723709185
1801,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.017,0.02,0.005,0.012,0.0058,0.0025,0.003,0.08630345797977142,0.032751936538353184,0.02184698675903592,6.448278828712722,1.0,False,2.749511575175714,1.0,True,27.906292982115666,1.0,True,0.15508014255637131,1.0,False,0.5003564032047666,2.0,False,7.061577570190782,3.0,2347.5507656953873,332.4399884248476,True,0.8719154439966287,94802400.0,90708853.6227198,91808629.9161891,0.8719154439966287,1.8902298744791386,526246780305.353,1052493560610.706,1.0,False,10.392296981241856,88061846.72717391,7156923.134918693,7222571.240060701,10.392296981241856,23.992498693160368,3.5146273348143314e+24,7.029254669628663e+24,1.0,True,0.07102533940730714,94802400.0,1113938999.042266,1125084870.4031236,0.07102533940730714,0.15408500316053222,0.1137461671692239,0.2274923343384478,1.0,False,3.5572664195945826e-05,1.0,True,5.3263115023797904e-18,1.0,True,164576974.02805355,1.0,False,2224656195.905889,146210571.20122123,1.8325957145940461,1.8325957145940461,0,0.14090238127716054,0.0026830310457585517,5.105463647666806,1.7817794376728235,341.99000182818605,341.257986417039,142.5999758826267
1802,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.014,0.002,0.018,0.015,0.006,0.0033,0.0031,0.007084956101457713,0.1488481223800197,0.021820349194926134,63.60644377749629,1.0,False,30.960054234672043,1.0,True,0.7507217624959112,1.0,False,0.43038699439893313,1.0,False,0.5022821498294182,2.0,False,258.78359574400633,3.0,95075.80601066317,367.3950264788575,True,11.139621833646915,89185473.44505492,6743663.648681107,6837217.485655119,11.139621833646915,25.403359074231535,7.018323371423871e+24,1.4036646742847742e+25,1.0,True,0.0072314091438468436,94802400.0,10954418343.787771,10981306128.210213,0.0072314091438468436,0.015727768665238714,3.255284420954407e-13,6.510568841908814e-13,1.0,False,0.18922485619829515,94802400.0,418070115.82208884,422531928.55290407,0.18922485619829515,0.4104201296066506,10113.857247978394,20227.71449595679,1.0,False,2.6673037147620207e-18,1.0,True,5.750649583642691e+19,1.0,False,1850.9258674519895,1.0,False,801604148.1035404,12661816730.567299,1.8325957145940461,1.8325957145940461,0,0.17775342767640356,0.0014905728031991954,5.630909050821635,1.967526857563628,377.14609609060324,377.0859980684011,157.43295927527612
1803,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.007,0.017,0.005,0.011,0.0031,0.0011,0.0029,0.029736086135872593,0.030043151882451002,0.02187275096038801,64.18943802988375,1.0,False,2.567686815804784,1.0,True,5.505084546390184,1.0,True,0.015578886974122512,1.0,False,0.07666492478478462,2.0,False,6.4886735983196715,3.0,2151.921535220772,331.64274679774934,True,0.8487745009610204,94802400.0,93181186.81711034,94315507.40323213,0.8487745009610204,1.8400324412896727,384939299174.77545,769878598349.5509,1.0,False,2.269316910448879,93296219.59225132,34428164.60474795,34602751.00017505,2.269316910448879,4.997760742078235,4.106447596376629e+16,8.212895192753258e+16,1.0,True,0.007162651137719832,94802400.0,11045912509.010536,11156331654.388933,0.007162651137719832,0.015538969730309271,2.9551921434135916e-13,5.910384286827183e-13,1.0,False,4.863104401169621e-05,1.0,True,4.5586847416530546e-10,1.0,True,6.334613484176436e+19,1.0,False,22145356120.30989,917030918.3340763,1.8325957145940461,1.8325957145940461,0,0.08165198897871159,0.0024221808051986924,5.100088634027302,1.7775435957494663,340.693046980503,340.44087080648336,142.26178121662727
1804,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.014,0.005,0.011,0.017,0.0052,0.0026,0.0013,0.017709344234872613,0.10259264059964172,0.022166200846974522,20.683778371295617,1.0,False,16.456790094719647,1.0,True,3.023140609489583,1.0,True,0.04834706609445075,1.0,False,0.33953700088150857,2.0,False,100.13303345865232,3.0,35412.02078359302,353.6497353614641,True,5.869526702635649,91005542.05691625,13018879.337136267,13193431.206366805,5.869526702635649,13.161754643011086,3.345027125225706e+21,6.690054250451412e+21,1.0,True,1.1646155293669365,94802400.0,67933893.99723855,68619014.61969705,1.1646155293669365,2.5264932361697956,15178410780866.6,30356821561733.2,1.0,True,0.022255398832743842,94802400.0,3555015780.6808066,3590477292.5780244,0.022255398832743842,0.04828218241385217,1.5692884241041674e-07,3.1385768482083347e-07,1.0,False,5.596367174073922e-15,1.0,True,1.2333307004444635e-06,1.0,True,119289734840721.61,1.0,False,7135903538.096988,213660098.90910408,1.8325957145940461,1.8325957145940461,0,0.14246818568148886,0.0017514230437590548,5.426703359485642,1.8944966693621164,363.1478607788831,362.99765381216974,151.6008650858157
1805,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.017,0.02,0.013,0.003,0.0066,0.0014,0.0039,0.08591582636347944,0.021425165710877447,0.021575807622770702,36.32502440359299,1.0,False,1.3987921372721974,1.0,True,31.61770406561404,1.0,True,0.027529231333457485,1.0,False,0.7452073453483278,2.0,False,1.670314489887164,3.0,549.3268791727205,328.8763179021632,False,0.43570306270982945,94802400.0,181561388.2748792,183532780.1636949,0.43570306270982945,0.9449616833801747,164756572.5395149,329513145.0790298,1.0,False,12.292127448325218,88061846.72717391,6050829.831747265,6105961.8882204555,12.292127448325218,28.379198060400437,2.4756338750583513e+25,4.951267750116703e+25,1.0,True,0.012683549802720127,94802400.0,6237883301.591686,6300005772.249248,0.012683549802720127,0.02751659373983523,2.271003159840865e-10,4.54200631968173e-10,1.0,False,0.11362217428691794,1.0,True,7.561699728138825e-19,1.0,True,8.243053259913456e+16,1.0,False,12532133419.239582,219312334.83669266,1.8325957145940461,1.8325957145940461,0,0.1289167996971276,0.0023476521650387327,5.052766341167042,1.7628338109314692,338.333814998182,337.60510978264347,141.08715754437273
1806,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.006,0.012,0.018,0.015,0.0049,0.0037,0.0011,0.0176871547210436,0.14843104855913625,0.022187161553159272,31.272363386707042,1.0,False,24.877477835884307,1.0,True,2.5040049053082223,1.0,True,0.03197711626825974,1.0,False,0.27346495786377745,2.0,False,258.72510016246775,3.0,95075.80601066317,367.4780914219758,True,8.120490755938928,89185473.44505492,9250927.230901415,9379100.663831536,8.120490755938928,18.51849079074851,1.7776465900334202e+23,3.5552931800668404e+23,1.0,True,0.9898838639680015,94802400.0,79971320.0679533,80497527.85478435,0.9898838639680015,2.149950002545729,2277273487715.624,4554546975431.248,1.0,False,0.014727849929439108,94802400.0,5371772756.489296,5426861625.813034,0.014727849929439108,0.03194848420513373,1.2915075937064938e-09,2.5830151874129876e-09,1.0,False,1.0530777098752829e-16,1.0,True,8.22035653643796e-06,1.0,True,1.449468829391512e+16,1.0,False,10788965368.413929,263774398.79945984,1.8325957145940461,1.8325957145940461,0,0.18830536483333912,0.0021985948847188133,5.631056099643487,1.9679797112908264,377.3214706194798,377.1714357587428,157.4690457652164
1807,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.02,0.016,0.014,0.02,0.0064,0.0033,0.0024,0.08167760564053443,0.1540577655042165,0.02198847152578299,4.031249386610021,1.0,False,23.219857816456845,1.0,True,22.029243003569924,1.0,True,0.24806205324868905,1.0,False,0.6060775917886272,2.0,False,232.7342580109788,3.0,85889.05734757525,369.04346649096925,True,7.180312538912972,89007261.130438,10444763.910184134,10588509.410946973,7.180312538912972,16.402582457453033,4.334104139098766e+22,8.668208278197532e+22,1.0,True,8.054294864827481,88355966.1923974,9258399.645022709,9356742.813738177,8.054294864827481,18.533298940058977,1.7610350391422538e+23,3.5220700782845075e+23,1.0,True,0.11306621682732014,94802400.0,699720178.4298205,706893261.9871725,0.11306621682732014,0.2452699441701084,25.353711639832834,50.70742327966567,1.0,False,4.319231702608013e-16,1.0,True,1.0630112169214952e-16,1.0,True,738353.4318734339,1.0,False,1390781038.3804572,121503679.49348997,1.8325957145940461,1.8325957145940461,0,0.2577238426705339,0.0026830310457585517,5.646869805843425,1.976292472192531,379.46865620803925,378.77568931350027,158.13263659820524
1808,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.009,0.011,0.008,0.007,0.0054,0.0015,0.003,0.024689700083969437,0.030691616707078217,0.02184698675903592,16.388982245189535,1.0,False,3.3766268159494155,1.0,True,5.476522375415,1.0,True,0.061016601582658876,1.0,False,0.4050388466391769,2.0,False,12.941856823195717,3.0,4294.452867378763,331.82664018364085,True,1.1730568124379122,94802400.0,67414374.5738399,68281487.21423164,1.1730568124379122,2.5424504141387714,16595629772758.34,33191259545516.68,1.0,True,2.244388894448681,94245189.81276417,35104743.136527084,35293995.07530296,2.244388894448681,4.900656016900386,3.2748245828755664e+16,6.549649165751133e+16,1.0,True,0.028076960396629755,94802400.0,2817878248.8270974,2846168986.1203585,0.028076960396629755,0.06091050898575362,2.3398234996964998e-06,4.6796469993929995e-06,1.0,False,1.1280078102687496e-06,1.0,True,5.716336715526391e-10,1.0,True,8000603465358.897,1.0,False,5654198874.590389,192756779.81558147,1.8325957145940461,1.8325957145940461,0,0.07722830355008357,0.0018259516839190144,5.1033722856845465,1.7785198510931128,340.8387247318357,340.629346911519,142.33979924565074
1809,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.011,0.006,0.014,0.019,0.0067,0.0029,0.0034,0.016512170475220477,0.14643899192211668,0.02173519632605058,4.327222766650875,1.0,False,25.490679782508504,1.0,True,2.5763888097402825,1.0,True,0.23109510508837666,1.0,False,0.7007839871213437,2.0,False,222.57227252929468,3.0,81594.60448019647,366.5982449339331,True,8.598030736748584,89258716.81903642,8743325.907570995,8863452.33220785,8.598030736748584,19.594726264033042,3.4263294457859906e+23,6.852658891571981e+23,1.0,True,0.8203635103278024,94802400.0,96523133.04404256,96996584.31864029,0.8203635103278024,1.782764075421948,255533817825.49442,511067635650.98883,1.0,False,0.1057711366291246,94802400.0,747865293.0438361,756233297.9713265,0.1057711366291246,0.22937326187317872,11.695179369460405,23.39035873892081,1.0,False,5.4635726938119e-17,1.0,True,7.325840532302461e-05,1.0,True,1600659.5032551184,1.0,False,1492891854.494552,105808674.63764112,1.8325957145940461,1.8325957145940461,0,0.18468635872338773,0.0019004803240789743,5.618011634103686,1.963291113894829,376.40923319614404,376.26916637691824,157.09435512598859
1810,0.089,0.196,0.106,0.24995982272437958,2.008169305980583,3.1415926535897927,0.007,0.006,0.013,0.007,0.0047,0.0015,0.0033,0.010434731257164475,0.049990402233867366,0.021764453978433462,10.610092631333877,1.0,False,7.868193400879387,1.0,True,1.783929182836439,1.0,True,0.09424988402521442,1.0,False,0.26260451050373645,2.0,False,20.671728003172365,3.0,6978.485909490488,337.5859970883683,True,3.0624654027851195,94682965.69005595,25791674.19848049,26146692.24115561,3.0624654027851195,6.642488465650273,1.180334448632195e+18,2.36066889726439e+18,1.0,True,0.7079900435148955,94802400.0,111855196.40747169,112332264.78384726,0.7079900435148955,1.5388907040861712,46022954372.448135,92045908744.89627,1.0,False,0.04308498012459755,94802400.0,1836266195.776906,1854980019.8536816,0.04308498012459755,0.0934643694422488,0.00034026541833273826,0.0006805308366654765,1.0,False,1.5859911588358084e-11,1.0,True,0.00040675354842510545,1.0,True,55015875817.54815,1.0,False,3660481957.810188,274572665.1048849,1.8325957145940461,1.8325957145940461,0,0.08218958746946531,0.0014905728031991952,5.1900484811060155,1.8091223171119066,346.62093254424775,346.5324409998556,144.7834832734833
1820,0.101,0.225,0.11,0.2496447323760494,1.6237288568860069,3.1415926535897927,0.011,0.018,0.01,0.008,0.0065,0.0014,0.0021,0.05603116646169778,0.05031793358466928,0.0220474235119276,0.6117327372460604,1.0,True,185.4173251690642,1.0,True,325.75987246497687,1.0,True,1.634700808235092,1.0,True,29.606323266336528,2.0,True,1846.1704630916045,3.0,6080.521116715253,3.293585959842943,True,62.35838600752547,94802400.0,1183759.6853791967,1714522.061014022,62.35838600752547,119.0360462468278,4.2919644346038516e+33,8.583928869207703e+33,1.0,True,124.87397997812285,90719896.00283659,592320.276245006,714338.8207999582,124.87397997812285,264.03214180364597,1.3466306871819339e+37,2.6932613743638677e+37,1.0,True,0.8660600032978143,94802400.0,84601175.63287039,126671355.56500061,0.8660600032978143,1.6329619285759596,1183598315625.5723,2367196631251.1445,1.0,False,4.361639124749145e-27,1.0,True,1.3901361507790199e-30,1.0,True,1.581617661402791e-05,1.0,True,211047794.34989083,5623631.162284985,2.0943951023931953,0.7853981633974483,0,0.12839652355829465,0.00295525502930866,0.2981102040258643,0.5124364003799622,6.024752069116556,6.317166297168879,4.984143052025121
1827,0.081,0.286,0.196,0.25020395360843534,1.5839656310225205,3.1415926535897927,0.011,0.004,0.009,0.016,0.0078,0.0039,0.0023,0.0099592996227707,0.11501635453868765,0.02200899555058889,1.341541267053194,1.0,False,268.10880448098766,1.0,True,65.62862354706054,1.0,True,17.195610877900638,1.0,True,57.41754871341719,2.0,True,2761.5026972261526,3.0,8573.365145379756,3.1046014019799606,True,113.09453223928188,92322847.75377735,632719.4255913959,960602.5780701934,113.09453223928188,216.52873631768136,6.252530923737741e+36,1.2505061847475483e+37,1.0,True,0.35012862595269495,94802400.0,223920453.4332038,238661376.30808166,0.35012862595269495,0.745813989695516,14384213.484950189,28768426.969900377,1.0,False,8.404536209064908,94802400.0,9007347.874013742,11578259.785618205,8.404536209064908,16.759281810103648,2.4243394725410205e+23,4.848678945082041e+23,1.0,True,2.993987591317541e-30,1.0,True,1.3014267356074927,1.0,False,7.721690882003017e-17,1.0,True,20063259.30783798,267053912.3259441,2.0943951023931953,0.7853981633974483,0,0.14698464971204725,0.0025336750174842957,0.24188662243291478,0.34196799831701014,5.408158721765395,5.451495268294306,4.686345137767111
1837,0.108,0.174,0.061,0.25012423981345167,1.8814264378518482,3.1415926535897927,0.016,0.001,0.018,0.001,0.0067,0.004,0.002,0.0049088603542094275,0.0088134118621151,0.02206532744846041,1.1172643056343923,1.0,False,65.28168938348749,1.0,True,36.03516909759149,1.0,True,114.99945574393709,1.0,True,27.017434012302687,2.0,True,11.116098511406257,3.0,35.744554187457,3.215566518304909,True,14.556629731220381,94802400.0,5404917.21599985,5643743.429890383,14.556629731220381,31.225504254068078,9.199303317934738e+25,1.8398606635869477e+26,1.0,True,0.41557406439940464,94802400.0,189729637.87803793,195611673.744232,0.41557406439940464,0.8953101824135212,98767458.10260011,197534916.20520023,1.0,False,16.765493749586206,94802400.0,4693031.962915622,4899076.906911093,16.765493749586206,35.967064665544456,4.752901644731128e+26,9.505803289462256e+26,1.0,True,2.0349367069464862e-19,1.0,True,0.18953611199099174,1.0,True,3.938646620376044e-20,1.0,True,9573980.326432241,222408219.00111032,2.0943951023931953,0.7853981633974483,0,0.03578759966478494,0.0016991572873686907,0.30581853098685946,0.6071869071018394,9.331598354685942,9.365482106787768,6.102841710555117
1838,0.108,0.174,0.061,0.25012423981345167,1.8814264378518482,3.1415926535897927,0.017,0.004,0.009,0.012,0.0072,0.0014,0.0018,0.0207593228363585,0.05258589940979912,0.02209851523325293,0.6198181912303098,1.0,True,324.80293102157486,1.0,True,108.34851878040969,1.0,True,1.6133763322032342,1.0,True,32.37183926264215,2.0,True,5041.6761554945015,3.0,17371.853335104097,3.445650374860346,True,125.34574015229676,93795245.09927712,613184.7751154971,695737.9034796293,125.34574015229676,263.5755386027006,9.003796597935702e+36,1.8007593195871403e+37,1.0,True,23.404022367360326,94802400.0,3375712.5366431614,3438871.8264863594,23.404022367360326,50.626712007064015,2.19166123374224e+28,4.38332246748448e+28,1.0,True,0.7635352678054965,94802400.0,102196197.40451242,111913769.97204198,0.7635352678054965,1.6113215289657663,131533874389.15428,263067748778.30856,1.0,False,2.0791229340178485e-30,1.0,True,8.541466040367828e-22,1.0,True,0.00014232075263452874,1.0,True,213837275.97445688,6236920.549254992,2.0943951023931953,2.0943951023931953,0,0.09544373747941054,0.0016991572873686907,0.34079244335067765,0.632143674134078,9.460327477366524,9.600993251495723,6.336221989986735
1839,0.108,0.174,0.061,0.25012423981345167,1.8814264378518482,3.1415926535897927,0.005,0.003,0.011,0.006,0.0036,0.0012,0.0011,0.00450935682216862,0.032101805830381504,0.022187161553159272,0.48655637120969814,1.0,True,218.13347652582158,1.0,True,10.648010943981928,1.0,True,2.055260313442727,1.0,True,4.1021341530696445,2.0,True,1413.2466150767716,3.0,4718.281152744325,3.338611324031379,True,91.38564186241084,94802400.0,854793.3034646139,930286.6413257212,91.38564186241084,193.2686550016233,1.8917792838157564e+35,3.783558567631513e+35,1.0,True,3.3678256868802183,94802400.0,23368117.98148964,24359905.616469115,3.3678256868802183,7.228457706653393,3.718162008292113e+18,7.436324016584226e+18,1.0,True,0.9070907370268892,94802400.0,86398706.99348025,92286738.22487423,0.9070907370268892,1.9307672182163933,926897525607.855,1853795051215.71,1.0,False,9.895446133780146e-29,1.0,True,5.034745650741232e-12,1.0,True,2.0196407351204777e-05,1.0,True,167861948.06734586,35355266.611323126,2.0943951023931953,0.7853981633974483,0,0.05879832420570939,0.0016991572873686907,0.32117684325002976,0.6205836907596136,9.461462259528625,9.492369531581609,6.228205657474431
1842,0.077,0.319,0.231,0.24951238961137373,1.5170111936641235,3.1415926535897927,0.01,0.009,0.011,0.019,0.0057,0.0033,0.001,0.0195388542803489,0.1861013195485211,0.022196331862115105,0.84279679509006,1.0,True,386.90443896732637,1.0,True,133.3744461153281,1.0,True,1.1865256320690465,1.0,True,21.699675401635844,2.0,True,4465.112102089966,3.0,14941.223650357024,3.346214676976094,True,157.96155804296205,90450523.21988608,429198.39707857854,765814.0287464828,157.96155804296205,288.69992691649617,5.701319079972811e+38,1.1402638159945621e+39,1.0,True,36.43818477423121,94740525.89846277,2127712.059202342,2407961.9841352,36.43818477423121,76.0636669883214,4.694805774563316e+30,9.389611549126632e+30,1.0,True,0.617679210205564,94802400.0,119890784.15890561,171138801.9518205,0.617679210205564,1.1854464853918327,20541392880.37447,41082785760.74894,1.0,False,3.283450678240109e-32,1.0,True,3.9873853997168235e-24,1.0,True,0.0009113306049408823,1.0,True,290764894.3060707,7164379.071474238,2.0943951023931953,2.0943951023931953,0,0.22783650569098512,0.0037035425058511203,0.25556874563619203,0.3429126479634353,5.177257271077075,5.239731632536798,4.726871191570509
1846,0.077,0.319,0.231,0.24951238961137373,1.5170111936641235,3.1415926535897927,0.016,0.019,0.008,0.004,0.0034,0.0012,0.0039,0.0664787144971215,0.02845967310084329,0.021575807622770702,0.7808722073892385,1.0,True,43.7011254043409,1.0,True,907.6728000164288,1.0,True,1.2806192748790377,1.0,True,5.489427461824948,2.0,True,122.5440496708179,3.0,302.4993676690576,2.468494949217379,True,11.325567292332137,94802400.0,6513290.256258118,9462908.832076589,11.325567292332137,21.59462323250013,1.051385733417663e+25,2.102771466835326e+25,1.0,True,334.67216999465114,88605581.89833546,216533.33985880387,262853.3078558968,334.67216999465114,719.669606245106,1.6256008368306508e+42,3.2512016736613015e+42,1.0,True,0.6719454033404372,94802400.0,108750830.35284543,164743828.8767084,0.6719454033404372,1.2614505927533641,63842396513.96442,127684793027.92883,1.0,False,1.780507325237167e-18,1.0,True,1.1515742103392004e-35,1.0,True,0.0002932220753321083,1.0,True,269400911.54928726,26998584.378344215,2.0943951023931953,2.0943951023931953,0,0.1165141952207355,0.004028414655487184,0.20448698767429466,0.2981732969947338,4.552695367913845,4.810819781900658,4.1949614535315
1850,0.077,0.319,0.231,0.24951238961137373,1.5170111936641235,3.1415926535897927,0.013,0.001,0.019,0.009,0.005,0.0032,0.0038,0.002854010741046809,0.15282507166065032,0.021609432088942074,7.509507846113017,1.0,False,544.9608042296528,1.0,True,16.943047250762294,1.0,True,47.989323240469936,1.0,True,15.23641584977834,2.0,True,2590.5602939181363,3.0,8183.435042156475,3.1589440559900277,True,254.55944511214238,91454344.88075455,270682.4625764133,467834.00606986735,254.55944511214238,467.1527510177176,1.212994266288046e+41,2.425988532576092e+41,1.0,True,0.06457252671868137,94802400.0,1194358707.0447345,1394933317.3496919,0.06457252671868137,0.1332410546008951,0.05057324589937723,0.10114649179875446,1.0,False,9.245076237694084,94802400.0,8187350.208387223,10531050.539043065,9.245076237694084,18.431061748016187,7.355491058057834e+23,1.471098211611567e+24,1.0,True,1.5432884161345754e-34,1.0,True,370156189.6431592,1.0,False,2.5450374220076728e-17,1.0,True,20362334.76150389,1494880179.3864877,2.0943951023931953,0.7853981633974483,0,0.1772885144906392,0.0025989771970885054,0.23768419218063952,0.3332311686435053,5.129299937445259,5.139392485740076,4.611215383555765
1861,0.119,0.15,0.025,0.24950546779610253,1.7359385473614175,3.1415926535897927,0.011,0.017,0.012,0.013,0.0061,0.0012,0.0028,0.06232622150013639,0.0656559537922783,0.0218976417989824,0.800401393449706,1.0,True,882.9714432814195,1.0,True,221.38314196348492,1.0,True,1.2493731372580825,1.0,True,19.741145575372286,2.0,True,15849.085812916283,3.0,60026.14439907338,3.7873568928597012,True,327.4899282590758,91917303.69269481,220582.75108652518,315753.18912446714,327.4899282590758,643.2535545991537,1.310529408956302e+42,2.621058817912604e+42,1.0,True,81.44410900307379,91005542.05691625,929299.4642622947,998312.1024945346,81.44410900307379,178.97796731965877,7.158804735982229e+34,1.4317609471964459e+35,1.0,True,0.629506726333984,94802400.0,119817419.14683649,156820704.33638033,0.629506726333984,1.2471166144999193,20688121233.184547,41376242466.369095,1.0,False,1.4284303634901638e-35,1.0,True,2.6149616717310153e-28,1.0,True,0.0009048670872042453,1.0,True,276138480.74014854,9573976.532997716,2.356194490192345,0.7853981633974483,0,0.14987981709139708,0.0031639715988018577,0.42094938580981756,0.7784869830197465,5.204862341912874,5.5112693662590155,4.3836048996039505
