design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,utilization,utilization_max,check_static_passed,n_static_rod,n_static_rod_min,check_static_sf_rod_passed,n_static_crank,n_static_crank_min,check_static_sf_crank_passed,n_static_pin,n_static_pin_min,check_static_sf_pin_passed,n_buck,n_buck_min,P_cr,N_max_comp,check_buckling_passed,n_rod,S_n_prime_rod,sigma_a_eq_rod,sigma_m_eq_rod,n_f_rod,n_y_rod,N_f_rod,t_f_rod,n_fatigue_rod_min,check_fatigue_rod_passed,n_crank,S_n_prime_crank,sigma_a_eq_crank,sigma_m_eq_crank,n_f_crank,n_y_crank,N_f_crank,t_f_crank,n_fatigue_crank_min,check_fatigue_crank_passed,n_pin,S_n_prime_pin,sigma_a_eq_pin,sigma_m_eq_pin,n_f_pin,n_y_pin,N_f_pin,t_f_pin,n_fatigue_pin_min,check_fatigue_pin_passed,D_rod,D_miner_rod_max,check_miner_rod_passed,D_crank,D_miner_crank_max,check_miner_crank_passed,D_pin,D_miner_pin_max,check_miner_pin_passed,sigma_max,tau_max,theta_sigma_max,theta_tau_max,pass_fail,total_mass,volume_envelope,tau_A_max,E_rev,F_A_max,F_B_max,F_C_max
41,0.099,0.187,0.085,0.2502953407428976,1.9437407434150595,3.1415926535897927,0.006,0.004,0.002,0.006,0.0027,0.0012,0.0014,0.006659139431252968,0.006237146499357405,0.0221544104497456,0.4128205268479648,1.0,True,54.26703091359107,1.0,True,132.655449628975,1.0,True,3.4420776312086487,1.0,True,234.4304474017343,3.0,742.739310300745,3.1682715216080344,True,9.157912042386817,94802400.0,8570580.65853332,9075819.087175699,9.157912042386817,19.550730175649107,4.321170979289453e+23,8.642341958578906e+23,1.0,True,1.1303767717569302,94802400.0,69583419.5550005,72777014.61711982,1.1303767717569302,2.423426157740423,11483443432307.443,22966886864614.887,1.0,True,1.6333366230518251,94802400.0,47533702.8473468,53538613.58296036,1.6333366230518251,3.413397576950652,965025201278332.4,1930050402556664.8,1.0,True,4.332159058209311e-17,1.0,True,1.6301730496040305e-06,1.0,True,1.9398457133764303e-08,1.0,True,100230162.4088754,82178118.1769901,2.0943951023931953,0.7853981633974483,1,0.035050696380355975,0.0014602215432091004,0.2731749876246522,0.4945707142234766,8.456413566104008,8.501823231079538,5.663167683393464
42,0.099,0.187,0.085,0.2502953407428976,1.9437407434150595,3.1415926535897927,0.009,0.007,0.008,0.007,0.0016,0.0013,0.0016,0.01752785664489621,0.029272939644896214,0.02212820956701466,0.4048857975543196,1.0,True,393.80411684522306,1.0,True,430.6922199933902,1.0,True,2.469832249094486,1.0,True,1436.4106071025878,3.0,4717.770063576956,3.2844160578104216,True,70.52880355060498,94802400.0,1119581.6248423946,1144212.7828469619,70.52880355060498,152.3989982606856,8.206197553872181e+33,1.6412395107744363e+34,1.0,True,5.57068677425101,94802400.0,14100054.824847383,14866783.446337432,5.57068677425101,11.910171098762746,1.322894562784701e+21,2.645789125569402e+21,1.0,True,1.1685453766275646,94802400.0,66718117.712199755,73418416.57472202,1.1685453766275646,2.461884773699567,18724954328086.73,37449908656173.46,1.0,True,2.2812026979738953e-27,1.0,True,1.4150787618776123e-14,1.0,True,9.997354157452176e-07,1.0,True,139685600.15624025,16717615.396552432,2.0943951023931953,0.7853981633974483,1,0.06892900585680709,0.001638116553549295,0.2907577799238231,0.5052330826570308,8.490160191083659,8.608223712616848,5.778434684297049
44,0.099,0.187,0.085,0.2502953407428976,1.9437407434150595,3.1415926535897927,0.004,0.008,0.004,0.006,0.0021,0.003,0.0035,0.008799652108385408,0.012415095620983776,0.02170506531091,0.2664027641882097,1.0,True,43.065656190833806,1.0,True,127.29802433682107,1.0,True,9.26572015879818,1.0,True,464.6819545718946,3.0,1485.47862060149,3.1967641652235925,True,11.577754257995513,94802400.0,6767931.628220743,7236624.685071717,11.577754257995513,24.63483971088341,6.731209732920934e+24,1.3462419465841869e+25,1.0,True,1.7678521515850811,94802400.0,44280395.563374385,47612791.14285948,1.7678521515850811,3.75435886343678,2200714544491039.5,4401429088982079.0,1.0,True,4.369530603476812,94802400.0,17843184.98514825,19630592.34563111,4.369530603476812,9.206437796614427,8.561569964482005e+19,1.712313992896401e+20,1.0,True,2.781075132519554e-18,1.0,True,8.506328113685178e-09,1.0,True,2.1865148655749616e-13,1.0,True,37234018.952364795,53031466.253125966,2.0943951023931953,0.7853981633974483,1,0.042919813040279184,0.0017122394745243766,0.2773983301596195,0.497010621192204,8.46326038331947,8.523086053240837,5.6892961323798
45,0.099,0.187,0.085,0.2502953407428976,1.9437407434150595,3.1415926535897927,0.006,0.005,0.004,0.006,0.0023,0.0025,0.0038,0.00833077742220207,0.012415759868148439,0.021609432088942074,0.2878297248195049,1.0,True,10.768342037921723,1.0,True,188.088112869399,1.0,True,19.473372114392806,1.0,True,464.7649940392926,3.0,1485.47862060149,3.196193000017345,True,4.922609220745513,94802400.0,15739020.746375285,17931411.971548557,4.922609220745513,10.246378562766303,3.6830902838872146e+20,7.366180567774429e+20,1.0,True,1.6360743417668713,94802400.0,47855944.438127436,51402023.2690793,1.6360743417668713,3.475791495325477,892112309922747.4,1784224619845494.8,1.0,True,9.067124678284523,94802400.0,8597433.010269323,9467099.741008626,9.067124678284523,19.098196712317037,4.166815874236287e+23,8.333631748472575e+23,1.0,True,5.082688328846096e-14,1.0,True,2.0983905043997278e-08,1.0,True,4.492639119416594e-17,1.0,True,32038358.252835046,57296824.17119475,2.0943951023931953,0.7853981633974483,1,0.042355969379292584,0.0015046952957941488,0.2771888074667216,0.4969209154959079,8.464890138911557,8.52153768516145,5.688268147427218
46,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.008,0.006,0.005,0.007,0.0015,0.0037,0.0025,0.015350282964634419,0.0194568700657013,0.02196707413821939,0.16573908796094547,1.0,True,292.70150557857255,1.0,True,598.0869487350309,1.0,True,8.732144912974938,1.0,True,778.7502096867248,3.0,2577.7453336441017,3.310105476159134,True,72.0948982684665,94802400.0,977609.3933135942,1718771.286625912,72.0948982684665,127.94929238542836,3.971129193887729e+34,7.942258387775458e+34,1.0,True,2.861336757164039,94802400.0,27267217.818287216,29880989.108756714,2.861336757164039,6.0369348147778465,6.181015199905189e+17,1.2362030399810378e+18,1.0,True,5.155046469145078,94802400.0,13176339.95773476,26563678.09795033,5.155046469145078,8.68142534602209,2.908627713380596e+21,5.817255426761192e+21,1.0,True,4.71402442126874e-28,1.0,True,3.028628695216143e-11,1.0,True,6.436024766553022e-15,1.0,True,39509193.15223121,32992851.54494561,2.356194490192345,0.7853981633974483,1,0.05677422716855511,0.0017032008487202544,0.3092480046521882,0.723776764633612,4.363656713307764,4.4269111916151545,3.850083850124294
49,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.006,0.005,0.004,0.003,0.002,0.0012,0.0025,0.009581651332476538,0.006683344802949771,0.02196707413821939,0.2826646485283759,1.0,True,122.63063162838658,1.0,True,507.6826497405141,1.0,True,5.3216717817073445,1.0,True,50.03999367723026,3.0,162.33031838691718,3.2440115687061426,True,19.6314304222143,94802400.0,3664596.0343593075,5932991.108347282,19.6314304222143,35.94653477693848,8.43557511188738e+27,1.687115022377476e+28,1.0,True,1.6596115154374214,94802400.0,47271927.78108481,50190581.81389795,1.6596115154374214,3.5398226603612932,1029025774131120.0,2058051548262240.0,1.0,True,3.0357709455595514,94802400.0,22937468.480483603,42240921.15129595,3.0357709455595514,5.293165448687084,4.615953974909956e+18,9.231907949819912e+18,1.0,True,2.2191729374349176e-21,1.0,True,1.819196415736684e-08,1.0,True,4.055499708565698e-12,1.0,True,64829251.81254116,56268638.259301156,2.356194490192345,0.7853981633974483,1,0.038232070273645696,0.0015004388429202245,0.29831486642535965,0.7151334480554852,4.358298906020652,4.399209386611243,3.808957102077733
50,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.007,0.007,0.006,0.008,0.0021,0.002,0.001,0.0156797938361358,0.026800823724230205,0.022196331862115105,0.2689923639523893,1.0,True,694.4341682258162,1.0,True,616.0199949619185,1.0,True,3.7175776490703525,1.0,True,1378.526977718696,3.0,4617.395723005644,3.3495142261538504,True,137.2866895440545,94802400.0,513099.95953884063,904039.5667523408,137.2866895440545,243.44815284554588,7.149937059361445e+37,1.429987411872289e+38,1.0,True,3.113502114340304,94802400.0,25172622.3886791,26881105.257755708,3.113502114340304,6.627767416453781,1.5656402528424573e+18,3.1312805056849147e+18,1.0,True,2.0824842885297046,94802400.0,33944528.07657614,58993679.03162489,2.0824842885297046,3.7121439151321503,4.8407121307682104e+16,9.681424261536421e+16,1.0,True,2.618204865942116e-31,1.0,True,1.1956769740694513e-11,1.0,True,3.8671995967314787e-10,1.0,True,92802365.5635743,30051494.108522993,2.356194490192345,0.7853981633974483,1,0.0646769494224811,0.0018735209335922808,0.31447972870129454,0.7290596441155357,4.381410672395092,4.445068735468536,3.8754008680832737
51,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.009,0.005,0.009,0.003,0.0016,0.0039,0.004,0.013535729297446336,0.014578634612491847,0.021541309793841633,0.17408006477726534,1.0,True,160.02770925983202,1.0,True,442.4615645850958,1.0,True,7.389834637207158,1.0,True,124.26579627483318,3.0,392.21801000892765,3.156282917476957,True,29.544740521928958,94802400.0,2585913.9081067033,3173353.2323116777,29.544740521928958,59.90345500364089,4.8609356845530866e+29,9.721871369106173e+29,1.0,True,2.7309723686033878,94802400.0,28532188.907817904,31494066.581586204,2.7309723686033878,5.747484949496803,3.648016126307825e+17,7.29603225261565e+17,1.0,True,3.702565673976602,94802400.0,20347298.97222548,26784507.12478525,3.702565673976602,7.3198977202335795,1.859357271353471e+19,3.718714542706942e+19,1.0,True,3.8511104064774544e-23,1.0,True,5.1315562628684434e-11,1.0,True,1.006799515532228e-12,1.0,True,46685753.73296661,34653248.094886325,2.0943951023931953,0.7853981633974483,1,0.04965567370377982,0.0014225196683579733,0.29486385461957615,0.5928218122051325,7.509382192885258,7.594604164627543,5.428374547163303
52,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.006,0.005,0.006,0.006,0.0025,0.0011,0.0013,0.008992478922844665,0.01939754472004014,0.022166200846974522,0.42271676752974147,1.0,True,309.41685967312526,1.0,True,213.86904362511777,1.0,True,2.365650186633872,1.0,True,656.6036264007413,3.0,2091.829386714281,3.1858328260855298,True,57.634917370735785,94802400.0,1322299.2575874033,1643475.9960667156,57.634917370735785,116.3270883641392,1.1850773855772316e+33,2.370154771154463e+33,1.0,True,1.5499334976212822,94802400.0,50267745.5948817,55521774.831581034,1.5499334976212822,3.261192588918287,503643024038121.3,1007286048076242.6,1.0,True,1.1793565106232164,94802400.0,64239364.069828264,82258162.86643313,1.1793565106232164,2.3549885599782425,29081261030722.82,58162522061445.64,1.0,True,1.579643677942753e-26,1.0,True,3.716918354176005e-08,1.0,True,6.43713488910378e-07,1.0,True,145837284.7977608,61070497.437089205,2.0943951023931953,0.7853981633974483,1,0.05055622448985933,0.0016111410608474284,0.29661420809795047,0.5962052824462433,7.566047222975713,7.622659336511377,5.456607661773463
53,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.005,0.008,0.008,0.009,0.0025,0.0035,0.0031,0.011908855779651754,0.038861844527626255,0.021820349194926134,0.22111440933384385,1.0,True,596.5768385662523,1.0,True,223.64757981073453,1.0,True,17.360971607551576,1.0,True,2862.6864579364023,3.0,9413.232240214264,3.288251220847948,True,103.09080710005853,94802400.0,731628.8818196604,957681.340438013,103.09080710005853,204.22536693048946,1.1549715253674049e+36,2.3099430507348098e+36,1.0,True,2.1049132081511557,94802400.0,37415516.76479176,38838278.869776316,2.1049132081511557,4.524364946413257,1.5604807339191848e+16,3.1209614678383696e+16,1.0,True,8.784055740796408,94802400.0,8530979.416805856,11522290.025780937,8.784055740796408,17.204177153643048,4.560256475682395e+23,9.12051295136479e+23,1.0,True,1.620819179420465e-29,1.0,True,1.199630318599594e-09,1.0,True,4.105032271720802e-17,1.0,True,19872159.68085184,44016139.89404163,2.0943951023931953,0.7853981633974483,1,0.07259104950220414,0.0019648061717651567,0.3100328722858037,0.606658768531028,7.6208777910555945,7.695017536255852,5.541204709233268
56,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.003,0.009,0.007,0.003,0.002,0.002,0.0021,0.006448074703614365,0.0178704916440582,0.0220474235119276,0.24911103386640962,1.0,True,153.19104477442656,1.0,True,286.0164232023152,1.0,True,12.383981850233228,1.0,True,45.98237738430537,3.0,122.15127424976303,2.656480182154642,True,19.719133992250747,94802400.0,3682980.64220672,5729898.034344978,19.719133992250747,36.65191190229883,7.958723749449713e+27,1.5917447498899426e+28,1.0,True,1.9053790457726214,94802400.0,40928229.46067247,44971408.8727563,1.9053790457726214,4.01631493092957,5496735115403256.0,1.0993470230806512e+16,1.0,True,6.767903219022533,94802400.0,10593665.44520507,17393580.18860703,6.767903219022533,12.327043701049194,3.676337059138095e+22,7.35267411827619e+22,1.0,True,2.352135918939811e-21,1.0,True,3.4056580146170364e-09,1.0,True,5.092024941910207e-16,1.0,True,27858567.960797083,49589287.956616834,2.0943951023931953,2.0943951023931953,1,0.046365989859600165,0.0016671148522975844,0.21562690861189182,0.3333042359956931,4.834050982649622,4.8622373580651175,4.2307945436732926
58,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.005,0.007,0.003,0.002,0.0025,0.0015,0.0013,0.008432487289792427,0.0050935467536733494,0.022166200846974522,0.16089359482764248,1.0,True,38.84840861811817,1.0,True,602.9726711844089,1.0,True,6.759205717456194,1.0,True,5.9942721211039425,3.0,15.511272920604828,2.587682475407569,True,3.27808218931389,94802400.0,22330231.531142518,33574012.198001325,3.27808218931389,6.171266740885104,6.305983796415425e+18,1.261196759283085e+19,1.0,True,2.908360049937747,94802400.0,27008693.815601397,28468871.052298855,2.908360049937747,6.218730054599416,6.905057863198711e+17,1.3810115726397422e+18,1.0,True,3.6424321607321,94802400.0,19864900.96240689,31395854.168533187,3.6424321607321,6.730294922865156,2.457705543776859e+19,4.915411087553718e+19,1.0,True,2.968608960054925e-12,1.0,True,2.7110562099371193e-11,1.0,True,7.616860387283089e-13,1.0,True,51041500.20305044,32028283.454364654,2.0943951023931953,2.0943951023931953,1,0.035692234890440294,0.0015189268654266879,0.2108521884934024,0.32934429727284664,4.794524641241478,4.832023722974152,4.189185423341452
59,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.005,0.008,0.006,0.003,0.0025,0.0015,0.0021,0.009637128331191347,0.015308647530252985,0.0220474235119276,0.16991742565225715,1.0,True,143.2079662975254,1.0,True,690.8497949063276,1.0,True,5.885211573570684,1.0,True,39.620949238169274,3.0,104.7010922140826,2.6425690001696798,True,16.729578469939803,94802400.0,4348414.193215679,6716686.0938241575,16.729578469939803,31.179111896896803,1.1537332944993561e+27,2.3074665889987122e+27,1.0,True,3.649937632587553,94802400.0,21358434.02676014,23513913.555522952,3.649937632587553,7.688476725390138,1.0579092491862061e+19,2.1158184983724122e+19,1.0,True,3.1932889930198445,94802400.0,22575004.9697612,36239400.07351844,3.1932889930198445,5.865909886296147,5.555191447559528e+18,1.1110382895119057e+19,1.0,True,1.6225587047934887e-20,1.0,True,1.7695279641803218e-12,1.0,True,3.3698208561694038e-12,1.0,True,58621511.850028716,25905457.368365563,2.0943951023931953,2.0943951023931953,1,0.04699319937337193,0.0016300678555798602,0.21524884417343662,0.33249517780365784,4.813833987620238,4.855910738476743,4.2222594731338505
60,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.006,0.007,0.005,0.007,0.0017,0.0012,0.002,0.010144482937035437,0.029749035865467153,0.02206532744846041,0.2925435742433944,1.0,True,511.21549469088365,1.0,True,578.3182262294604,1.0,True,3.4182941894598113,1.0,True,407.3435177414929,3.0,1108.4097107848868,2.721068735622552,True,40.703807735508136,94802400.0,1773245.5193916562,2831866.737202793,40.703807735508136,74.91674052157259,3.907477738005053e+31,7.814955476010106e+31,1.0,True,3.85005670949939,94802400.0,20049133.34480889,23306218.096426234,3.85005670949939,7.957495177212926,2.207553529141044e+19,4.415107058282088e+19,1.0,True,1.8715730094663603,94802400.0,38308628.544050746,62896588.22447419,1.8715730094663603,3.4089151825945776,1.1861296763712784e+16,2.372259352742557e+16,1.0,True,4.790814242631468e-25,1.0,True,8.479975571547715e-13,1.0,True,1.5782422759432188e-09,1.0,True,100927533.11397107,25028849.1322134,2.0943951023931953,2.0943951023931953,1,0.061958846250963,0.0016448866542669498,0.2212857384933849,0.3370654259277975,4.848758901526395,4.891986461455076,4.270489798361223
61,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.008,0.006,0.008,0.001,0.0017,0.0018,0.0026,0.015098494294429672,0.0039413339310575505,0.02194480338789809,0.13303544551549853,1.0,True,28.683278035575007,1.0,True,1013.7179118183254,1.0,True,11.876151124546336,1.0,True,4.761140755126142,3.0,15.5274638799852,3.261290660913009,True,3.909028086742122,94802400.0,19527390.096038196,24071827.31161077,3.909028086742122,7.912986069779175,2.999625809649892e+19,5.999251619299784e+19,1.0,True,3.5327287520722788,94802400.0,22186844.06688649,23683802.761999752,3.5327287520722788,7.521149664337026,6.796482259943892e+18,1.3592964519887784e+19,1.0,True,6.246130083279706,94802400.0,11736876.179536559,17530752.950017974,6.246130083279706,11.787767245267505,1.1166075537385725e+22,2.233215107477145e+22,1.0,True,6.240778413019771e-13,1.0,True,2.754366050556651e-12,1.0,True,1.676506659597867e-15,1.0,True,29049815.58267084,26482700.961542718,2.356194490192345,0.7853981633974483,1,0.04098463161338531,0.0013036989277063185,0.3133100893415598,0.692931925664145,4.670558149217852,4.744960993866783,3.9021738763274194
62,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.005,0.007,0.009,0.007,0.0038,0.001,0.0027,0.010895137382870011,0.03102194589792696,0.021921659274819098,0.4964442771195254,1.0,True,785.806565039811,1.0,True,244.91084877598345,1.0,True,2.014324761284814,1.0,True,1761.8030433989709,3.0,5991.660124689288,3.4008683020150965,True,185.26036053049967,94802400.0,401210.1721257241,563052.9541747471,185.26036053049967,357.7861587673068,1.2488550783047192e+39,2.4977101566094385e+39,1.0,True,1.4186377023480754,94802400.0,55567818.83726152,57360124.746049754,1.4186377023480754,3.055045448033686,157005258884274.28,314010517768548.56,1.0,True,1.062553277503716,94802400.0,69103314.91585787,102497339.02468438,1.062553277503716,2.0104818488601954,12446175794783.846,24892351589567.69,1.0,True,1.498972965334921e-32,1.0,True,1.192316749963017e-07,1.0,True,1.5040764575931424e-06,1.0,True,171273275.60623625,65193900.184233695,2.356194490192345,0.7853981633974483,1,0.06383874255561607,0.0017406529639155792,0.3301759977741717,0.7106101284951899,4.752186589498752,4.804204146435819,3.995490415859444
63,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.008,0.009,0.004,0.004,0.0033,0.0029,0.0024,0.02265915822246966,0.007822596497234198,0.02198847152578299,0.0860077523462396,1.0,True,123.44025258308392,1.0,True,1226.6354159999637,1.0,True,38.61593802030542,1.0,True,151.41417271686188,3.0,496.8788441595264,3.2815874184292437,True,15.465367618562329,94802400.0,4919037.9543588655,6169518.8028857075,15.465367618562329,31.11315634242468,2.750676444094949e+26,5.501352888189898e+26,1.0,True,5.471689660056045,94802400.0,14314846.055112764,15341161.880533352,5.471689660056045,11.633393164334661,1.1096289603806074e+21,2.2192579207612148e+21,1.0,True,19.861796948240613,94802400.0,3735795.086881219,5284883.7037127195,19.861796948240613,38.24545890712117,6.744363725661224e+27,1.3488727451322448e+28,1.0,True,6.805598688347155e-20,1.0,True,1.6870504167067666e-14,1.0,True,2.775651011936589e-21,1.0,True,8934134.91130498,17121133.220804185,2.356194490192345,0.7853981633974483,1,0.05247022624548685,0.001740652963915579,0.3189259076466656,0.6955266116705195,4.643855371945945,4.753723097136356,3.9158957920673685
65,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.007,0.007,0.005,0.003,0.001,0.0011,0.0027,0.015365893695346033,0.007362753124196754,0.021921659274819098,0.4832778659950724,1.0,True,112.85817522851951,1.0,True,844.2921257354895,1.0,True,2.0692029789963446,1.0,True,79.91520311026794,3.0,262.0259529747502,3.278799812511316,True,21.219937440212775,94802400.0,3578898.2786046127,4527814.214502351,21.219937440212775,42.5573252157825,1.110738482679428e+28,2.221476965358856e+28,1.0,True,3.3625858433251206,94802400.0,23261903.95078418,25124527.63788642,3.3625858433251206,7.130098018651571,3.920431523198473e+18,7.840863046396946e+18,1.0,True,1.0977563003761242,94802400.0,66654852.65355941,100394706.90814243,1.0977563003761242,2.0652553703535506,18932658901489.566,37865317802979.13,1.0,True,1.6853652134966867e-21,1.0,True,4.774984562089058e-12,1.0,True,9.887676156531381e-07,1.0,True,166730863.76829997,27934922.890629288,2.356194490192345,0.7853981633974483,1,0.04465030609436188,0.001396820279685341,0.3157393773957757,0.6951381308401448,4.676789792331891,4.752125017336601,3.913811833508331
66,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.005,0.007,0.008,0.007,0.001,0.0018,0.0019,0.010871716483378811,0.03038523363942096,0.02208235802223552,0.4631180522281275,1.0,True,751.7963941958488,1.0,True,459.904328002148,1.0,True,2.1592766578388733,1.0,True,1319.118285478394,3.0,4383.45470701516,3.3230186824568566,True,156.3136533047383,94802400.0,460378.1001246458,744403.3146186476,156.3136533047383,286.3589990500561,2.522488776829921e+38,5.044977553659842e+38,1.0,True,2.1147423905748712,94802400.0,37071775.36558743,39523045.73216164,2.1147423905748712,4.50422097807,1.7372698520936926e+16,3.4745397041873852e+16,1.0,True,1.2375099693340923,94802400.0,56222116.37803463,103859013.11977431,1.2375099693340923,2.155157207362921,137024991565497.98,274049983130995.97,1.0,True,7.421242136714647e-32,1.0,True,1.0775528037535077e-09,1.0,True,1.366174139923361e-07,1.0,True,159775728.018704,44219919.572706185,2.356194490192345,0.7853981633974483,1,0.06333930814503529,0.001699855740589995,0.3123027720235646,0.7056952191968185,4.481698690763583,4.528487482199596,3.898239058804774
67,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.006,0.007,0.009,0.008,0.0014,0.0027,0.001,0.013058342403597644,0.039056532454773675,0.022196331862115105,0.2786991194439933,1.0,True,1029.2497213927466,1.0,True,513.892146768733,1.0,True,3.5880988859778498,1.0,True,2184.7568440934474,3.0,7361.136767465689,3.36931626389762,True,201.25488231940074,94802400.0,356205.4228050296,585143.637191354,201.25488231940074,366.4952934688493,4.9812963183512965e+39,9.962592636702593e+39,1.0,True,2.357590717661508,94802400.0,33451649.97683296,34440440.5219299,2.357590717661508,5.081593414866002,5.738156793152181e+16,1.1476313586304362e+17,1.0,True,1.9268349071682518,94802400.0,37700706.36793396,58592302.39489899,1.9268349071682518,3.582814624161611,1.4286064402086972e+16,2.8572128804173944e+16,1.0,True,3.758057903729751e-33,1.0,True,3.262371642116878e-10,1.0,True,1.3103678853124378e-09,1.0,True,96151196.20817769,39195599.23380587,2.356194490192345,0.7853981633974483,1,0.07431120672048643,0.0017710124925216695,0.3189692430417093,0.7114967101643579,4.493518789499317,4.548638522207656,3.9275437577550383
68,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.008,0.006,0.006,0.003,0.0023,0.0015,0.003,0.014966598672104361,0.009746660017319235,0.02184698675903592,0.13351533949641964,1.0,True,161.75608521232752,1.0,True,845.6132567574742,1.0,True,8.501673110130824,1.0,True,80.5435652760638,3.0,258.7899644812157,3.2130433212660843,True,30.003558366008967,94802400.0,2446373.3121966766,3634288.917451088,30.003558366008967,56.73724126919394,9.26513258250422e+29,1.853026516500844e+30,1.0,True,3.547458229665137,94802400.0,22007667.905522272,24028986.54289734,3.547458229665137,7.49402848954945,7.468475230567745e+18,1.493695046113549e+19,1.0,True,4.685094963178861,94802400.0,15208422.114934243,25608907.840150658,4.685094963178861,8.452292209697095,5.487735574345227e+20,1.0975471148690455e+21,1.0,True,2.020478372360245e-23,1.0,True,2.5065357281203606e-12,1.0,True,3.411243079479752e-14,1.0,True,40580247.620775804,26578231.056854777,2.356194490192345,0.7853981633974483,1,0.04656024544845952,0.001565448542496833,0.3000358593735649,0.691933906251223,4.415668390275973,4.48195105568967,3.828750806597008
69,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.008,0.008,0.008,0.002,0.0036,0.0012,0.0034,0.019924599525782988,0.008674655420749633,0.02173519632605058,0.30609201517304147,1.0,True,86.30458046910985,1.0,True,1201.135770865932,1.0,True,3.2669914614880593,1.0,True,31.882348881233803,3.0,102.23801065924572,3.2067276799490707,True,13.656903935237603,94802400.0,5387504.138803577,7918429.7897902755,13.656903935237603,25.92828146084587,9.55103931477225e+25,1.91020786295445e+26,1.0,True,4.5178848659152715,94802400.0,17241360.57384564,19067017.81870657,4.5178848659152715,9.501939091578059,1.2759070344779322e+20,2.5518140689558644e+20,1.0,True,1.8055432595177012,94802400.0,39485431.40648606,66338833.06830868,1.8055432595177012,3.2601218795352196,8343306238360303.0,1.6686612476720606e+16,1.0,True,1.959996120112965e-19,1.0,True,1.4671915346606528e-13,1.0,True,2.243714837402278e-09,1.0,True,105601745.23469931,20961996.02275174,2.356194490192345,0.7853981633974483,1,0.0503344512725832,0.0017868251040620415,0.3011706180084064,0.6910885912759197,4.391104242595655,4.478728504980494,3.8244181129232815
70,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.008,0.003,0.004,0.004,0.0013,0.0025,0.0037,0.007480679247779087,0.008592859466115026,0.021642183192355745,0.4298475113175699,1.0,True,27.2995888253041,1.0,True,271.98843476305876,1.0,True,11.162772909698463,1.0,True,127.56891440470179,3.0,408.95204263698287,3.2057342852320314,True,10.564225123960377,94802400.0,6886533.15038728,10634781.057407195,10.564225123960377,19.69030381559646,5.500020246656784e+24,1.1000040493313567e+25,1.0,True,1.09077810539152,94802400.0,71942405.27643226,76270445.14468363,1.09077810539152,2.327733384924145,7793086677309.696,15586173354619.393,1.0,True,6.151397175295993,94802400.0,11495796.148267876,19949876.2061036,6.151397175295993,10.97130301785515,1.421373911954711e+22,2.842747823909422e+22,1.0,True,3.4036238341811654e-18,1.0,True,2.402129063251027e-06,1.0,True,1.3170355697788038e-15,1.0,True,30906299.249378834,85567594.84043205,2.356194490192345,0.7853981633974483,1,0.03771572190624986,0.0012887278405403222,0.29627445242831024,0.6909117791659043,4.444119184776611,4.4777507660164275,3.823467864074381
