r,l,e,ROM,QRR,theta_min,theta_max,width_r,width_l,thickness_r,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,rho,mass_crank,mass_rod,mass_slider,I_mass_crank_cg_z,I_mass_rod_cg_z,I_mass_slider_cg_z,I_area_crank_yy,I_area_crank_zz,I_area_rod_yy,I_area_rod_zz,I_area_slider_yy,I_area_slider_zz
0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,2.302277184643792,6.077925361138653,0.009,0.009,0.006,0.018,0.0022,0.0043,0.0033,7800.0,0.04852816772768347,0.25428195027509737,0.06106573418409388,5.415309454268356e-05,0.0008607112243642257,4.158183730658098e-06,1.6199999999999998e-10,3.6449999999999993e-10,4.373999999999998e-09,1.0934999999999996e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.015,0.006,0.014,0.01,0.0033,0.0049,0.0022,7800.0,0.17898858476743923,0.09021801851290673,0.061806992970708394,0.0001820716894218702,0.0002800961674775995,4.159641230747279e-06,3.4300000000000004e-09,3.9375e-09,5e-10,1.8e-10,1.3333333333333335e-08,1.3333333333333335e-08
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.017,0.007,0.013,0.014,0.0031,0.004,0.0047,7800.0,0.18852652563778868,0.14758753288801607,0.05969348651300586,0.00019284089017347766,0.0004598148437297743,4.152526639634038e-06,3.1124166666666666e-09,5.322416666666668e-09,1.600666666666667e-09,4.0016666666666673e-10,1.3333333333333335e-08,1.3333333333333335e-08
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.006,0.013,0.012,0.014,0.0033,0.0029,0.0045,7800.0,0.06041335392578579,0.2767772813591636,0.05991892720182747,5.858555414757447e-05,0.0008814374606840029,4.153719784479627e-06,8.64e-10,2.16e-10,2.972666666666667e-09,2.5631666666666662e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.02,0.02,0.012,0.009,0.0026,0.0049,0.005,7800.0,0.2050619967407476,0.2752196360480348,0.05933694716274995,0.0002124200594102554,0.0008916048225023962,4.150427959883595e-06,2.88e-09,8e-09,1.2149999999999998e-09,6.000000000000001e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.014,0.014,0.013,0.015,0.0035,0.0021,0.0023,7800.0,0.15454528803301676,0.31884625162436026,0.061751858019637895,0.0001553698357065858,0.0010121700353684132,4.159571416115487e-06,2.5631666666666662e-09,2.972666666666667e-09,3.9375e-09,3.4300000000000004e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.086,0.305,0.202,0.25017997723320556,1.502948673223037,1.96740994571833,5.740281967452573,0.009,0.017,0.019,0.017,0.004,0.002,0.0029,7800.0,0.11638027984368997,0.6917613654858509,0.061369589025549086,7.49097812267107e-05,0.005445935901010106,4.158916780463109e-06,5.14425e-09,1.1542499999999996e-09,6.960083333333336e-09,6.960083333333336e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.086,0.305,0.202,0.25017997723320556,1.502948673223037,1.96740994571833,5.740281967452573,0.012,0.009,0.017,0.013,0.0046,0.004,0.0042,7800.0,0.1398153765233048,0.2794055914664275,0.060238709918036364,9.2201588442514e-05,0.0021855254123497527,4.155234355369271e-06,4.9130000000000015e-09,2.4480000000000002e-09,1.6477499999999998e-09,7.897499999999998e-10,1.3333333333333335e-08,1.3333333333333335e-08
0.086,0.305,0.202,0.25017997723320556,1.502948673223037,1.96740994571833,5.740281967452573,0.009,0.016,0.02,0.008,0.003,0.003,0.0031,7800.0,0.12275060195717998,0.3066450653871804,0.061222562489361095,7.924456394602756e-05,0.0024174804272020893,4.158585603190346e-06,6.000000000000001e-09,1.2149999999999998e-09,6.826666666666668e-10,2.730666666666667e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.086,0.305,0.202,0.25017997723320556,1.502948673223037,1.96740994571833,5.740281967452573,0.011,0.007,0.01,0.017,0.0033,0.0038,0.005,7800.0,0.07528215743264911,0.2830776486673613,0.05933694716274995,4.925092883902495e-05,0.0021967183571269576,4.150427959883595e-06,9.166666666666667e-10,1.1091666666666665e-09,2.865916666666667e-09,4.859166666666667e-10,1.3333333333333335e-08,1.3333333333333335e-08
0.086,0.305,0.202,0.25017997723320556,1.502948673223037,1.96740994571833,5.740281967452573,0.006,0.015,0.006,0.007,0.0042,0.0032,0.0021,7800.0,0.024162985042769626,0.25133711786308,0.0618596774795091,1.5073208834380084e-05,0.0019774799570228575,4.1597021472105805e-06,1.08e-10,1.08e-10,4.2875000000000004e-10,1.96875e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.112,0.176,0.055,0.24997335074441432,1.732177250086646,2.107546504023608,6.091032804859324,0.019,0.018,0.014,0.005,0.0027,0.0028,0.0036,7800.0,0.23678566829602737,0.125161285009852,0.06081211340916958,0.0002643399299043643,0.00033511058240149466,4.1574276237228555e-06,4.344666666666667e-09,8.002166666666667e-09,1.8750000000000002e-10,2.4299999999999997e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.112,0.176,0.055,0.24997335074441432,1.732177250086646,2.107546504023608,6.091032804859324,0.012,0.02,0.017,0.016,0.0048,0.002,0.0037,7800.0,0.1808084317435458,0.4446756670498895,0.06072267226632187,0.00019729904199463998,0.0011914749690021542,4.157129672915744e-06,4.9130000000000015e-09,2.4480000000000002e-09,6.826666666666667e-09,1.066666666666667e-08,1.3333333333333335e-08,1.3333333333333335e-08
0.112,0.176,0.055,0.24997335074441432,1.732177250086646,2.107546504023608,6.091032804859324,0.019,0.011,0.02,0.011,0.0043,0.0039,0.0034,7800.0,0.33999140477538686,0.16774971566202992,0.06098364436805558,0.00038393870168496134,0.00044375847875555337,4.157953366111841e-06,1.2666666666666668e-08,1.1431666666666665e-08,1.220083333333333e-09,1.220083333333333e-09,1.3333333333333335e-08,1.3333333333333335e-08
0.112,0.176,0.055,0.24997335074441432,1.732177250086646,2.107546504023608,6.091032804859324,0.005,0.014,0.014,0.011,0.004,0.0034,0.0041,7800.0,0.060808503386550875,0.21400392620215875,0.06034040327223308,6.319239189812849e-05,0.0005700833256777137,4.15567227237578e-06,1.1433333333333335e-09,1.4583333333333337e-10,1.552833333333333e-09,2.5153333333333335e-09,1.3333333333333335e-08,1.3333333333333335e-08
