design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_n_prime_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_n_prime_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_n_prime_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
153,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.006,0.004,0.008,0.007,0.0022,0.004,0.0023,0.007764343201295746,0.027564678870550682,0.02200899555058889,399426.3916878667,105491.68787395014,252459.03978090844,146967.35190695827,294559.6228525309,190013.78605930984,0.26410795598200487,360437.3998412529,569237.8070825707,94802400.0,200.78175547325435,371.0973439224661,200.78175547325435,-0.086,4.342092853249879e+39,8.684185706499758e+39,4.311285049095357e-33,False,1612665.4324589847,56033.918747492426,834349.6756032385,778315.7568557461,84846645.21365036,81107629.70213388,0.03474615231384489,140484691.56143945,146961068.8291779,94802400.0,0.5598678641505308,1.200226434132028,0.5598678641505308,-0.086,3251827845.183664,6503655690.367328,0.005756762316838668,False,9111207.05738932,2484062.4246892226,5797634.7410392715,3313572.3163500493,797174.7768929,455616.1934981318,0.27263812676440186,3406247.1787899677,5959784.515001212,94802400.0,20.717202120815077,36.835237299987284,20.717202120815077,-0.086,1.9737863054352197e+28,3.9475726108704394e+28,9.484309394816801e-22,False
154,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.007,0.005,0.007,0.006,0.0025,0.0021,0.0023,0.011394214412536746,0.02067955771875495,0.02200899555058889,609093.1683621492,156344.799733816,382718.9840479826,226374.18431416657,368523.37003348937,243421.3048617824,0.2566845399928339,478546.82770418894,744246.0907073952,94802400.0,151.7746240406155,282.14098626622507,151.7746240406155,-0.086,1.6082983750436385e+38,3.216596750087277e+38,1.163963123415583e-31,False,882851.8068856717,26530.9330106272,454691.3699481494,428160.43693752226,25748707.130550884,24351263.901120044,0.030051400250532562,42179799.455494516,44600386.78001067,94802400.0,1.8612834755947734,3.9755618761146065,1.8612834755947734,-0.086,3872520529179083.0,7745041058358166.0,4.834060880748478e-09,False,13152200.776045246,3295793.756715507,8223997.266380376,4928203.50966487,863519.7129699393,517461.36851481127,0.25058876554852316,5009040.690230896,8358895.257239139,94802400.0,14.256621472686648,25.80802312007587,14.256621472686648,-0.086,2.227803484634428e+26,4.455606969268856e+26,8.402895555696585e-20,False
155,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.008,0.009,0.007,0.001,0.0016,0.0012,0.0039,0.023420181351807186,0.003438229275210822,0.021575807622770702,19823957.65026893,4717591.140892068,12270774.3955805,7553183.2546884315,551216519.57153,404577876.7832042,0.23797423421291808,700790143.8551313,954813869.9505365,94802400.0,0.10673549809700174,0.20838316235230844,0.10673549809700174,-0.086,24.907229332100272,49.814458664200544,751589.0166022517,True,215457.83473610698,20989.214394886683,118223.52456549683,97234.31017061014,8019953.930031457,7451790.519690302,0.09741680742589054,12907246.040852912,13891470.76163074,94802400.0,6.063922966971714,12.873750730035928,6.063922966971714,-0.086,3.697329604679319e+21,7.394659209358638e+21,5.063113652704394e-15,False,125752279.7243964,29430743.853399064,77591511.78889772,48160767.93549866,2586383.7262965906,1605358.9311832888,0.2340374577534549,48240969.1033539,77720723.38846062,94802400.0,1.4930485813947088,2.738927948450831,1.4930485813947088,-0.086,812742327654373.9,1625484655308747.8,2.3033130382205036e-08,False
156,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.004,0.004,0.005,0.004,0.0015,0.0025,0.0031,0.004952004165595674,0.010247564666629103,0.021820349194926134,1460872.5200926,288177.68629049277,874525.1031915464,586347.4169010536,1422214.2927431723,1066725.3453767833,0.19726408863671835,1938430.3394020097,2613976.7863470153,94802400.0,38.67122575691742,75.78408311695887,38.67122575691742,-0.086,1.3871187289196755e+31,2.774237457839351e+31,1.3495600347476836e-24,False,1889369.8936136025,33135.68190934171,961252.787761472,928117.1058521305,107543389.24798128,101894838.99245682,0.01753795380213586,176489478.55682015,186273094.4601244,94802400.0,0.44497548601522285,0.9510352656581393,0.44497548601522285,-0.086,229044761.44062743,458089522.88125485,0.0817307494057338,False,27767346.240053803,6101161.911758219,16934254.075906012,10833092.164147792,1587586.3196161885,1015602.3903888555,0.21972434308315078,10974982.026546147,17156055.842589136,94802400.0,6.609966106583606,12.264033826442143,6.609966106583606,-0.086,2.4369072197945224e+22,4.873814439589045e+22,7.681868167955303e-16,False
157,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.008,0.005,0.005,0.006,0.0038,0.0028,0.0033,0.012466928471981118,0.01535459873322476,0.021764453978433462,1105073.863884613,210074.0026982061,657573.9332914095,447499.9305932034,927582.8419542697,677656.824261961,0.19009951240701964,1256149.872542023,1735981.9307263005,94802400.0,59.36706590422254,115.30240734153303,59.36706590422254,-0.086,2.1523502111216567e+33,4.3047004222433135e+33,8.697469353857812e-27,False,747020.9738504383,18810.136770177225,382915.55531030777,364105.4185401305,23858620.985190578,21750269.969766513,0.025180198988553726,37674332.16433957,41326117.773962595,94802400.0,2.0705655924023785,4.367063735326044,2.0705655924023785,-0.086,1.4402789480894294e+16,2.8805578961788588e+16,1.2997482206368847e-09,False,5375808.139665533,1155016.5668232697,3265412.3532444015,2110395.7864211313,457157.7294542162,295455.4100989584,0.21485449941952942,2171555.2199781374,3360044.2564823967,94802400.0,33.486552058718,62.36894074998227,33.486552058718,-0.086,3.703542816260712e+30,7.407085632521424e+30,5.0546195707008666e-24,False
158,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.007,0.009,0.009,0.003,0.0031,0.0038,0.0022,0.01957217457774069,0.013909931745236873,0.022028646212637094,1969024.1034019047,435715.7219756943,1202369.9126887994,766654.1907131053,1471017.4918041797,1082679.6370834755,0.22128511338327622,2025918.1221864778,2817333.9863283606,94802400.0,36.76079607925442,71.23312854052372,36.76079607925442,-0.086,8.302081627384686e+30,1.6604163254769371e+31,2.254856172246184e-24,False,379759.9254539601,20879.29661895916,200319.61103645962,179440.31441750046,10916264.639879107,10136350.37813577,0.054980252574044826,17557590.83107468,18908586.118750144,94802400.0,4.4573176313233995,9.460821749280118,4.4573176313233995,-0.086,1.0328456735631276e+20,2.0656913471262553e+20,1.8124682592143164e-13,False,6989701.92005562,1773642.2901892376,4381672.105122429,2608029.8149331915,385370.99101726036,232640.68269540937,0.25375077656746825,2638974.152453073,4432220.982640745,94802400.0,27.01752246446041,48.789489387414946,27.01752246446041,-0.086,3.838391250329011e+29,7.676782500658022e+29,4.8770432139754903e-23,False
159,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.005,0.008,0.007,0.003,0.0013,0.0016,0.0033,0.012430204165595675,0.010796850531817219,0.021764453978433462,2318050.9492948037,504631.61995130166,1411341.2846230527,906709.664671751,1837192.8050767193,1374048.519257808,0.2176965178892295,2546792.1815163647,3481051.052592944,94802400.0,29.350162720474348,57.23440152653177,29.350162720474348,-0.086,5.803674692966114e+29,1.1607349385932228e+30,3.225542607115471e-23,False,466307.4681434137,27749.023886184892,247028.2460147993,219279.2221286144,17462917.683083635,16113481.66340014,0.05950799800969653,27910230.334546775,30247669.41390352,94802400.0,2.8008942310674705,5.932126185646741,2.8008942310674705,-0.086,4.7136272919906214e+17,9.427254583981243e+17,3.971463766727793e-11,False,84677305.82670254,19951200.78386951,52314253.30528602,32363052.521416515,2125266.5405272446,1314749.0086825457,0.23561449657716912,32443071.114977065,52443601.82609966,94802400.0,2.218294802356051,4.064242219028639,2.218294802356051,-0.086,8.191666079939955e+16,1.638333215987991e+17,2.2852494007100956e-10,False
160,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.006,0.002,0.007,0.003,0.0016,0.0014,0.0021,0.003733262001676026,0.01080236009425098,0.0220474235119276,1054230.9690724185,229501.42937975246,641866.1992260854,412364.769846333,579133.187799094,433136.6719700862,0.21769558674763922,856076.4178660602,1190872.7746237055,94802400.0,86.98913545701856,168.54350917248033,86.98913545701856,-0.086,1.859070176305322e+35,3.718140352610644e+35,1.0069549949536463e-28,False,2827638.5042601665,22640.75673295355,1425139.6304965601,1402498.8737636064,124605734.10305898,118303878.97283699,0.008006948801568027,204913128.77204794,215828167.61732727,94802400.0,0.38338775025771704,0.8199813114629937,0.38338775025771704,-0.086,40349613.61441371,80699227.22882742,0.4639449631139177,False,17175681.02027196,3612522.8444216484,10394101.932346804,6781579.087925157,1818967.8381606906,1186776.3403869022,0.21032777915227302,7086263.413964385,10861090.505506549,94802400.0,10.284420635578037,19.222889432503603,10.284420635578037,-0.086,3.94443352129353e+24,7.88886704258706e+24,4.745928635618379e-18,False
161,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.006,0.003,0.008,0.003,0.0011,0.003,0.0035,0.00498966424682928,0.01749156781049189,0.02170506531091,846775.8926496825,295563.2772163148,571169.5849329986,275606.30771668383,1384224.2020832505,793868.2281198637,0.349045455570842,1402369.112504885,2464642.8990122625,94802400.0,50.263054303337725,89.21616973841411,50.263054303337725,-0.086,5.9821349096496255e+32,1.1964269819299251e+33,3.129317590247465e-26,False,1215114.479635578,62149.395492993186,638631.9375642857,576482.5420712924,72381801.00516607,66121225.68343423,0.05114694667421974,114526773.24433899,125370583.47557476,94802400.0,0.6813733532466782,1.4381150535259806,0.6813733532466782,-0.086,34976668987.63529,69953337975.27058,0.000535213916643056,False,44881341.82281884,14854783.503338164,29868062.6630785,15013279.159740336,2737905.7441155296,1376217.2563095312,0.33097904162449987,15201331.288343988,30242181.648098182,94802400.0,4.4850943705018596,7.591842657114142,4.4850943705018596,-0.086,5.517574745228731e+20,1.1035149490457461e+21,3.392794998597516e-14,False
162,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.009,0.005,0.005,0.008,0.0028,0.0039,0.0021,0.012552347355438274,0.029014092453879318,0.0220474235119276,990129.157572431,363635.7961103252,676882.4768413781,313246.6807310529,1182754.8839003858,663996.9837312794,0.367260971287702,1191972.930146374,2157521.085325834,94802400.0,58.684918511100804,103.00063185852932,58.684918511100804,-0.086,3.9604021342483344e+33,7.920804268496669e+33,4.7267927259495246e-27,False,632981.856952368,40328.10750731035,336654.9822298392,296326.87472252885,16279043.613975838,13952992.820817973,0.06371131662679716,24169109.118667915,28198140.355956856,94802400.0,3.191592607980447,6.588087086131462,3.191592607980447,-0.086,2.512648449628695e+18,5.02529689925739e+18,7.450306071574133e-12,False,8904760.441986896,2535027.8759810952,5719894.158983996,3184866.2830029004,431576.97330203094,204092.49414310462,0.2846823216072347,3204424.203988194,5768532.329946055,94802400.0,21.86068607913129,38.44886562141103,21.86068607913129,-0.086,4.015538659818372e+28,8.031077319636744e+28,4.661890118833205e-22,False
163,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.008,0.006,0.005,0.008,0.0015,0.002,0.0037,0.013362202241465818,0.029031124256326462,0.021642183192355745,875341.9921310741,245606.91257566836,560474.4523533712,314867.5397777029,1218511.0323653875,684014.2384524969,0.2805839486549973,1225874.3829703399,2183675.5756589165,94802400.0,57.30033661147592,101.1863747961331,57.30033661147592,-0.086,2.8583558595981816e+33,5.716711719196363e+33,6.549219523223255e-27,False,532145.9001624392,33925.95014406155,283035.9251532504,249109.97500918884,11987095.83358217,10304962.24849442,0.06375309879058647,17850456.481791567,20764188.13499282,94802400.0,4.323740500061989,8.93443416154194,4.323740500061989,-0.086,8.521104032573142e+19,1.7042208065146284e+20,2.196898421664624e-13,False,35390106.2273893,12728032.193614826,24059069.210502062,11331037.016887236,1503691.825656379,708189.8135554525,0.3596494486858669,11397236.433194669,24199629.720211957,94802400.0,5.87117276101777,9.691864404950811,5.87117276101777,-0.086,1.5710530664964175e+22,3.142106132992835e+22,1.1915574590836196e-15,False
164,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.007,0.008,0.008,0.004,0.0035,0.0021,0.003,0.015557219529135038,0.023328290054192704,0.02184698675903592,952277.492253719,341161.8587937925,646719.6755237557,305557.8167299633,1334862.268232448,757154.0448545071,0.3582588705172246,1346555.7256509678,2400795.319089401,94802400.0,52.15285566030709,92.06503364135797,52.15285566030709,-0.086,9.592886501111078e+32,1.9185773002222156e+33,1.9514460009332739e-26,False,305241.0409241967,21085.58626742119,163163.31359580896,142077.72732838776,11114225.951916117,9568736.39212837,0.06907847713917856,16574146.569483705,19251095.49603972,94802400.0,4.657972437506553,9.63008147632343,4.657972437506553,-0.086,2.0189498726967358e+20,4.0378997453934717e+20,9.272146997387047e-14,False,17334484.561887443,5658692.790028172,11496588.675957806,5837895.885929636,754463.6318597309,383111.9175141323,0.3264413643120192,5875487.435011518,11570617.844331313,94802400.0,11.637125058870634,19.77518732553445,11.637125058870634,-0.086,3.4848721778965216e+25,6.969744355793043e+25,5.371789564832602e-19,False
165,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.007,0.006,0.008,0.007,0.002,0.0014,0.0011,0.011679653369461801,0.040778630201016706,0.022187161553159272,336439.29778499895,129820.21066206018,233129.75422352957,103309.54356146939,572410.1333079573,314784.349297359,0.3858651813767059,554923.7979025267,1018483.9539458752,94802400.0,125.59436274092882,219.26928960067866,125.59436274092882,-0.086,2.8746741234495123e+37,5.749348246899025e+37,6.512042477196208e-31,False,565965.4877915705,29080.420262193646,297522.9540268821,268442.5337646884,15489519.877145262,13827621.178141987,0.05138196743350394,23951646.785399463,26830285.089458283,94802400.0,3.244674229191577,6.793754929414379,3.244674229191577,-0.086,2.7910931688757453e+18,5.582186337751491e+18,6.707049484679306e-12,False,55087848.600478835,15307402.767035497,35197625.68375716,19890222.916721668,1736555.5907432165,849564.7661456617,0.2778725827187675,19944579.427817177,35325907.34479592,94802400.0,3.5270997627143457,6.242029338720243,3.5270997627143457,-0.086,2.3459296382890676e+19,4.691859276578135e+19,7.979778973103755e-13,False
166,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.008,0.006,0.004,0.003,0.0016,0.0015,0.0029,0.016423498877032094,0.005007566647522049,0.02187275096038801,2818548.684229501,714326.6136315941,1766437.6489305475,1052111.0352989535,1728144.5646336502,1331020.2850379199,0.25343774178123435,2534123.6410532757,3475593.8882984826,94802400.0,29.475542956061354,57.40702425946027,29.475542956061354,-0.086,6.150149971068174e+29,1.2300299942136348e+30,3.043828213631132e-23,False,337710.10947549995,33529.24701565248,185619.67824557621,152090.43122992374,15318600.235414663,15027480.844192551,0.09928410810007139,26028804.679950133,26533243.190049168,94802400.0,3.034968141697005,6.563671203475211,3.034968141697005,-0.086,1.0611768151936721e+18,2.1223536303873441e+18,1.764079249750992e-11,False,32729278.01340196,8629271.914455524,20679274.96392874,12050003.049473219,1294783.9532097029,750795.9226279198,0.2636560424865472,12119969.34998674,20800524.259985324,94802400.0,5.851039246024153,10.479794260906672,5.851039246024153,-0.086,7.68604465142665e+21,1.53720893028533e+22,2.4355830402995737e-15,False
167,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.006,0.006,0.007,0.005,0.0031,0.0036,0.0024,0.012249351038381354,0.014682533114698677,0.02198847152578299,679888.3103605543,189449.25041467196,434668.7803876131,245219.52997294115,280313.12329008617,208206.02448885303,0.278647606566738,436098.456521585,651661.9445000484,94802400.0,168.08771370851048,317.16543429598397,168.08771370851048,-0.086,4.7362556386198084e+38,9.472511277239617e+38,3.952489356223853e-32,False,613479.0615273808,47662.31452768812,330570.68802753446,282908.3734998464,35999730.21436151,35918655.952188335,0.07769183582080715,62213580.297092855,62354238.055646405,94802400.0,1.2733296544891308,2.769575678230648,1.2733296544891308,-0.086,42211193315562.98,84422386631125.95,4.434842639972954e-07,False,3722376.893415533,1138780.7783743907,2430578.835894962,1291798.0575205712,313949.7663030992,166857.24909640712,0.30592839225623986,1323731.938929473,2490663.9365409818,94802400.0,52.302027464758,90.44682598851878,52.302027464758,-0.086,1.1702487378907993e+33,2.3404974757815985e+33,1.5996599179196758e-26,False
168,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.008,0.009,0.005,0.001,0.0024,0.0022,0.0033,0.024671590982289035,0.0020888800095535277,0.021764453978433462,21517834.418123174,5619206.144947199,13568520.281535186,7949314.136587988,335098807.0523463,265532051.70277295,0.26114180617611227,459983698.66734886,580566737.0822644,94802400.0,0.16517929838513395,0.3315552885732653,0.16517929838513395,-0.086,3329.939918449494,6659.879836898988,5621.723051602839,True,169207.4783872923,30077.556725103866,99642.51755619809,69564.96083109421,9002399.358694855,8974445.626068704,0.1777554810920386,15544351.455418348,15592931.452154644,94802400.0,5.095559498629968,11.07996484549047,5.095559498629968,-0.086,4.2565954282417036e+20,8.513190856483407e+20,4.397880962751675e-14,False,15533662.916469334,4035322.5179059566,9784492.717187645,5749170.199281689,601664.1694841858,347615.230966718,0.2597791995104752,5780611.302164226,9839832.16580554,94802400.0,12.292911747174054,22.0864408047975,12.292911747174054,-0.086,4.211120953555377e+25,8.422241907110754e+25,4.445372195779612e-19,False
169,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.008,0.004,0.009,0.007,0.0028,0.0013,0.0037,0.010952256529191387,0.02647378441376559,0.021642183192355745,273168.33855427254,79874.91417781387,176521.6263660432,96646.71218822934,100736.43578848027,94870.44607464451,0.2924018010306289,190635.23176999716,248200.26805185524,94802400.0,396.0801611804644,786.1715839763523,396.0801611804644,-0.086,7.149709954691977e+42,1.4299419909383954e+43,2.618288031071114e-36,False,943945.565781417,64441.53067613852,504193.5482287777,439752.01755263924,34236104.91345875,33237744.430312004,0.0682682699216798,57571141.610021524,59300816.60542406,94802400.0,1.369767004149898,2.951948485059314,1.369767004149898,-0.086,104006300544748.28,208012601089496.56,1.7998909587160824e-07,False,33971688.56109997,9897994.195917437,21934841.378508702,12036847.182591267,1782205.8620038321,977993.8335855403,0.29136008880204306,12155455.808510404,22150982.811243836,94802400.0,5.7444816743159315,10.0564212981683,5.7444816743159315,-0.086,7.429141548252127e+21,1.4858283096504254e+22,2.5198066127040346e-15,False
170,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.005,0.006,0.008,0.006,0.0029,0.0026,0.0037,0.01020541630448583,0.020168431974076147,0.021642183192355745,452716.5697127229,129190.17302947734,290953.37137110013,161763.19834162277,175099.4990251907,146335.2924178782,0.28536656635178304,300681.53544703894,420277.727210029,94802400.0,247.41414603433705,478.52911789844495,247.41414603433705,-0.086,3.573418316785998e+40,7.146836633571996e+40,5.23868138025249e-34,False,727222.2962104616,53297.82411604334,390260.0601632525,336962.2360472091,41175317.844203115,40752415.56392759,0.07328959025840799,70586058.58406931,71318810.29313384,94802400.0,1.1208025415506895,2.431206220968672,1.1208025415506895,-0.086,9723576483576.615,19447152967153.23,1.9252175402351786e-06,False,6333577.493276581,1796904.9876144547,4065241.240445518,2268336.2528310632,440401.13438159775,245736.42739003184,0.28371090264893134,2307922.9907314754,4136187.3531687134,94802400.0,30.387657348773953,53.53725830076252,30.387657348773953,-0.086,1.8241231703941802e+30,3.6482463407883604e+30,1.0262464894821077e-23,False
171,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.004,0.002,0.008,0.006,0.001,0.0023,0.001,0.0018329087412703993,0.033898094223811195,0.022196331862115105,1095536.0463586499,42533.97900320141,569035.0126809257,526501.0336777242,1030131.4887898882,955769.892536932,0.03882481014164357,1737150.425525633,1872782.2879999147,94802400.0,45.04239987475221,95.569648350333,45.04239987475221,-0.086,4.963071291063318e+31,9.926142582126637e+31,3.7718579690176715e-25,False,19833349.134223096,413404.329280813,10123376.731751954,9709972.402471142,643389297.9662173,605263782.34252,0.0208438991560669,1048392589.7347696,1114428934.0145645,94802400.0,0.0748165878263952,0.1595138554946176,0.0748165878263952,-0.086,0.2302429702916236,0.4604859405832472,81305413.91248307,True,223907020.44219562,5148012.334322384,114527516.38825901,109379504.05393662,9498275.924361743,8854774.382571444,0.02299174150125144,110449522.38549457,115703084.43022971,94802400.0,0.7119460791609132,1.525518564024849,0.7119460791609132,-0.086,53313685965.715294,106627371931.43059,0.0003511293518898387,False
172,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.008,0.006,0.008,0.006,0.0025,0.0026,0.0035,0.011111915257835243,0.033918272609642426,0.02170506531091,1641820.0022570784,60130.26795269363,850975.135104886,790844.8671521924,1774667.0638439185,1646456.8469029549,0.03662415360394565,2959374.2666384443,3189433.843653755,94802400.0,26.441301779992113,56.108434970107595,26.441301779992113,-0.086,1.012719752967864e+29,2.025439505935728e+29,1.8484876931786311e-22,False,1651286.696236657,34390.31530621426,842838.5057714356,808448.1904652214,22990419.208213903,21588424.10386259,0.020826374599026958,37400986.007609114,39829492.87720148,94802400.0,2.096533196740815,4.467148268167133,2.096533196740815,-0.086,1.5675449172822434e+16,3.1350898345644868e+16,1.1942241522785903e-09,False,28032788.48663735,1148790.2009967288,14590789.34381704,13441999.14282031,1519873.8899809418,1400208.2440437826,0.04098023289921134,13659029.626428315,14826367.849206436,94802400.0,5.7216304177706245,12.111468702344734,5.7216304177706245,-0.086,1.9142622909687204e+21,3.828524581937441e+21,9.779224136796147e-15,False
173,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.009,0.003,0.006,0.002,0.0039,0.0035,0.0034,0.006252772940052104,0.008451198163696057,0.02173519632605058,8086791.213002432,224786.81639876516,4155789.0147005985,3931002.1983018336,30656716.25188508,29181546.777474716,0.027796787437437402,50696556.04931058,53261368.14221439,94802400.0,1.5503100970528003,3.318650335537632,1.5503100970528003,-0.086,456275240778549.5,912550481557099.0,4.10278672321947e-08,False,2409709.9281933256,34632.43281643443,1222171.1805048801,1187538.7476884455,84186687.14098012,82065143.45043442,0.014372033916297974,142145958.63723454,145820741.2466219,94802400.0,0.5551551404368352,1.1980551922814215,0.5551551404368352,-0.086,2836358344.4777017,5672716688.955403,0.006600012313834476,False,5048613.4787910385,133944.93718166987,2591279.2079863544,2457334.270804684,755789.7689960198,716722.4956513662,0.026531034262053443,2753101.001741374,2903167.6593850995,94802400.0,28.529763952945505,60.9942739055276,28.529763952945505,-0.086,2.3461016392240214e+29,4.692203278448043e+29,7.979193947535744e-23,False
174,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.005,0.003,0.005,0.005,0.0036,0.0033,0.0037,0.003407042236716777,0.0175584092926973,0.021642183192355745,5133083.410526049,117928.73616671213,2625506.0733463806,2507577.3371796687,4938999.116303379,4658176.364219613,0.022974248952371212,8448891.360554937,8948431.088951593,94802400.0,9.289549832071566,19.830637789310266,9.289549832071566,-0.086,5.1028970565064873e+23,1.0205794113012975e+24,3.6685043403199604e-17,False,7829940.7101813285,144537.0418549836,3987238.876018156,3842701.8341631726,373023102.984796,359722041.19087774,0.018459532096717034,623068701.7600715,646107269.851587,94802400.0,0.12642249830642296,0.2718299177709006,0.12642249830642296,-0.086,97.71334850131836,195.42669700263673,191580.78488884686,True,6059841.042659932,176775.0353697341,3118308.039014833,2941533.003645099,857534.7107290792,808921.5760024023,0.02917156310293904,3258171.075910531,3453974.8647753866,94802400.0,24.085294811876725,51.399359168990934,24.085294811876725,-0.086,3.309369048506509e+28,6.618738097013018e+28,5.656667396598812e-22,False
175,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.008,0.002,0.004,0.005,0.0035,0.0018,0.002,0.0036975900544162933,0.014093400670428335,0.02206532744846041,3230451.0997579354,86200.603338183,1658325.8515480591,1572125.2482098762,3663109.3978313226,3466926.325002036,0.026683766655573954,6207278.971097991,6557831.654697538,94802400.0,12.649699729820703,27.02679280372468,12.649699729820703,-0.086,1.8398213902214857e+25,3.6796427804429713e+25,1.0174900726502807e-18,False,8573604.662797477,124318.69391966336,4348961.678358571,4224642.984438906,299892464.4966355,290777310.2890397,0.01450016636049317,503658793.37616193,519447191.0149069,94802400.0,0.1565390593101287,0.3372084664379485,0.1565390593101287,-0.086,1159.7566369395809,2319.5132738791617,16141.31741414233,True,24855352.195439324,699848.5409767462,12777600.368208036,12077751.827231288,2874960.082846808,2717494.1611270397,0.028156854727858595,12962500.250625547,13713615.774241222,94802400.0,6.056041919471386,12.932917208727094,6.056041919471386,-0.086,3.5181649907468814e+21,7.036329981493763e+21,5.320955682645764e-15,False
176,0.118,0.155,0.03,0.2496902339425563,1.7245119855568558,3.1415926535897927,0.008,0.005,0.005,0.006,0.004,0.0014,0.0038,0.01322577006089681,0.012928992761606303,0.021609432088942074,1859955.5595851261,186071.78666086262,1023013.6731229944,836941.8864621317,612062.6598046339,501149.8875967284,0.10004098522782287,1205788.269485747,1473234.222375373,94802400.0,63.4150075440821,128.77831412319654,63.4150075440821,-0.086,3.46374205867221e+33,6.92748411734442e+33,5.4045594859266514e-27,False,856162.9574702283,49871.4044338073,453017.1809520178,403145.77651821054,27422153.63980903,26670767.938298706,0.058249897404071584,46196884.24312695,47498723.722876094,94802400.0,1.7075406016447428,3.68213630808801,1.7075406016447428,-0.086,1344610027943969.5,2689220055887939.0,1.392225225973108e-08,False,48540327.74376564,5862906.354838312,27201617.049301974,21338710.694463663,1904113.1934511382,1493709.7486124565,0.12078423503416341,21494978.030724235,27400819.536234677,94802400.0,3.527772267392343,7.055821096435739,3.527772267392343,-0.086,9.823517934764034e+18,1.964703586952807e+19,1.905630968896853e-12,False
177,0.118,0.155,0.03,0.2496902339425563,1.7245119855568558,3.1415926535897927,0.008,0.005,0.008,0.008,0.0018,0.0017,0.0036,0.013249278578691393,0.027772232005809746,0.021674060933011722,395269.8878141152,54039.17745847375,224654.5326362945,170615.35517782072,203531.35118343905,153360.91273086888,0.13671463251935578,315702.8794347455,418024.7501975225,94802400.0,238.34547151603726,470.2017289070989,238.34547151603726,-0.086,2.027217414604703e+40,4.054434829209406e+40,9.234332669567316e-34,False,1017541.0433073055,51349.10451264889,534445.0739099772,483095.9693973283,20462897.053486317,20075050.06062662,0.05046391479772581,34774362.48913332,35446806.612186715,94802400.0,2.27170646603412,4.9130483644071745,2.27170646603412,-0.086,3.655438391378727e+16,7.310876782757454e+16,5.121136781883868e-10,False,27302622.299237646,3677453.324666466,15490037.811952056,11812584.48728559,1322945.4186075921,997777.4768276076,0.13469231212890306,11938334.555081524,15658602.273432609,94802400.0,6.31520139776569,12.50138745991308,6.31520139776569,-0.086,9.161279143868433e+21,1.8322558287736866e+22,2.0433827750493925e-15,False
