design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_n_prime_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_n_prime_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_n_prime_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
53,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.005,0.008,0.008,0.009,0.0025,0.0035,0.0031,0.011908855779651754,0.038861844527626255,0.021820349194926134,578299.3534062358,81053.9977587906,329676.6755825132,248622.6778237226,519123.24785803084,397268.83625761874,0.14015923981476927,731628.8818196604,957681.340438013,94802400.0,103.09080710005853,204.22536693048946,103.09080710005853,-0.086,1.1549715253674049e+36,2.3099430507348098e+36,1.620819179420465e-29,False,1542605.5595681472,26980.07406762587,784792.8168178865,757812.7427502606,22418712.465268712,21597427.428772915,0.01748993700967793,37415516.76479176,38838278.869776316,94802400.0,2.1049132081511557,4.524364946413257,2.1049132081511557,-0.086,1.5604807339191848e+16,3.1209614678383696e+16,1.199630318599594e-09,False,19872159.68085184,2964294.787279881,11418227.23406586,8453932.446785979,892049.0026613954,660463.4724051547,0.14916822503878016,8530979.416805856,11522290.025780937,94802400.0,8.784055740796408,17.204177153643048,8.784055740796408,-0.086,4.560256475682395e+23,9.12051295136479e+23,4.105032271720802e-17,False
54,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.006,0.004,0.007,0.002,0.0038,0.003,0.004,0.007161171769595598,0.0075386096552877545,0.021541309793841633,4664825.517382393,555625.0396409832,2610225.278511688,2054600.2388707048,31549261.008715443,26418077.455596536,0.11910950100289391,45803556.974227026,54707228.83305953,94802400.0,1.6766900982652704,3.432467443459079,1.6766900982652704,-0.086,1485170611576935.2,2970341223153870.5,1.260461246275493e-08,False,2014827.1667174809,24035.10176302721,1019431.1342402541,995396.0324772268,64416083.41479789,61087995.75344972,0.011929113404890581,105812194.42380895,111576586.46572791,94802400.0,0.7423124872084604,1.5870184219640435,0.7423124872084604,-0.086,87789943006.95903,175579886013.91806,0.00021323627011030275,False,5709256.490717305,662259.6554688951,3185758.0730931,2523498.417624205,597329.6387049562,473155.9533045384,0.11599753077229318,2653238.385858769,3349546.6248589586,94802400.0,28.635312075700686,57.47332269671771,28.635312075700686,-0.086,3.6051782048919646e+29,7.210356409783929e+29,5.1925311138845566e-23,False
55,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.009,0.008,0.006,0.006,0.0033,0.0012,0.0016,0.02165210874395168,0.019403150234538123,0.02212820956701466,1418992.9344835256,180405.35255587814,799699.1435197019,619293.7909638237,1139974.9097988643,922930.9020858912,0.12713618804701146,1714330.525190978,2130292.7275515283,94802400.0,44.4568104007951,89.73571071076971,44.4568104007951,-0.086,5.787993813547712e+31,1.1575987627095424e+32,3.2342812731041433e-25,False,534619.8480549041,15120.766272425391,274870.3071636648,259749.54089123936,8423808.670091372,7861738.051874263,0.028283211570687,13619406.940570371,14593053.52613633,94802400.0,5.7512794381303225,12.228639200297037,5.7512794381303225,-0.086,1.98003012738255e+21,3.9600602547651e+21,9.454401597791052e-15,False,179718600.18647036,22105545.24003747,100912072.71325392,78806527.47321644,3784202.726747021,2955244.780245616,0.12300087590878993,78972585.03759596,101124710.08668655,94802400.0,0.9593329306301409,1.915631213461149,0.9593329306301409,-0.086,2635598599683.772,5271197199367.544,7.102750776330694e-06,False
56,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.004,0.006,0.004,0.0016,0.0028,0.0033,0.003832306273199412,0.020389515155483172,0.021764453978433462,984506.7912319321,256589.5357611418,620548.1634965369,363958.62773539516,2304673.845364575,1479635.2658450403,0.26062749190390694,2588518.3875143714,4039757.990739239,94802400.0,28.036143918260983,52.049730625580686,28.036143918260983,-0.086,4.804367747806979e+29,9.608735495613958e+29,3.8964544311881634e-23,False,2219379.2516117417,43149.09186126862,1131264.171736505,1088115.0798752366,89448902.87250775,81365768.02859628,0.019441964157290017,140933844.81762028,154934174.51909128,94802400.0,0.5532867768404097,1.166060464302409,0.5532867768404097,-0.086,3133342027.490378,6266684054.980756,0.005974451507610746,False,24117397.85116352,5838642.668134845,14978020.259649184,9139377.591514338,1497802.0259649185,913937.7591514341,0.24209256339208107,9275455.21487127,15201030.347493397,94802400.0,7.733234937051469,14.095160807337312,7.733234937051469,-0.086,1.7237477096001027e+23,3.4474954192002055e+23,1.0860057939884316e-16,False
57,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.005,0.007,0.003,0.002,0.0025,0.0015,0.0013,0.008432487289792427,0.0050935467536733494,0.022166200846974522,8880672.652292337,2133411.678384268,5507042.165338303,3373630.4869540343,19121425.86786463,12744382.52161746,0.24023086560155757,22330231.531142518,33574012.198001325,94802400.0,3.27808218931389,6.171266740885104,3.27808218931389,-0.086,6.305983796415425e+18,1.261196759283085e+19,2.968608960054925e-12,False,572165.2348228692,17800.043147746757,294982.63898530795,277182.59583756124,16435628.00985628,15592655.444508374,0.031109969750708975,27008693.815601397,28468871.052298855,94802400.0,2.908360049937747,6.218730054599416,2.908360049937747,-0.086,6.905057863198711e+17,1.3810115726397422e+18,2.7110562099371193e-11,False,51041500.20305044,11481632.467341825,31261566.335196134,19779933.86785431,1674726.7679569358,1059639.314349338,0.22494700237387688,19864900.96240689,31395854.168533187,94802400.0,3.6424321607321,6.730294922865156,3.6424321607321,-0.086,2.457705543776859e+19,4.915411087553718e+19,7.616860387283089e-13,False
58,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.005,0.008,0.006,0.003,0.0025,0.0015,0.0021,0.009637128331191347,0.015308647530252985,0.0220474235119276,2409083.858388411,611503.6830203724,1510293.7707043916,898790.0876840192,3778574.8993124524,2456344.3280642694,0.25383246037331636,4348414.193215679,6716686.0938241575,94802400.0,16.729578469939803,31.179111896896803,16.729578469939803,-0.086,1.1537332944993561e+27,2.3074665889987122e+27,1.6225587047934887e-20,False,499384.964059776,18721.229719302777,259053.0968895394,240331.8671702366,13574940.419631043,12330516.94873452,0.037488573078187155,21358434.02676014,23513913.555522952,94802400.0,3.649937632587553,7.688476725390138,3.649937632587553,-0.086,1.0579092491862061e+19,2.1158184983724122e+19,1.7695279641803218e-12,False,58621511.850028716,13619580.082616303,36120545.96632251,22500965.883706205,1693150.5921713675,1054732.7757987285,0.23233075457793112,22575004.9697612,36239400.07351844,94802400.0,3.1932889930198445,5.865909886296147,3.1932889930198445,-0.086,5.555191447559528e+18,1.1110382895119057e+19,3.3698208561694038e-12,False
59,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.006,0.007,0.005,0.007,0.0017,0.0012,0.002,0.010144482937035437,0.029749035865467153,0.02206532744846041,674862.1737465351,184312.08122193892,429587.127484237,245275.04626229807,1616057.3543014529,1013942.7702001745,0.2731107008097966,1773245.5193916562,2831866.737202793,94802400.0,40.703807735508136,74.91674052157259,40.703807735508136,-0.086,3.907477738005053e+31,7.814955476010106e+31,4.790814242631468e-25,False,596557.3698919074,17487.718739697648,307022.5443158025,289534.8255761049,13454683.684074076,11574165.448139323,0.029314395600990254,20049133.34480889,23306218.096426234,94802400.0,3.85005670949939,7.957495177212926,3.85005670949939,-0.086,2.207553529141044e+19,4.415107058282088e+19,8.479975571547715e-13,False,100927533.11397107,24520496.018765565,62724014.56636832,38203518.54760275,2688172.052844356,1637293.6520401174,0.2429515045322283,38308628.544050746,62896588.22447419,94802400.0,1.8715730094663603,3.4089151825945776,1.8715730094663603,-0.086,1.1861296763712784e+16,2.372259352742557e+16,1.5782422759432188e-09,False
60,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.006,0.008,0.008,0.0018,0.0018,0.0018,0.005773125139951757,0.05447266818660235,0.02209851523325293,322174.6485652328,98655.25661752713,210414.95259138,111759.69597385284,706401.4393980894,416795.20091256924,0.30621669661743034,730510.0602698192,1241484.3668065702,94802400.0,97.31443066044467,174.94978447352156,97.31443066044467,-0.086,1.1757084811863814e+36,2.3514169623727628e+36,1.592231433178917e-29,False,1218295.0062198096,62491.93410373497,640393.4701617723,577901.5360580373,31820510.56127451,28359102.866718937,0.051294582826566994,49122806.47928024,55118461.34406488,94802400.0,1.5815856780500865,3.3096297388157465,1.5815856780500865,-0.086,658376653667735.4,1316753307335470.8,2.8433572022508972e-08,False,25964886.53394196,7005039.086719064,16484962.810330514,9479923.723611448,1236372.2107747886,710994.2792708587,0.26978893505126234,9559575.952988647,16623472.789664274,94802400.0,7.393497561286416,13.176464031783484,7.393497561286416,-0.086,1.2136924231580498e+23,2.4273848463160996e+23,1.5424006645184634e-16,False
61,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.008,0.006,0.008,0.001,0.0017,0.0018,0.0026,0.015098494294429672,0.0039413339310575505,0.02194480338789809,12027913.949448416,2074268.86797545,7051091.408711933,4976822.540736483,13288277.792425409,10901837.786368374,0.17245458162515148,19527390.096038196,24071827.31161077,94802400.0,3.909028086742122,7.912986069779175,3.909028086742122,-0.086,2.999625809649892e+19,5.999251619299784e+19,6.240778413019771e-13,False,340331.36435477086,19127.4170562929,179729.39070553187,160601.973649239,13673456.166546721,12809244.794995997,0.05620233413560423,22186844.06688649,23683802.761999752,94802400.0,3.5327287520722788,7.521149664337026,3.5327287520722788,-0.086,6.796482259943892e+18,1.3592964519887784e+19,2.754366050556651e-12,False,29049815.58267084,5750757.977223534,17400286.779947188,11649528.802723654,1232520.3135795924,825174.956859592,0.19796194440057127,11736876.179536559,17530752.950017974,94802400.0,6.246130083279706,11.787767245267505,6.246130083279706,-0.086,1.1166075537385725e+22,2.233215107477145e+22,1.676506659597867e-15,False
62,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.005,0.007,0.009,0.007,0.0038,0.001,0.0027,0.010895137382870011,0.03102194589792696,0.021921659274819098,439039.3454940421,88878.35809253111,263958.8517932866,175080.4937007555,287143.6073726174,208419.78708258714,0.20243825298281204,401210.1721257241,563052.9541747471,94802400.0,185.26036053049967,357.7861587673068,185.26036053049967,-0.086,1.2488550783047192e+39,2.4977101566094385e+39,1.498972965334921e-32,False,1408675.8578651887,69364.73496305328,739020.296414121,669655.5614510677,33114134.745774236,32079765.43845946,0.0492410901881812,55567818.83726152,57360124.746049754,94802400.0,1.4186377023480754,3.055045448033686,1.4186377023480754,-0.086,157005258884274.28,314010517768548.56,1.192316749963017e-07,False,171273275.60623625,33330315.260768678,102301795.43350247,68971480.17273378,3653635.551196517,2463267.149026207,0.19460312849621872,69103314.91585787,102497339.02468438,94802400.0,1.062553277503716,2.0104818488601954,1.062553277503716,-0.086,12446175794783.846,24892351589567.69,1.5040764575931424e-06,False
63,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.008,0.009,0.004,0.004,0.0033,0.0029,0.0024,0.02265915822246966,0.007822596497234198,0.02198847152578299,2794874.384818606,494089.8004620154,1644482.0926403108,1150392.2921782953,3433105.538048879,2761251.6467790366,0.17678426019639626,4919037.9543588655,6169518.8028857075,94802400.0,15.465367618562329,31.11315634242468,15.465367618562329,-0.086,2.750676444094949e+26,5.501352888189898e+26,6.805598688347155e-20,False,281257.1653320095,19360.248179218812,150308.70675561414,130948.45857639534,8856798.803506888,8264334.417297296,0.06883468428747422,14314846.055112764,15341161.880533352,94802400.0,5.471689660056045,11.633393164334661,5.471689660056045,-0.086,1.1096289603806074e+21,2.2192579207612148e+21,1.6870504167067666e-14,False,8934134.91130498,1534226.7487420668,5234180.830023523,3699954.081281457,421642.3446407839,298051.85654767294,0.17172639141599522,3735795.086881219,5284883.7037127195,94802400.0,19.861796948240613,38.24545890712117,19.861796948240613,-0.086,6.744363725661224e+27,1.3488727451322448e+28,2.775651011936589e-21,False
64,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.007,0.007,0.005,0.003,0.001,0.0011,0.0027,0.015365893695346033,0.007362753124196754,0.021921659274819098,3056934.061723317,538840.8050515668,1797887.433387442,1259046.628335875,2399215.311854903,1934193.585302423,0.17626837680227897,3578898.2786046127,4527814.214502351,94802400.0,21.219937440212775,42.5573252157825,21.219937440212775,-0.086,1.110738482679428e+28,2.221476965358856e+28,1.6853652134966867e-21,False,408626.33854302455,21698.966104989777,215162.65232400715,193463.6862190174,14505120.86655334,13429802.024075948,0.053102220924765665,23261903.95078418,25124527.63788642,94802400.0,3.3625858433251206,7.130098018651571,3.3625858433251206,-0.086,3.920431523198473e+18,7.840863046396946e+18,4.774984562089058e-12,False,166730863.76829997,33675485.63458102,100203174.7014405,66527689.06685947,3578684.810765732,2375988.895244981,0.2019751165049961,66654852.65355941,100394706.90814243,94802400.0,1.0977563003761242,2.0652553703535506,1.0977563003761242,-0.086,18932658901489.566,37865317802979.13,9.887676156531381e-07,False
65,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.008,0.001,0.006,0.006,0.0015,0.0039,0.0012,0.0025128057156264838,0.017651161651264933,0.02217711788144575,896667.5617898765,168290.45978539318,532479.0107876349,364188.5510022417,472350.3764376761,360728.67116586765,0.18768434028042832,723193.4895201909,976154.972989341,94802400.0,103.63279615159296,203.01898498823329,103.63279615159296,-0.086,1.3217012346579661e+36,2.6434024693159322e+36,1.4163563980360824e-29,False,12307519.427776389,177311.4342661692,6242415.431021279,6065103.99675511,27619501833.98921,25759021900.81513,0.014406756398531579,44615935097.7373,47838380863.49652,94802400.0,0.0017554189546567524,0.003731572684445135,0.0017554189546567524,-0.086,2.6346358607332826e-20,5.269271721466565e-20,7.105346237407462e+26,True,43000086.24294594,6493598.011261557,24746842.12710375,18253244.11584219,1599314.3210368804,1096835.4553657454,0.15101360435821953,18351840.910409223,24901397.83538703,94802400.0,4.079374709622154,7.976281314506889,4.079374709622154,-0.086,6.174596069943643e+19,1.2349192139887287e+20,3.0317772673623426e-13,False
66,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.005,0.007,0.008,0.007,0.001,0.0018,0.0019,0.010871716483378811,0.03038523363942096,0.02208235802223552,458900.84424922743,132341.99882721368,295621.42153822054,163279.4227110069,394438.1108796625,248520.84097283724,0.2883890942578855,460378.1001246458,744403.3146186476,94802400.0,156.3136533047383,286.3589990500561,156.3136533047383,-0.086,2.522488776829921e+38,5.044977553659842e+38,7.421242136714647e-32,False,750156.0194023411,28892.606226675493,389524.3128145083,360631.7065878328,22817532.840312853,21402386.73239333,0.03851546275626049,37071775.36558743,39523045.73216164,94802400.0,2.1147423905748712,4.50422097807,2.1147423905748712,-0.086,1.7372698520936926e+16,3.4745397041873852e+16,1.0775528037535077e-09,False,159775728.018704,47546015.456915304,103660871.73780966,56114856.28089435,3702173.9906360586,2004102.0100319409,0.29757971405612604,56222116.37803463,103859013.11977431,94802400.0,1.2375099693340923,2.155157207362921,1.2375099693340923,-0.086,137024991565497.98,274049983130995.97,1.366174139923361e-07,False
67,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.006,0.007,0.009,0.008,0.0014,0.0027,0.001,0.013058342403597644,0.039056532454773675,0.022196331862115105,335195.62146022,100122.30074502081,217658.9611026204,117536.66035759961,313590.8442526423,194136.92479595612,0.2986981163681549,356205.4228050296,585143.637191354,94802400.0,201.25488231940074,366.4952934688493,201.25488231940074,-0.086,4.9812963183512965e+39,9.962592636702593e+39,3.758057903729751e-33,False,671347.0952403179,25506.613215947324,348426.8542281326,322920.2410121853,19883180.011187375,19312419.222618498,0.03799318325316785,33451649.97683296,34440440.5219299,94802400.0,2.357590717661508,5.081593414866002,2.357590717661508,-0.086,5.738156793152181e+16,1.1476313586304362e+17,3.262371642116878e-10,False,96151196.20817769,20837351.881931487,58494274.045054585,37656922.1631231,1955999.6487166886,1048725.232788864,0.2167144320993821,37700706.36793396,58592302.39489899,94802400.0,1.9268349071682518,3.582814624161611,1.9268349071682518,-0.086,1.4286064402086972e+16,2.8572128804173944e+16,1.3103678853124378e-09,False
68,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.008,0.006,0.006,0.003,0.0023,0.0015,0.003,0.014966598672104361,0.009746660017319235,0.02184698675903592,2132840.934838026,562452.029231279,1347646.4820346525,785194.4528033733,1948666.6291738586,1337686.0685421112,0.26371025613965593,2446373.3121966766,3634288.917451088,94802400.0,30.003558366008967,56.73724126919394,30.003558366008967,-0.086,9.26513258250422e+29,1.853026516500844e+30,2.020478372360245e-23,False,407987.92739237717,17348.63453728064,212668.2809648289,195319.64642754826,13872598.488639548,12705632.568215229,0.042522421308304574,22007667.905522272,24028986.54289734,94802400.0,3.547458229665137,7.49402848954945,3.547458229665137,-0.086,7.468475230567745e+18,1.493695046113549e+19,2.5065357281203606e-12,False,40580247.620775804,10340075.810202474,25460161.715489138,15120085.905286666,1591260.1072180711,945005.3690804166,0.2548056361516306,15208422.114934243,25608907.840150658,94802400.0,4.685094963178861,8.452292209697095,4.685094963178861,-0.086,5.487735574345227e+20,1.0975471148690455e+21,3.411243079479752e-14,False
69,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.008,0.008,0.008,0.002,0.0036,0.0012,0.0034,0.019924599525782988,0.008674655420749633,0.02173519632605058,3997470.3326839353,1049025.9757294378,2523248.1542066867,1474222.1784772486,4333387.785098806,2991759.2268380304,0.26242245430877603,5387504.138803577,7918429.7897902755,94802400.0,13.656903935237603,25.92828146084587,13.656903935237603,-0.086,9.55103931477225e+25,1.91020786295445e+26,1.959996120112965e-19,False,287228.1455336893,17555.343926256395,152391.74472997285,134836.40080371645,11007996.264155917,9953999.758595824,0.061119859593276905,17241360.57384564,19067017.81870657,94802400.0,4.5178848659152715,9.501939091578059,4.5178848659152715,-0.086,1.2759070344779322e+20,2.5518140689558644e+20,1.4671915346606528e-13,False,105601745.23469931,26796936.364743337,66199340.79972132,39402404.434977986,2482475.279989549,1477590.166311674,0.2537546733265373,39485431.40648606,66338833.06830868,94802400.0,1.8055432595177012,3.2601218795352196,1.8055432595177012,-0.086,8343306238360303.0,1.6686612476720606e+16,2.243714837402278e-09,False
70,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.008,0.003,0.005,0.003,0.0014,0.0023,0.0016,0.007481862900050175,0.008119695767640534,0.02212820956701466,1706702.8667515921,446730.3059378721,1076716.5863447322,629986.28040686,1420949.9983540347,983979.7188725689,0.26175048664923406,1817011.5505847756,2686375.867367939,94802400.0,40.43972853264863,76.60899851180037,40.43972853264863,-0.086,2.9428676712014716e+31,5.885735342402943e+31,6.3611422909672555e-25,False,1088117.577390091,19089.862854247327,553603.7201221691,534513.8572679219,42035086.00538127,39713953.402985275,0.017543933900999373,68788661.78191772,72809009.35679825,94802400.0,1.141104776120623,2.4364807501814147,1.141104776120623,-0.086,13124497362696.035,26248994725392.07,1.4263403376656655e-06,False,24762739.530964166,6645064.478882994,15703902.00492358,9058837.526040586,1832121.9005744173,1056864.3780380683,0.268349326639477,9241938.339109307,16021315.493926711,94802400.0,7.653641583908707,13.656198139799931,7.653641583908707,-0.086,1.7978551745464188e+23,3.5957103490928375e+23,1.0412407108777753e-16,False
71,0.088,0.238,0.144,0.2504722209031141,1.7175197310816706,3.1415926535897927,0.007,0.008,0.008,0.002,0.0026,0.0021,0.0024,0.013870578759930275,0.010641909503771058,0.02198847152578299,5099803.32704574,462086.024749096,2780944.6758974176,2318858.651148322,4836471.180423288,4270067.928766657,0.0906085970606983,7750970.635530115,8826551.632863045,94802400.0,9.996635353219846,20.811312716966146,9.996635353219846,-0.086,1.390618180404085e+24,2.78123636080817e+24,1.346163904930421e-17,False,386850.97925339744,21558.351346656,204204.6653000267,182646.31395337073,8947876.362349022,8167815.748878528,0.05572779313694,14148250.845913254,15499521.72594314,94802400.0,5.514823033897905,11.636624611978323,5.514823033897905,-0.086,1.2714323472112416e+21,2.542864694422483e+21,1.472355178084027e-14,False,27081159.160525266,2247746.7828068393,14664452.971666053,12416706.188859213,962354.7262655846,814846.3436438858,0.08300039039995222,12496660.204698859,14758880.744002998,94802400.0,6.158596348441658,12.65797661654673,6.158596348441658,-0.086,5.384428969679264e+21,1.0768857939358528e+22,3.4766917913516652e-15,False
72,0.088,0.238,0.144,0.2504722209031141,1.7175197310816706,3.1415926535897927,0.007,0.001,0.005,0.002,0.0036,0.0019,0.0021,0.0017298159477623619,0.006636978153416312,0.0220474235119276,2446623.7994904453,212939.6636527921,1329781.7315716187,1116842.0679188266,2909211.654984568,2589991.170582157,0.08703408496931189,4622931.8614656,5211416.00854468,94802400.0,16.791610050195455,35.081126329898616,16.791610050195455,-0.086,5.6618590959003865e+26,1.1323718191800773e+27,3.306334488888057e-20,False,7420774.755386758,275523.92449087737,3848149.3399388175,3572625.41544794,21460863474.56005,20766792550.238663,0.03712872760231321,35969139984.68127,37171306111.42647,94802400.0,0.0021912000475302895,0.004716952362399655,0.0021912000475302895,-0.086,3.225722057354435e-19,6.45144411470887e-19,5.803351828568002e+25,True,4562437.509898718,366083.88005764625,2464260.694978182,2098176.8149205362,1170523.8301146366,996633.9870872545,0.0802386617380263,2717017.4565729974,3191074.8790044193,94802400.0,28.355460086959464,58.394483431221126,28.355460086959464,-0.086,2.7350887573341796e+29,5.470177514668359e+29,6.844384830218782e-23,False
73,0.088,0.238,0.144,0.2504722209031141,1.7175197310816706,3.1415926535897927,0.004,0.006,0.006,0.003,0.0013,0.002,0.0024,0.005906906488630478,0.01195567784613651,0.02198847152578299,2720456.6890123594,249701.6481057803,1485079.1685590697,1235377.5204532896,3021289.0956839607,2660243.4493516632,0.09178666549417941,4770413.320404912,5439671.270948688,94802400.0,16.23856371080006,33.790121610957364,16.23856371080006,-0.086,3.929810905506853e+26,7.859621811013706e+26,4.763587981744267e-20,False,1186195.5610866144,49703.97915719734,617949.7701219058,568245.7909647085,30341333.81787171,28345403.770465698,0.04190201075416773,49098967.891506046,52556364.74739258,94802400.0,1.5956067457473788,3.393820973716287,1.5956067457473788,-0.086,662103186293333.4,1324206372586666.8,2.827353860778194e-08,False,85189810.37758577,7878323.604962495,46534066.99127413,38655743.386311635,2520595.295360682,2093852.7667585467,0.09247964715549309,38825496.19740826,46738416.66848987,94802400.0,1.9750816285911295,4.032073668027649,1.9750816285911295,-0.086,1.014969476058334e+16,2.029938952116668e+16,1.8443904414445754e-09,False
74,0.088,0.238,0.144,0.2504722209031141,1.7175197310816706,3.1415926535897927,0.005,0.002,0.005,0.006,0.0024,0.0018,0.003,0.002465478675903592,0.019889010597686656,0.02184698675903592,1152596.5586929875,74953.1516392807,613774.8551661341,538821.7035268535,1311746.465595736,1136187.4378933317,0.06502982424680799,2040366.2686565423,2353456.1697305785,94802400.0,37.88612669671783,78.519331365298,37.88612669671783,-0.086,7.643643428988893e+30,1.5287286857977785e+31,2.4490938351471867e-24,False,6946809.986260086,339119.5323670441,3642964.759313565,3303845.226946521,195064117.65562704,179141694.13504782,0.04881658387630866,310300104.9403766,337880601.9625017,94802400.0,0.2517198282867897,0.5322589770505063,0.2517198282867897,-0.086,323854.10343442234,647708.2068688447,57.80380671875797,True,10795403.83564055,965665.2929188131,5880534.564279681,4914869.271360869,1323120.2769629282,1105845.5860561954,0.08945152100106822,5274905.0546116205,6311309.575961188,94802400.0,14.554357942682316,29.776765837708602,14.554357942682316,-0.086,1.220992714507212e+26,2.441985429014424e+26,1.5331786813777446e-19,False
75,0.088,0.238,0.144,0.2504722209031141,1.7175197310816706,3.1415926535897927,0.005,0.003,0.004,0.003,0.001,0.0024,0.002,0.003696210508184713,0.00794914184613651,0.02206532744846041,2827890.0372313485,249452.9783731068,1538671.5078022275,1289218.529429121,4707665.429252555,4179767.7849288387,0.08821169673815685,7353465.8919729935,8297822.087166084,94802400.0,10.554535530753173,22.04291432499584,10.554535530753173,-0.086,2.564888410972119e+24,5.129776821944238e+24,7.298563134333367e-18,False,2309534.4075331367,88470.44612262558,1199002.426827881,1110531.9807052556,74197088.96847151,70922106.59493728,0.03830661532214312,122845711.7398532,128518720.97482674,94802400.0,0.6402489926048014,1.372509214108284,0.6402489926048014,-0.086,15476547106.20211,30953094212.40422,0.0012095721268795222,False,93611463.62039869,8090878.180641846,50851170.900520265,42760292.71987842,4237597.575043355,3563357.7266565347,0.08643042067423437,43203416.39678575,51378140.11404032,94802400.0,1.779062928121486,3.6476456164105344,1.779062928121486,-0.086,2930256144872500.0,5860512289745000.0,6.3885200045590334e-09,False
76,0.085,0.248,0.157,0.24984867288722923,1.6921127112393222,3.1415926535897927,0.005,0.006,0.006,0.008,0.0034,0.0034,0.0016,0.007069677795630346,0.033180082357226096,0.02212820956701466,598780.2811628876,72371.1375125404,335575.709337714,263204.57182517357,1070812.5353138356,892672.8096828717,0.12086426321853627,1568397.5523033089,1884815.5119409547,94802400.0,48.90891858224499,99.90695435860785,48.90891858224499,-0.086,1.628590160555068e+32,3.257180321110136e+32,1.1494604630068326e-25,False,1432015.5360579486,66949.30951946923,749482.4227887089,682533.1132692397,30964382.2296615,26679455.79025225,0.04675180389716109,46215213.24458843,53637119.83781194,94802400.0,1.6707325462118552,3.455102042686357,1.6707325462118552,-0.086,1338422222422010.5,2676844444844021.0,1.3986617740195815e-08,False,30507934.708711166,2093506.1495611633,16300720.429136164,14207214.279575001,815036.0214568084,710360.7139787503,0.06862169365281184,14260391.811505497,16361733.94410487,94802400.0,5.426009831295312,11.266363503088662,5.426009831295312,-0.086,1.1599107425527001e+21,2.3198214851054003e+21,1.6139172880493832e-14,False
77,0.085,0.248,0.157,0.24984867288722923,1.6921127112393222,3.1415926535897927,0.004,0.003,0.006,0.003,0.0027,0.0023,0.0026,0.0028365982238111975,0.012453587840773045,0.02194480338789809,1701665.734809284,172160.2590072157,936912.9969082499,764752.7379010342,2203676.056024729,1916159.1454309179,0.1011716081986635,3405854.424660979,3930187.0748687917,94802400.0,22.694850964229445,47.028087289598076,22.694850964229445,-0.086,1.9764345769378532e+28,3.9528691538757064e+28,9.471601144017342e-22,False,3547725.4110945296,152267.69370133895,1849996.5523979343,1697728.8586965953,143925986.47345123,135551452.40065297,0.04291980806213578,234788140.7291627,249293985.55583343,94802400.0,0.33414172593754593,0.7126889865726759,0.33414172593754593,-0.086,8290027.7233021315,16580055.446604263,2.25813478854608,True,7400254.749081589,676657.9504124838,4038456.3497470366,3361798.3993345527,774037.4670348488,644344.6932057893,0.09143711579610966,3542206.7597411294,4255177.045662534,94802400.0,21.65721219667305,44.24560963138836,21.65721219667305,-0.086,1.2521371579649426e+28,2.504274315929885e+28,1.495043884044221e-21,False
