r,l,e,ROM,QRR,theta_min,theta_max,width_r,width_l,thickness_r,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,rho,mass_crank,mass_rod,mass_slider,I_mass_crank_cg_z,I_mass_rod_cg_z,I_mass_slider_cg_z,I_area_crank_yy,I_area_crank_zz,I_area_rod_yy,I_area_rod_zz,I_area_slider_yy,I_area_slider_zz
0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,2.302277184643792,6.077925361138653,0.008,0.013,0.007,0.011,0.0021,0.0022,0.0025,7800.0,0.05033765465757613,0.22495386636876769,62.39234236790689,5.6018896339600075e-05,0.0007658259585366905,0.415999994017475,2.286666666666667e-10,2.986666666666667e-10,1.4419166666666664e-09,2.0139166666666663e-09,0.00013333333333333337,0.00013333333333333337
0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,2.302277184643792,6.077925361138653,0.007,0.02,0.02,0.009,0.0026,0.0024,0.0028,7800.0,0.12568402313910518,0.28370056466544125,62.39039426630241,0.00013942058305942698,0.0009749632827778873,0.41599999058638104,4.666666666666668e-09,5.716666666666668e-10,1.2149999999999998e-09,6.000000000000001e-09,0.00013333333333333337,0.00013333333333333337
0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,2.302277184643792,6.077925361138653,0.009,0.009,0.006,0.018,0.0022,0.0043,0.0033,7800.0,0.04852816772768347,0.25428195027509737,62.386657341840966,5.4123302475939833e-05,0.00086066952428452,0.4159999818373067,1.6199999999999998e-10,3.6449999999999993e-10,4.373999999999998e-09,1.0934999999999996e-09,0.00013333333333333337,0.00013333333333333337
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.015,0.006,0.014,0.01,0.0033,0.0049,0.0022,7800.0,0.17898858476743923,0.09021801851290673,62.39406992970709,0.00018202400793204286,0.0002799439811082995,0.41599999641230756,3.4300000000000004e-09,3.9375e-09,5e-10,1.8e-10,0.00013333333333333337,0.00013333333333333337
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.017,0.007,0.013,0.014,0.0031,0.004,0.0047,7800.0,0.18852652563778868,0.14758753288801607,62.37293486513007,0.0001928287417648925,0.00045979730269571687,0.41599992526639645,3.1124166666666666e-09,5.322416666666668e-09,1.600666666666667e-09,4.0016666666666673e-10,0.00013333333333333337,0.00013333333333333337
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.006,0.013,0.012,0.014,0.0033,0.0029,0.0045,7800.0,0.06041335392578579,0.2767772813591636,62.37518927201829,5.8583617587553077e-05,0.0008813594602052314,0.4159999371978449,8.64e-10,2.16e-10,2.972666666666667e-09,2.5631666666666662e-09,0.00013333333333333337,0.00013333333333333337
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.02,0.02,0.012,0.009,0.0026,0.0049,0.005,7800.0,0.2050619967407476,0.2752196360480348,62.369369471627515,0.0002123427871941969,0.0008916045608253712,0.41599990427959893,2.88e-09,8e-09,1.2149999999999998e-09,6.000000000000001e-09,0.00013333333333333337,0.00013333333333333337
0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,2.0578387063248202,6.027060861931182,0.014,0.014,0.013,0.015,0.0035,0.0021,0.0023,7800.0,0.15454528803301676,0.31884625162436026,62.393518580196385,0.00015534661548134834,0.0010121692572534434,0.41599999571416124,2.5631666666666662e-09,2.972666666666667e-09,3.9375e-09,3.4300000000000004e-09,0.00013333333333333337,0.00013333333333333337
0.086,0.305,0.202,0.25017997723320556,1.502948673223037,1.96740994571833,5.740281967452573,0.009,0.017,0.019,0.017,0.004,0.002,0.0029,7800.0,0.11638027984368997,0.6917613654858509,62.38969589025551,7.485030286671698e-05,0.005445904448751074,0.41599998916780473,5.14425e-09,1.1542499999999996e-09,6.960083333333336e-09,6.960083333333336e-09,0.00013333333333333337,0.00013333333333333337
0.086,0.305,0.202,0.25017997723320556,1.502948673223037,1.96740994571833,5.740281967452573,0.012,0.009,0.017,0.013,0.0046,0.004,0.0042,7800.0,0.1398153765233048,0.2794055914664275,62.37838709918038,9.219474328947423e-05,0.0021855234272666864,0.4159999523435538,4.9130000000000015e-09,2.4480000000000002e-09,1.6477499999999998e-09,7.897499999999998e-10,0.00013333333333333337,0.00013333333333333337
