design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_e_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_e_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_e_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
44,0.099,0.187,0.085,0.2502953407428976,1.9437407434150595,3.1415926535897927,0.006,0.011,0.005,0.007,0.0021,0.003,0.0035,0.051374278151954486,0.051026991780918116,0.06089910410974749,406858.2442088311,111165.00174927078,259011.62297905094,147846.62122978017,413801.67525237624,386726.34368942026,0.2732278461394832,685952.1981298878,762090.8739535339,63796312.857039526,81.10266441133804,238.25258146749695,81.10266441133804,-0.1262324277766785,1.056279628060683e+24,2.112559256121366e+24,1.772257980054931e-17,False,100056.20865546985,20249.881461185712,60153.04505832778,39903.16359714207,729388.4080076866,676015.2652939422,0.2023850566926183,1171572.5240873385,1264769.0453350572,61667681.255241424,46.26046533230461,141.60576018156274,46.26046533230461,-0.12846475529234924,6.186495609053844e+21,1.2372991218107688e+22,3.0259457345453473e-15,False,5645005.5092097055,1725417.0903916284,3685211.299800667,1959794.2094090385,175885.08476321367,93535.63272179503,0.3056537478265783,1966479.1092201304,3697781.634075356,69665662.35846618,27.8681616735918,60.908213028215535,27.8681616735918,-0.12044284217925914,2.485635219772506e+21,4.971270439545012e+21,7.531274038558772e-15,False
45,0.099,0.187,0.085,0.2502953407428976,1.9437407434150595,3.1415926535897927,0.008,0.007,0.005,0.008,0.0023,0.0025,0.0038,0.043796653183613886,0.05831280698875675,0.06063078068120439,406354.0280509171,111093.41491686797,258723.72148389253,147630.30656702456,246584.006715867,233542.7573976282,0.2733907067434009,430605.8127983596,499348.5567843638,63342180.57121437,127.68232725197238,370.98594434778965,127.68232725197238,-0.12670236733605567,3.3848100799448524e+25,6.769620159889705e+25,5.530590951296446e-19,False,78432.33706178395,29147.83128452042,53790.08417315219,24642.252888631767,2623707.103197811,2398721.805931149,0.3716302787402552,4154781.1190694757,4544712.3410912715,62212142.78443916,13.12449139955482,39.65748139014351,13.12449139955482,-0.12788652045175816,3.911790942946166e+17,7.823581885892332e+17,4.785531812163006e-11,False,2652644.8566244883,752833.6418392698,1702739.2492318791,949905.6073926092,142214.37427302785,75681.45323541225,0.2838049126550837,958907.5607415938,1720463.8140990788,68990827.91667391,57.270175314464836,128.76154580121064,57.270175314464836,-0.12108315958366107,7.189865650836076e+23,1.4379731301672152e+24,2.6036647844488078e-17,False
46,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.011,0.01,0.004,0.01,0.0035,0.0028,0.0031,0.09928396536999291,0.06225139455979974,0.061222562489361095,577924.0119726923,267223.3440213919,422573.6779970421,155350.33397565022,53290.012182492916,25644.91320477648,0.4623849130428907,161575.71285990856,432536.69154324767,63342180.57121437,290.1611940579045,580.6981935456912,290.1611940579045,-0.12670236733605567,7.751876887772184e+28,1.5503753775544368e+29,2.4148990329721233e-22,False,72870.85720894331,37121.02342683016,54995.940317886736,17874.91689105658,1490821.9323437635,1418008.6155923319,0.5094083540199437,2456128.012611742,2582764.924518495,60005175.58134841,21.607944148506675,68.46742018624536,21.607944148506675,-0.13026251358598262,1.0437394652688771e+19,2.0874789305377542e+19,1.7935510367213671e-12,False,1768833.2783136975,1325658.4215409274,1547245.8499273125,221587.4283863851,135384.01186863982,19388.89998380869,0.7494535736034618,224117.77427646774,1564914.122923758,67553884.31280793,152.49475125319205,192.84172660080196,152.49475125319205,-0.1224677321128023,5.475622282848161e+28,1.0951244565696322e+29,3.418789506105731e-22,False
47,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.011,0.008,0.007,0.009,0.0015,0.0037,0.0025,0.07925303900438774,0.0987039490756542,0.0616342367906875,333737.52208217885,156230.3283866248,244983.92523440183,88753.59684777702,304451.31930724374,119869.6004255294,0.46812335458089416,225794.96068766894,581454.1607960329,61821352.21570749,205.92160237207267,427.37736197953296,205.92160237207267,-0.12830103652015645,2.471126952840162e+27,4.942253905680324e+27,7.575491003602377e-21,False,74648.84934083921,36097.046840114286,55372.94809047675,19275.90125036246,2276984.1042028577,2185643.569308002,0.4835579805831804,3785694.7838595337,3944240.8643182153,60725821.20783358,14.183007911818313,44.631678153922294,14.183007911818313,-0.12947720025912082,4.837173543546289e+17,9.674347087092579e+17,3.870028608954096e-11,False,18162283.726991657,13131718.78753503,15647001.257263344,2515282.4697283134,733453.1839342192,117903.86576851463,0.7230213438423212,2523558.968443583,15698487.476947274,72219498.84944795,14.826907460866126,18.933109463523806,14.826907460866126,-0.11807453594785416,8.188372420517627e+20,1.6376744841035254e+21,2.2861686106378413e-14,False
48,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.003,0.003,0.007,0.005,0.0011,0.0012,0.0015,0.008034827459887725,0.05485552335030548,0.0621243252446475,335756.41111817723,156521.3209745804,246138.8660463788,89617.54507179842,84861.68984726047,44107.42361773354,0.46617522641880127,117761.19411452321,286685.99650104134,63796312.857039526,409.9291047545431,853.0161860561163,409.9291047545431,-0.1262324277766785,1.2199408580358384e+30,2.4398817160716768e+30,1.5345006175250226e-23,False,399937.61824900814,191074.42414252248,295506.0211957653,104431.59705324283,38200401.84481606,35103611.63987225,0.47776056920846144,60801328.574689776,66165696.755379535,68604285.44836812,0.9772778994528901,2.717240945852848,0.9772778994528901,-0.12145275807370924,881126069.032097,1762252138.064194,0.021245540970730354,False,6219406.199385854,3612705.4633475216,4916055.831366688,1303350.3680191664,450638.45120861306,119473.78373509023,0.5808762681723963,1319675.769579647,4977632.969418046,74656429.87747107,35.73686267491836,54.785308184669326,35.73686267491836,-0.11589146771976179,5.5234358064073963e+23,1.1046871612814793e+24,3.3891948157130904e-17,False
49,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.003,0.012,0.012,0.004,0.0016,0.0014,0.0018,0.03210012002821512,0.07535161700197042,0.0620030283522924,198114.18418914388,93938.6409993447,146026.4125942443,52087.77159489959,69631.90282803599,30876.18367583691,0.47416413612091224,74653.5471687346,189392.49945418537,62727331.620962925,632.0134247162057,1306.5902876125583,632.0134247162057,-0.12734401504436374,2.3743876594576776e+31,4.748775318915355e+31,7.884138011513985e-25,False,261603.6156840462,94711.41998250701,178157.5178332766,83446.0978507696,28356.515786304957,26638.48516682445,0.36204170854005113,95352.38813196863,184803.61772197846,63700235.179271095,532.0540109870102,1231.4567340735784,532.0540109870102,-0.12633157007759216,6.13940891798623e+30,1.227881783597246e+31,3.0491534690183646e-24,False,13230017.263682408,8741860.585377859,10985938.924530134,2244078.3391522747,366197.96415100456,74802.61130507587,0.6607595750744072,2247815.3581258864,11004233.589866735,72754613.06381544,18.629280343836424,26.03371005902144,18.629280343836424,-0.11758892010891937,2.68020352275965e+21,5.3604070455193e+21,6.9845442113012005e-15,False
50,0.114,0.2,0.064,0.2499628965134077,1.5057197479918698,3.1415926535897927,0.004,0.002,0.004,0.01,0.0012,0.0033,0.0023,0.007102930234066828,0.062282396101865894,0.061751858019637895,578240.2244442158,267360.5388001049,422800.3816221603,155439.84282205542,44502.77738876024,20411.814057674892,0.46236931900938316,159409.75878508997,429769.303563883,63342180.57121437,293.561938462997,585.5605231871855,293.561938462997,-0.12670236733605567,8.62315656264926e+28,1.724631312529852e+29,2.1708987728559484e-22,False,1106872.8033570081,192014.99624780106,649443.8998024046,457428.9035546036,3685961395.9209113,3390220657.914599,0.17347521383255904,5872034446.194427,6384272445.5050535,69037952.89120005,0.01017572252064349,0.0281487729581616,0.01017572252064349,-0.12103824200531095,3.784039324661355e-08,7.56807864932271e-08,494709446542956.0,True,3384335.5793939484,2009694.2864316388,2697014.9329127935,687320.6464811548,404552.23993691907,103098.09697217323,0.5938224030347268,710138.9468809069,2786552.905090541,73964587.8866962,65.06042267055163,98.66468496658855,65.06042267055163,-0.11650390929413053,8.429794658545266e+25,1.6859589317090532e+26,2.2206946620014727e-19,False
51,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.012,0.006,0.012,0.004,0.0016,0.0039,0.004,0.0609824346129848,0.07297329696759541,0.06043964618415997,184997.44675484215,66234.91857216759,125616.18266350488,59381.26409133728,46032.941046781576,34877.41103032873,0.3580315281861259,84707.94487898187,148783.46793646272,62727331.620962925,602.9706369988288,1477.5703990137472,602.9706369988288,-0.12734401504436374,8.803239310404918e+30,1.7606478620809835e+31,2.1264899589715853e-24,False,61619.97494825306,29405.64918410972,45512.81206618139,16107.16288207167,2271275.1234674454,2227994.753526734,0.47720969066936264,3859033.7269741595,3934227.176397971,61381278.632498465,14.081476630532933,44.26901707483181,14.081476630532933,-0.12877097607953358,5.2302129466367763e+17,1.0460425893273553e+18,3.579204172181491e-11,False,8547672.240965553,5103585.753719065,6825628.997342309,1722043.2436232436,455041.933156154,114802.88290821621,0.5970731691441833,1733485.5172976134,6870982.512869003,71722496.3373247,26.045072661351977,40.09544794523682,26.045072661351977,-0.1185287992276737,1.6138888333504778e+22,3.2277776667009555e+22,1.159931193100628e-15,False
52,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.007,0.007,0.007,0.008,0.0025,0.0011,0.0013,0.04126345476167761,0.08468443434835161,0.0621929376282019,311518.3479942835,106234.59982363,208876.47390895674,102641.87408532674,181184.5752900227,130378.24618112214,0.3410219671092357,248054.0577123139,376978.68947954715,62212142.78443916,209.74372237233712,551.9710791954685,209.74372237233712,-0.12788652045175816,1.4567165736588587e+27,2.9134331473177173e+27,1.2850818298154371e-20,False,104102.38116756016,48652.4711505593,76377.42615905973,27724.95500850043,4460138.3844653005,4117661.303017927,0.46735214511808043,7132052.474024858,7725563.845892991,62658173.25503553,7.702989295761662,23.220413865277923,7.702989295761662,-0.12741658089238098,6556087260974334.0,1.3112174521948668e+16,2.855361628792281e-09,False,17312299.644350436,7412532.790709563,12362416.21753,4949883.4268204365,485666.3514029642,194459.70605366,0.4281656939278146,4961329.425763528,12391002.790335571,74656429.87747107,10.856615474880192,19.882053645786982,10.856615474880192,-0.11589146771976179,6.019241919091851e+18,1.2038483838183703e+19,3.1100261879529784e-12,False
53,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.007,0.011,0.011,0.011,0.0025,0.0035,0.0031,0.06481933749523923,0.1837948566295097,0.061222562489361095,199495.38002502077,70058.84012634735,134777.11007568406,64718.26994933671,162458.80797170053,90131.29647085906,0.3511802635106665,168995.28477383294,311999.1382409744,59699982.27943074,287.62877757989327,717.2640336193238,287.62877757989327,-0.1305979405071063,7.402712167231626e+27,1.4805424334463252e+28,2.528802900491628e-21,False,103866.19563185025,53850.20114668709,78858.19838926867,25007.99724258158,2786964.8036019355,2651560.4339512587,0.5184574328452066,4592705.477669284,4827808.722909507,61161195.48363261,11.752637566222175,36.62220476020337,11.752637566222175,-0.12900726069974364,1.2577064670716573e+17,2.5154129341433146e+17,1.488423609968878e-10,False,6616120.15811806,3965211.1977428105,5290665.677930435,1325454.4801876247,300606.00442786573,75309.91364702415,0.5993257533083719,1331857.472979002,5316223.774948282,68378040.98550668,32.80352566786283,51.89467263318464,32.80352566786283,-0.12167005253512095,3.6940639774932583e+22,7.388127954986517e+22,5.0675895474618e-16,False
54,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.008,0.005,0.009,0.003,0.0038,0.003,0.004,0.033726820414948594,0.04092344207441249,0.06043964618415997,246423.51609626718,86732.52874607216,166578.02242116968,79845.4936750975,76734.38787397795,64620.834796955205,0.35196530801950515,137487.67119195146,213102.64287645518,64688228.512790635,389.62117176248955,984.0545678414952,389.62117176248955,-0.12531912511082055,5.903018266378738e+29,1.1806036532757476e+30,3.1712590331325467e-23,False,91582.09646898079,44574.25637883094,68078.17642390587,23503.920045074923,4510422.980688712,3718919.834439294,0.4867136492548892,6441400.984197106,7812578.385672667,63342180.57121437,8.484121903608472,24.20376731632326,8.484121903608472,-0.12670236733605567,1.805585285142456e+16,3.611170570284912e+16,1.03678292872901e-09,False,380503.170641628,184614.61873114549,282558.89468638675,97944.27595524125,47876.79392308219,12800.016364164549,0.48518549377614095,100422.12131380758,294475.9602335179,67057021.74685885,474.55345290693543,873.6431401443879,474.55345290693543,-0.12295334795173707,2.879669230544184e+31,5.759338461088368e+31,6.500746614034695e-25,False
55,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.011,0.011,0.008,0.008,0.0033,0.0012,0.0016,0.10227926628736754,0.09684844461841599,0.062086343389465594,273043.7053644806,93871.92146511673,183457.81341479867,89585.89194968194,183160.4743418923,124807.11498289026,0.3437981525331594,234000.17069967548,366469.7086886992,61769287.36939207,219.92379149186223,574.5500512888497,219.92379149186223,-0.12835646001113532,1.8203902911724454e+27,3.640780582344891e+27,1.0283509031430368e-20,False,64805.06999708214,35197.904282067284,50001.48713957471,14803.582857507427,1565520.164725661,1418289.359421056,0.5431350399536962,2456593.834398838,2712021.4429838406,59699982.27943074,21.383998518619304,66.74901912504185,21.383998518619304,-0.1305979405071063,9.29696249405614e+18,1.859392498811228e+19,2.0135608820588793e-12,False,23162961.671728153,10589425.521120606,16876193.59642438,6286768.075303773,460259.8253570285,171457.31114464835,0.4571706188179582,6293778.3295325525,16895011.91548879,73964587.8866962,8.328398809842941,14.87787833494556,8.328398809842941,-0.11650390929413053,6.200947668210565e+17,1.240189533642113e+18,3.0188934017245326e-11,False
56,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.011,0.01,0.01,0.003,0.001,0.0019,0.029527728375804987,0.23874858652840555,0.0619576951703011,502698.4383113138,187168.00850623424,344933.223408774,157765.2149025398,233351.7590651998,175286.80265704586,0.37232661620150853,342149.4594332059,531354.9275085687,60311929.067172,147.64262355318985,394.9608097652253,147.64262355318985,-0.12992708666485894,4.539936184205212e+25,9.079872368410424e+25,4.123405977627686e-19,False,395713.35442564887,95968.45399940746,245840.90421252817,149872.4502131207,298302.3294619678,278907.1011419612,0.24252012959911137,505795.6746900084,572180.5567050864,63020014.87380736,108.5706567808691,320.04416234067435,108.5706567808691,-0.12703779425717937,8.149663485776737e+24,1.6299326971553474e+25,2.2970273598009566e-18,False,78243769.2947762,56601021.619648784,67422395.4572125,10821373.837563708,1532327.1694821022,245940.3144900842,0.7233933401956857,10829754.920919621,67474613.66211553,75421685.75701076,3.5299716105603665,4.405884451186867,3.5299716105603665,-0.11522061387751442,8877181145321082.0,1.7754362290642164e+16,2.1087775154691752e-09,False
57,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.006,0.01,0.004,0.007,0.0036,0.003,0.0032,0.04044710719387977,0.06646397608775832,0.061145373557862384,1240689.200926145,449821.8332214441,845255.5170737946,395433.68385235046,431600.8791821797,375150.31144987233,0.36255803055726027,760645.1648882345,1128403.6715095264,64562488.99769557,70.83269857250676,182.63159392844636,70.83269857250676,-0.1254471144498167,6.580044899426683e+23,1.3160089798853367e+24,2.8449653894658175e-17,False,84036.0976670802,39695.87494840419,61865.9863077422,22170.111359338007,1191896.548404607,1135191.0022887066,0.4723669476617596,1966333.4785507265,2065352.1604216257,61982933.66479495,27.777870420648348,85.57214795346445,27.777870420648348,-0.12812932837122556,1.2419840582496598e+20,2.4839681164993197e+20,1.5072657233928008e-13,False,911909.4987328532,695527.1925352466,803718.34563405,108191.1530988033,70777.58723582467,10665.248124616155,0.7627151526568356,109756.85929147016,813013.8865194792,67057021.74685885,301.2023119714357,373.87401103272634,301.2023119714357,-0.12295334795173707,1.397603087761472e+31,2.795206175522944e+31,1.3394360790933607e-24,False
58,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.012,0.009,0.003,0.002,0.002,0.0021,0.032359093855247996,0.06451016835383236,0.0618596774795091,560224.4760794399,207687.66697444132,383956.07152694056,176268.40455249927,133614.09808299612,116707.04977746384,0.37072222982451625,268201.70925399003,448308.4278507361,64688228.512790635,197.07378981843647,481.5005149739763,197.07378981843647,-0.12531912511082055,2.853670014451698e+27,5.707340028903396e+27,6.55997361474776e-21,False,114112.87743168291,57004.195090011606,85558.53626084726,28554.34117083565,54771.47499462139,50117.31738442534,0.4995421758963082,91381.5457580695,127749.78100317052,62727331.620962925,580.9568670292463,1574.3983532573748,580.9568670292463,-0.12734401504436374,4.853079868772363e+30,9.706159737544726e+30,3.857344306335395e-24,False,5696352.805916588,4150776.806297111,4923564.80610685,772787.9998097385,205148.53358778538,32199.499992072422,0.7286727047499331,774797.8549590562,4936369.937761314,70030306.25476688,46.98369739896782,60.407960774633096,46.98369739896782,-0.12009942588139734,6.691561316427736e+24,1.3383122632855472e+25,2.797553383250413e-18,False
59,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.011,0.004,0.009,0.0032,0.0023,0.0013,0.02941247736762515,0.08576459804152789,0.0621929376282019,1244631.8272573033,451253.58551508794,847942.7063861956,396689.1208711077,118088.58191080004,88443.71723682794,0.36255989573196096,425240.087448839,872262.3302921301,63700235.179271095,117.9026986993897,265.89545829183584,117.9026986993897,-0.12633157007759216,4.450985882918892e+25,8.901971765837784e+25,4.205809789655791e-19,False,250651.3655511182,59953.06848084373,155302.21701598095,95349.14853513722,140020.05128440884,131678.78361695766,0.23918907582658597,247203.0871386932,287985.45604794746,63020014.87380736,221.29497138991968,644.6326334749011,221.29497138991968,-0.12703779425717937,2.283546811436772e+27,4.567093622873544e+27,8.19777370283978e-21,False,7378485.261089277,3811586.1317547658,5595035.696422022,1783449.5646672559,202042.95570412854,64402.34539076201,0.5165811134509287,1786934.6199532084,5605969.0074139405,73333818.00882263,27.798093306547077,46.66637323972064,27.798093306547077,-0.11706730092865392,2.378064378922245e+22,4.75612875784449e+22,7.871948365201127e-16,False
60,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.005,0.005,0.008,0.006,0.0016,0.0028,0.0033,0.016880442504925996,0.11464546824429968,0.06106573418409388,627627.7456194178,231653.78769799412,429640.76665870595,197986.9789607118,147342.32580411306,130163.75843891251,0.369094243068191,300044.4231623378,499720.39311516675,62727331.620962925,171.88243363978907,431.37681600673335,171.88243363978907,-0.12734401504436374,4.279894084617729e+26,8.559788169235458e+26,4.373940015777757e-20,False,182888.56742613978,49190.026193949976,116039.29681004488,66849.2706160949,11555366.104098292,11009206.464760734,0.26896173383727523,19068622.125790067,20014817.573928457,64955125.92726575,2.98503335014997,8.82726808721712,2.98503335014997,-0.12504827466097604,5086046829251.647,10172093658503.295,3.6806582063567885e-06,False,5451455.46018108,3939631.1661683903,4695543.313174735,755912.1470063447,375643.46505397884,60472.97176050756,0.722675108499837,763134.4016176857,4740406.2109078,71722496.3373247,48.88874949155304,62.686918165883235,48.88874949155304,-0.1185287992276737,1.6370275223413463e+25,3.2740550446826926e+25,1.1435360581614327e-18,False
61,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.011,0.008,0.01,0.001,0.0017,0.0018,0.0026,0.07777757577772251,0.013838338943254997,0.061571750512807596,765900.1646607416,143425.28986173135,454662.72726123646,311237.4373995051,103132.76225508102,89950.79921362973,0.1872636885060106,348054.85383273003,488494.9288495375,68218665.5135579,163.57445783202067,412.40821185059764,163.57445783202067,-0.12182355533217275,2.102518053129435e+27,4.20503610625887e+27,8.903609637090503e-21,False,69811.35792106348,20866.53105649366,45338.944488778565,24472.41343228491,1083184.4072521843,1040693.7667348518,0.29889879924822105,1802700.5983749833,1876678.1823824123,60725821.20783358,29.78729388224698,93.76582856983867,29.78729388224698,-0.12947720025912082,1.490151904924109e+20,2.980303809848218e+20,1.2562477649520825e-13,False,8213742.936408553,5472316.32738064,6843029.631894597,1370713.3045139564,363535.94919440045,72819.1443023039,0.6662390544417747,1376503.8490692023,6871937.841835992,71258750.11984718,29.81106235747295,41.82608217748573,29.81106235747295,-0.11895551398745957,9.310668908020449e+22,1.8621337816040898e+23,2.01059668053217e-16,False
62,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.006,0.01,0.012,0.009,0.0038,0.001,0.0027,0.05259332928385718,0.14936377125562553,0.0615068137926579,152796.45106260918,54668.76984136582,103732.61045198751,49063.84061062168,101196.7262320238,39252.4172196711,0.35778821733866706,83842.21626499317,203673.2350394163,60064110.31999475,550.1874125459607,1199.9355110648585,550.1874125459607,-0.1301979371147035,1.9679208662742975e+30,3.935841732548595e+30,9.512577624851875e-24,False,173944.38588386224,90748.88390738431,132346.63489562328,41597.750988238964,3010821.0950988494,2983042.1411451316,0.5217120601292345,5166947.998618766,5216574.223745397,61982933.66479495,10.620088054185558,33.22571980988634,10.620088054185558,-0.12812932837122556,6.599028069035944e+16,1.3198056138071888e+17,2.8367813872225e-10,False,52947112.230281405,26209910.58270908,39578511.40649524,13368600.823786162,989462.7851623811,334215.0205946541,0.49502058712314745,13381128.0176863,39615598.88432507,75421685.75701076,3.8544945594921636,6.509835987378803,3.8544945594921636,-0.11522061387751442,1415466387593425.2,2830932775186850.5,1.3225322878791724e-08,False
63,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.011,0.012,0.006,0.005,0.0033,0.0029,0.0024,0.11708815392578578,0.041370065412961676,0.0616942726262976,304518.528224552,104696.711879314,204607.620051933,99910.908172619,256988.16789099766,160601.45650812943,0.34381064590628335,295568.3898346967,489890.83834179933,64324620.46266575,178.27802248549403,439.2334924894116,178.27802248549403,-0.12568992236928409,1.090940407533832e+27,2.181880815067664e+27,1.715950740363374e-20,False,69538.48408075879,29068.561059432915,49303.522570095854,20234.961510662935,1154595.2417432712,1021680.1186667801,0.41802120715881624,1769717.5617324465,2000425.2933080075,59422718.22223732,29.47808883715888,91.5084688472098,29.47808883715888,-0.1309041612942907,1.0263796603828062e+20,2.0527593207656124e+20,1.823886493718908e-13,False,2655465.317233351,1932217.037613478,2293841.177423415,361624.1398099365,157701.58094785974,24861.659611933123,0.7276378362292438,364178.97365067,2310046.9071305892,68677366.32671957,99.15267277092028,129.0092966639042,99.15267277092028,-0.12138272129801346,1.8240500785015535e+27,3.648100157003107e+27,1.0262876124200697e-20,False
64,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.01,0.007,0.004,0.011,0.002,0.0012,0.0035,0.06179231789591504,0.06028718974647701,0.06089910410974749,448931.86007546546,171907.86288816173,310419.8614818136,138511.99859365186,55784.11968062156,28762.297332355625,0.38292640415243423,147198.4476749409,325109.35764449177,63020014.87380736,332.353389369716,730.4558512783175,332.353389369716,-0.12703779425717937,1.3518307910605696e+29,2.703661582121139e+29,1.3847886972091643e-22,False,78758.80005636247,29648.37247675898,54203.58626656073,24555.213789801743,2141646.9478452518,2036002.8620946624,0.37644520301911155,3526545.8910805676,3709837.3247905094,61473858.67859831,15.373400702449095,47.67575040019087,15.373400702449095,-0.12867183377861996,1.0876846021208195e+18,2.175369204241639e+18,1.721087157389086e-11,False,10865541.852705736,3325262.1004542364,7095401.9765799865,3770139.8761257497,345413.29034683196,120252.78905484237,0.3060373928453628,3775888.8867894253,7120580.048893479,73964587.8866962,15.199333912744594,31.66163295985005,15.199333912744594,-0.11650390929413053,4.977927300309337e+19,9.955854600618674e+19,3.760601324739457e-13,False
65,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.005,0.007,0.009,0.011,0.0023,0.0035,0.0039,0.03061553674528488,0.13691388851996047,0.06053643865381708,202632.50035627553,70461.34817705475,136546.92426666513,66085.57608961039,200783.74066547287,78336.71611629229,0.34772974746482993,150921.2597441109,373613.9639702268,60344367.08739388,305.38753976289297,657.7251334180892,305.38753976289297,-0.1298917163275191,2.5162123444129617e+28,5.032424688825923e+28,7.439753660523202e-22,False,228189.10845700616,105595.16152112925,166892.1349890677,61296.97346793846,11570495.835317692,10878688.772710266,0.4627528554502625,18842541.37741068,20041381.55442467,63796312.857039526,2.9686958274274096,8.87256156239161,2.9686958274274096,-0.1262324277766785,4220805847833.582,8441611695667.164,4.435172020435017e-06,False,3699911.5291921296,2168146.281194788,2934028.905193459,765882.6239986708,241009.51721231983,62911.786971319365,0.5859994932549643,773595.4191713284,2963575.9444750985,68990827.91667391,57.640919656829055,92.31580958690027,57.640919656829055,-0.12108315958366107,4.2360277729906275e+24,8.472055545981255e+24,4.4192344817379976e-18,False
66,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.006,0.009,0.01,0.009,0.001,0.0018,0.0019,0.047109107807461074,0.13710902558516708,0.0619576951703011,221548.58799123828,90641.4613704356,156095.02468083694,65453.56331040134,145482.81378786283,57275.13569441017,0.4091267842971775,118850.71500192168,296414.24401167536,60652854.559925005,388.6184633387325,830.7948756849086,388.6184633387325,-0.1295562894063954,1.887369947396788e+29,3.774739894793576e+29,9.918564204023767e-23,False,129834.65029023093,62743.97433014649,96289.31231018872,33545.33798004222,3918197.4338894007,3820515.903468942,0.4832606256487718,6617412.681379144,6787200.087258193,62333304.85219989,8.31850397985287,25.737408902045548,8.31850397985287,-0.12775853111276203,1.0668350656296722e+16,2.1336701312593444e+16,1.7547229748162615e-09,False,64343987.11159983,43929441.77075493,54136714.44117738,10207272.67042245,1503797.6233660388,283535.35195617925,0.682728002145136,10219079.814532217,54199336.45683965,75421685.75701076,4.0370351030613865,5.355611329322934,4.0370351030613865,-0.11522061387751442,1.4690794645669208e+16,2.9381589291338416e+16,1.2742673525505026e-09,False
67,0.111,0.194,0.068,0.2497310404864361,1.6111570779737747,3.1415926535897927,0.008,0.009,0.012,0.011,0.0014,0.0027,0.001,0.06297888170259787,0.20108852042354233,0.06227747788651,184852.1319354576,76473.61959356263,130662.87576451013,54189.25617094749,137780.66790649056,48730.83842371109,0.41370158295098225,100302.33957786868,272072.2779875372,59422718.22223732,444.19911967459495,926.4863492995795,444.19911967459495,-0.1309041612942907,3.421773619601427e+29,6.843547239202855e+29,5.470847017103524e-23,False,121760.01845612105,69774.54508131814,95767.2817687196,25992.736687401455,5001408.752029234,4805715.93317509,0.5730497249100119,8323784.746945303,8663223.41203788,61381278.632498465,6.512784541227386,20.309638799905727,6.512784541227386,-0.12877097607953358,1336571218644950.0,2673142437289900.0,1.4005987663701762e-08,False,36773197.05787386,26342014.0331186,31557605.54549623,5215591.512377631,1075648.2928243629,190656.0297666472,0.7163373364481035,5226035.207405775,31612553.290025502,75421685.75701076,7.421629231263129,9.365179668163902,7.421629231263129,-0.11522061387751442,4.951232259919774e+18,9.902464519839547e+18,3.780876965021093e-12,False
