design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,utilization,check_static_passed,n_buck,P_cr,N_max_comp,check_buckling_passed,n_rod,S_e_rod,sigma_a_eq_rod,sigma_m_eq_rod,n_f_rod,n_y_rod,N_f_rod,t_f_rod,check_fatigue_rod_passed,n_crank,S_e_crank,sigma_a_eq_crank,sigma_m_eq_crank,n_f_crank,n_y_crank,N_f_crank,t_f_crank,check_fatigue_crank_passed,n_pin,S_e_pin,sigma_a_eq_pin,sigma_m_eq_pin,n_f_pin,n_y_pin,N_f_pin,t_f_pin,check_fatigue_pin_passed,D_rod,check_miner_rod_passed,D_crank,check_miner_crank_passed,D_pin,check_miner_pin_passed,sigma_max,tau_max,theta_sigma_max,theta_tau_max,pass_fail,total_mass,volume_envelope,tau_A_max,E_rev,F_A_max,F_B_max,F_C_max,n_static_rod,n_static_crank,n_static_pin
52,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.007,0.007,0.007,0.008,0.0025,0.0011,0.0013,0.04126345476167761,0.08468443434835161,0.0621929376282019,0.09617944246861353,True,9080.927691476836,5784.812131160482,0.6370287626659534,True,209.74372237233712,62212142.78443916,248054.0577123139,376978.68947954715,209.74372237233712,551.9710791954685,1.4567165736588587e+27,2.9134331473177173e+27,True,7.702989295761662,62658173.25503553,7132052.474024858,7725563.845892991,7.702989295761662,23.220413865277923,6556087260974334.0,1.3112174521948668e+16,True,10.856615474880192,74656429.87747107,4961329.425763528,12391002.790335571,10.856615474880192,19.882053645786982,6.019241919091851e+18,1.2038483838183703e+19,True,1.2850818298154371e-20,True,2.855361628792281e-09,True,3.1100261879529784e-12,True,17312299.644350436,8577799.687483227,0.7853981633974483,0.5235987755982988,1,0.18814082673823113,0.0018469178014592475,0.08754360032291385,0.051971361729228546,1.018818133517911,0.6463454052502678,0.3305898750767248,577.8150826714807,1729.0670778248314,10.39723223937727
53,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.007,0.011,0.011,0.011,0.0025,0.0035,0.0031,0.06481933749523923,0.1837948566295097,0.061222562489361095,0.05438525237553194,True,20311.456279024434,23631.53861950909,1.1634586065556163,True,287.62877757989327,59699982.27943074,168995.28477383294,311999.1382409744,287.62877757989327,717.2640336193238,7.402712167231626e+27,1.4805424334463252e+28,True,11.752637566222175,61161195.48363261,4592705.477669284,4827808.722909507,11.752637566222175,36.62220476020337,1.2577064670716573e+17,2.5154129341433146e+17,True,32.80352566786283,68378040.98550668,1331857.472979002,5316223.774948282,32.80352566786283,51.89467263318464,3.6940639774932583e+22,7.388127954986517e+22,True,2.528802900491628e-21,True,1.488423609968878e-10,True,5.0675895474618e-16,True,6616120.15811806,5438525.237553194,4.4505895925855405,0.5235987755982988,1,0.30983675661411003,0.0022791751592475813,0.15773138473673487,0.07593946634940515,1.8452729477992758,1.20522604936805,0.45469912003225343,902.2765338095767,1732.998873261933,27.206277349594053
54,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.008,0.005,0.009,0.003,0.0038,0.003,0.004,0.033726820414948594,0.04092344207441249,0.06043964618415997,0.08229342815128005,True,974.4957629185449,392.21801000892765,0.40248303269607133,True,389.62117176248955,64688228.512790635,137487.67119195146,213102.64287645518,389.62117176248955,984.0545678414952,5.903018266378738e+29,1.1806036532757476e+30,True,8.484121903608472,63342180.57121437,6441400.984197106,7812578.385672667,8.484121903608472,24.20376731632326,1.805585285142456e+16,3.611170570284912e+16,True,474.55345290693543,67057021.74685885,100422.12131380758,294475.9602335179,474.55345290693543,873.6431401443879,2.879669230544184e+31,5.759338461088368e+31,True,3.1712590331325467e-23,True,1.03678292872901e-09,True,6.500746614034695e-25,True,380503.170641628,8229342.815128005,0.5235987755982988,0.5235987755982988,1,0.13508990867352105,0.0015954226114733073,0.057233043668984795,0.04030431804472163,0.6881447754044502,0.4034427633749347,0.26805468388196846,730.4497673415294,1965.4496559921697,473.0578189308459
55,0.107,0.193,0.076,0.24996449076047664,1.7153350747645895,3.1415926535897927,0.011,0.011,0.008,0.008,0.0033,0.0012,0.0016,0.10227926628736754,0.09684844461841599,0.062086343389465594,0.12868312039848973,True,9422.015832882607,6611.213864183408,0.701677218702014,True,219.92379149186223,61769287.36939207,234000.17069967548,366469.7086886992,219.92379149186223,574.5500512888497,1.8203902911724454e+27,3.640780582344891e+27,True,21.383998518619304,59699982.27943074,2456593.834398838,2712021.4429838406,21.383998518619304,66.74901912504185,9.29696249405614e+18,1.859392498811228e+19,True,8.328398809842941,73964587.8866962,6293778.3295325525,16895011.91548879,8.328398809842941,14.87787833494556,6.200947668210565e+17,1.240189533642113e+18,True,1.0283509031430368e-20,True,2.0135608820588793e-12,True,3.0188934017245326e-11,True,23162961.671728153,2983809.524146717,0.7853981633974483,0.5235987755982988,1,0.26121405429524913,0.0022241605864381573,0.12258032496210858,0.05491881063683273,1.7108115508651658,0.7144552494649614,0.34586379197620404,659.2351204717266,2777.560459515043,7.771026976213551
56,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.011,0.01,0.01,0.003,0.001,0.0019,0.029527728375804987,0.23874858652840555,0.0619576951703011,0.4346876071932011,True,4716.850029005259,6463.030383585346,1.370200524469153,True,147.64262355318985,60311929.067172,342149.4594332059,531354.9275085687,147.64262355318985,394.9608097652253,4.539936184205212e+25,9.079872368410424e+25,True,108.5706567808691,63020014.87380736,505795.6746900084,572180.5567050864,108.5706567808691,320.04416234067435,8.149663485776737e+24,1.6299326971553474e+25,True,3.5299716105603665,75421685.75701076,10829754.920919621,67474613.66211553,3.5299716105603665,4.405884451186867,8877181145321082.0,1.7754362290642164e+16,True,4.123405977627686e-19,True,2.2970273598009566e-18,True,2.1087775154691752e-09,True,78243769.2947762,1778267.4839721865,0.5235987755982988,0.5235987755982988,1,0.33023401007451164,0.0021487258096279977,0.1305096990275653,0.03688392892713253,1.6808441966703225,1.3966480159411563,0.500699594165446,358.06755359070485,454.8747167283697,2.3005026677826135
57,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.006,0.01,0.004,0.007,0.0036,0.003,0.0032,0.04044710719387977,0.06646397608775832,0.061145373557862384,0.023270875506933134,True,1834.1925179558134,886.7277686279097,0.48344312821434776,True,70.83269857250676,64562488.99769557,760645.1648882345,1128403.6715095264,70.83269857250676,182.63159392844636,6.580044899426683e+23,1.3160089798853367e+24,True,27.777870420648348,61982933.66479495,1966333.4785507265,2065352.1604216257,27.777870420648348,85.57214795346445,1.2419840582496598e+20,2.4839681164993197e+20,True,301.2023119714357,67057021.74685885,109756.85929147016,813013.8865194792,301.2023119714357,373.87401103272634,1.397603087761472e+31,2.795206175522944e+31,True,2.8449653894658175e-17,True,1.5072657233928008e-13,True,1.3394360790933607e-24,True,1240689.200926145,2327087.5506933136,4.71238898038469,0.5235987755982988,1,0.1680564568395005,0.0020079472221006464,0.055663227698582354,0.019157444623655897,0.828987090949064,0.48344313070539263,0.2966886923625682,145.0806534510289,2141.936679557553,197.3880086237939
58,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.012,0.009,0.003,0.002,0.002,0.0021,0.032359093855247996,0.06451016835383236,0.0618596774795091,0.03164640447731438,True,330.4171324315741,157.05163832112387,0.4753132416753469,True,197.07378981843647,64688228.512790635,268201.70925399003,448308.4278507361,197.07378981843647,481.5005149739763,2.853670014451698e+27,5.707340028903396e+27,True,580.9568670292463,62727331.620962925,91381.5457580695,127749.78100317052,580.9568670292463,1574.3983532573748,4.853079868772363e+30,9.706159737544726e+30,True,46.98369739896782,70030306.25476688,774797.8549590562,4936369.937761314,46.98369739896782,60.407960774633096,6.691561316427736e+24,1.3383122632855472e+25,True,6.55997361474776e-21,True,3.857344306335395e-24,True,2.797553383250413e-18,True,5696352.805916588,250321.14786045995,0.5235987755982988,5.759586531581287,1,0.15872893968858945,0.0018893968326039292,0.05193884205419767,0.019107146504238545,0.7456508386384648,0.4753421761713325,0.2970097257396391,321.2997783668345,1577.3855155634155,31.599166367125427
59,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.004,0.011,0.004,0.009,0.0032,0.0023,0.0013,0.02941247736762515,0.08576459804152789,0.0621929376282019,0.04099158478382932,True,3230.021579386569,1884.6196598534864,0.5834696807850444,True,117.9026986993897,63700235.179271095,425240.087448839,872262.3302921301,117.9026986993897,265.89545829183584,4.450985882918892e+25,8.901971765837784e+25,True,221.29497138991968,63020014.87380736,247203.0871386932,287985.45604794746,221.29497138991968,644.6326334749011,2.283546811436772e+27,4.567093622873544e+27,True,27.798093306547077,73333818.00882263,1786934.6199532084,5605969.0074139405,27.798093306547077,46.66637323972064,2.378064378922245e+22,4.75612875784449e+22,True,4.205809789655791e-19,True,8.19777370283978e-21,True,7.871948365201127e-16,True,7378485.261089277,271698.8349013665,2.0943951023931953,0.5235987755982988,1,0.17737001303735495,0.002126497611597363,0.06062847547204745,0.02133837155772822,0.8345050128909686,0.5845424753105314,0.32298484634296964,144.6210807549826,718.1289421832037,24.395251007579677
60,0.086,0.305,0.202,0.25017997723320556,1.502948673223037,3.1415926535897927,0.005,0.005,0.008,0.006,0.0016,0.0028,0.0033,0.016880442504925996,0.11464546824429968,0.06106573418409388,0.22564572568859026,True,1534.431964402162,1116.8116502835476,0.727833932160475,True,171.88243363978907,62727331.620962925,300044.4231623378,499720.39311516675,171.88243363978907,431.37681600673335,4.279894084617729e+26,8.559788169235458e+26,True,2.98503335014997,64955125.92726575,19068622.125790067,20014817.573928457,2.98503335014997,8.82726808721712,5086046829251.647,10172093658503.295,True,48.88874949155304,71722496.3373247,763134.4016176857,4740406.2109078,48.88874949155304,62.686918165883235,1.6370275223413463e+25,3.2740550446826926e+25,True,4.373940015777757e-20,True,3.6806582063567885e-06,True,1.1435360581614327e-18,True,5451455.46018108,22564572.568859026,0.5235987755982988,0.5235987755982988,1,0.19259164493331957,0.0014522422713347846,0.06904826482819929,0.024055728919088543,0.8768641241639346,0.732688437776801,0.3526731762286901,286.7942044569024,984.2058611602043,33.018705062302935
61,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.011,0.008,0.01,0.001,0.0017,0.0018,0.0026,0.07777757577772251,0.013838338943254997,0.061571750512807596,0.04563190520226974,True,68.42300473739046,19.409329849981496,0.28366672765212647,True,163.57445783202067,68218665.5135579,348054.85383273003,488494.9288495375,163.57445783202067,412.40821185059764,2.102518053129435e+27,4.20503610625887e+27,True,29.78729388224698,60725821.20783358,1802700.5983749833,1876678.1823824123,29.78729388224698,93.76582856983867,1.490151904924109e+20,2.980303809848218e+20,True,29.81106235747295,71258750.11984718,1376503.8490692023,6871937.841835992,29.81106235747295,41.82608217748573,9.310668908020449e+22,1.8621337816040898e+23,True,8.903609637090503e-21,True,1.2562477649520825e-13,True,2.01059668053217e-16,True,8213742.936408553,2123878.173987036,4.4505895925855405,0.5235987755982988,1,0.1531876652337851,0.0014469625461355844,0.06547980194162753,0.04134376442522512,0.9904390932719426,0.2847020856538981,0.2529065263698855,235.01757579557605,2578.3770056948056,21.914491528840653
62,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.006,0.01,0.012,0.009,0.0038,0.001,0.0027,0.05259332928385718,0.14936377125562553,0.0615068137926579,0.29415062350156335,True,16986.508493405003,16979.281752763807,0.9995745599724628,True,550.1874125459607,60064110.31999475,83842.21626499317,203673.2350394163,550.1874125459607,1199.9355110648585,1.9679208662742975e+30,3.935841732548595e+30,True,10.620088054185558,61982933.66479495,5166947.998618766,5216574.223745397,10.620088054185558,33.22571980988634,6.599028069035944e+16,1.3198056138071888e+17,True,3.8544945594921636,75421685.75701076,13381128.0176863,39615598.88432507,3.8544945594921636,6.509835987378803,1415466387593425.2,2830932775186850.5,True,9.512577624851875e-24,True,2.8367813872225e-10,True,1.3225322878791724e-08,True,52947112.230281405,5993863.236243981,0.7853981633974483,0.5235987755982988,1,0.2634639143321406,0.0020271802007741104,0.14027642905267879,0.08157737077524849,1.5624451548475244,1.0396141175715397,0.3849825952722015,1178.0378323462762,1034.8135071181941,3.3996188350581047
63,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.011,0.012,0.006,0.005,0.0033,0.0029,0.0024,0.11708815392578578,0.041370065412961676,0.0616942726262976,0.021762753604100515,True,3458.394250596085,1455.6997387486122,0.4209178113506606,True,178.27802248549403,64324620.46266575,295568.3898346967,489890.83834179933,178.27802248549403,439.2334924894116,1.090940407533832e+27,2.181880815067664e+27,True,29.47808883715888,59422718.22223732,1769717.5617324465,2000425.2933080075,29.47808883715888,91.5084688472098,1.0263796603828062e+20,2.0527593207656124e+20,True,99.15267277092028,68677366.32671957,364178.97365067,2310046.9071305892,99.15267277092028,129.0092966639042,1.8240500785015535e+27,3.648100157003107e+27,True,1.715950740363374e-20,True,1.823886493718908e-13,True,1.0262876124200697e-20,True,2655465.317233351,2176275.3604100514,4.4505895925855405,0.5235987755982988,1,0.22015249196504505,0.001991364296166794,0.10185426060227763,0.04959709667440398,1.5614608405126762,0.4241828982704878,0.28026684343381947,591.0970378369489,2588.4947361083728,67.7847301683219
64,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.01,0.007,0.004,0.011,0.002,0.0012,0.0035,0.06179231789591504,0.06028718974647701,0.06089910410974749,0.06036412140392075,True,19878.383501248314,10333.527212130148,0.519837400837006,True,332.353389369716,63020014.87380736,147198.4476749409,325109.35764449177,332.353389369716,730.4558512783175,1.3518307910605696e+29,2.703661582121139e+29,True,15.373400702449095,61473858.67859831,3526545.8910805676,3709837.3247905094,15.373400702449095,47.67575040019087,1.0876846021208195e+18,2.175369204241639e+18,True,15.199333912744594,73964587.8866962,3775888.8867894253,7120580.048893479,15.199333912744594,31.66163295985005,4.977927300309337e+19,9.955854600618674e+19,True,1.3847886972091643e-22,True,1.721087157389086e-11,True,3.760601324739457e-13,True,10865541.852705736,4177649.8099399144,0.7853981633974483,0.5235987755982988,1,0.18297861175213956,0.0017549793257585057,0.0874091433820978,0.054732179239220066,1.1100110067659246,0.526655928266734,0.2956504120365616,400.95171674770864,2285.4588931165267,16.566131946302928
65,0.112,0.176,0.055,0.24997335074441432,1.732177250086646,3.1415926535897927,0.005,0.007,0.009,0.011,0.0023,0.0035,0.0039,0.03061553674528488,0.13691388851996047,0.06053643865381708,0.22449184608027958,True,25009.42608527456,23250.436227292827,0.9296669243034961,True,305.38753976289297,60344367.08739388,150921.2597441109,373613.9639702268,305.38753976289297,657.7251334180892,2.5162123444129617e+28,5.032424688825923e+28,True,2.9686958274274096,63796312.857039526,18842541.37741068,20041381.55442467,2.9686958274274096,8.87256156239161,4220805847833.582,8441611695667.164,True,57.640919656829055,68990827.91667391,773595.4191713284,2963575.9444750985,57.640919656829055,92.31580958690027,4.2360277729906275e+24,8.472055545981255e+24,True,7.439753660523202e-22,True,4.435172020435017e-06,True,4.4192344817379976e-18,True,3699911.5291921296,22449184.608027957,4.4505895925855405,0.5235987755982988,1,0.22806586391906244,0.0017764688685228953,0.12153748857722628,0.0772900981964696,1.2627189485116614,0.9649014523396641,0.36905420697031255,888.3076489877868,788.8194191964003,48.64981191571971
